year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,3,GTLM,Corvette Racing,Chevrolet Corvette C7.R,Jan Magnussen,Antonio Garcia,Mike Rockenfeller,,,Corvette Racing Chevrolet Corvette C7.R | GTLM | 1.Jan Magnussen 3.Mike Rockenfeller | 2.Antonio Garcia
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,4,GTLM,Corvette Racing,Chevrolet Corvette C7.R,Oliver Gavin,Tommy Milner,Marcel Fassler,,,Corvette Racing Chevrolet Corvette C7.R | GTLM | 1.Oliver Gavin 3.Marcel Fassler | 2.Tommy Milner
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,5,DPi,Mustang Sampling Racing,Cadillac,Joao Barbosa,Brendon Hartley,Filipe Albuquerque,,,Mustang Sampling Racing Cadillac DPi | DPi | 1.Joao Barbosa 3.Filipe Albuquerque | 2.Brendon Hartley
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,6,DPi,Acura Team Penske,Acura,Dane Cameron,Juan Pablo Montoya,Simon Pagenaud,,,Acura Team Penske Acura DPi | DPi | 1.Dane Cameron 3.Simon Pagenaud | 2.Juan Pablo Montoya
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,7,DPi,Acura Team Penske,Acura,Ricky Taylor,Helio Castroneves,Alexander Rossi,,,Acura Team Penske Acura DPi | DPi | 1.Ricky Taylor 3.Alexander Rossi | 2.Helio Castroneves
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,8,GTD,Starworks Motorsport,Audi R8 LMS GT3,Parker Chase,Ryan Dalziel,Ezequiel Perez Companc,,,Starworks Motorsport Audi R8 LMS GT3 | GTD | 1.Parker Chase 3.Ezequiel Perez Companc | 2.Ryan Dalziel
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,9,GTD,Pfaff Motorsports,Porsche 911 GT3 R,Scott Hargrove,Zacharie Robichon,Lars Kern,,,Pfaff Motorsports Porsche 911 GT3 R | GTD | 1.Scott Hargrove 3.Lars Kern | 2.Zacharie Robichon
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,10,DPi,Konica Minolta Cadillac DPi-V.R.,Cadillac,Renger Van Der Zande3.Matthieu Vaxiviere,Jordan Taylor,,,,Konica Minolta Cadillac DPi-V.R. Cadillac DPi | DPi | 1.Renger Van Der Zande3.Matthieu Vaxiviere | 2.Jordan Taylor
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,11,GTD,GRT Grasser Racing Team,Lamborghini Huracan GT3,Rolf Ineichen,Mirko Bortolotti,Rik Breukers,,,GRT Grasser Racing Team Lamborghini Huracan GT3 | GTD | 1.Rolf Ineichen 3.Rik Breukers | 2.Mirko Bortolotti
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,12,GTD,AIM Vasser Sullivan,Lexus RC F GT3,Frank Montecalvo,Townsend Bell,Aaron Telitz,,,AIM Vasser Sullivan Lexus RC F GT3 | GTD | 1.Frank Montecalvo 3.Aaron Telitz | 2.Townsend Bell | 16-Mar-19 10:54 PM
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,14,GTD,AIM Vasser Sullivan,Lexus RC F GT3,Richard Heistand,Jack Hawksworth,Philipp Frommenwiler,,,AIM Vasser Sullivan Lexus RC F GT3 | GTD | 1.Richard Heistand 3.Philipp Frommenwiler | 2.Jack Hawksworth
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,19,GTD,Moorespeed,Audi R8 LMS GT3,Andrew Davis,Alex Riberas,Will Hardeman,,,Moorespeed Audi R8 LMS GT3 | GTD | 1.Andrew Davis 3.Will Hardeman | 2.Alex Riberas
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,24,GTLM,BMW Team RLL,BMW M8 GTE,Jesse Krohn,John Edwards,Philipp Eng,,,BMW Team RLL BMW M8 GTE | GTLM | 1.Jesse Krohn 3.Philipp Eng | 2.John Edwards
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,25,GTLM,BMW Team RLL,BMW M8 GTE,Tom Blomqvist,Connor De Phillippi,Colton Herta,,,BMW Team RLL BMW M8 GTE | GTLM | 1.Tom Blomqvist 3.Colton Herta | 2.Connor De Phillippi
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,29,GTD,Montaplast by Land Motorsport,Audi R8 LMS GT3,Daniel Morad,Christopher Mies,Ricky Feller,,,Montaplast by Land Motorsport Audi R8 LMS GT3 | GTD | 1.Daniel Morad 3.Ricky Feller | 2.Christopher Mies
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,31,DPi,Whelen Engineering Racing,Cadillac,Felipe Nasr,Eric Curran,Pipo Derani,,,Whelen Engineering Racing Cadillac DPi | DPi | 1.Felipe Nasr 3.Pipo Derani | 2.Eric Curran
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,33,GTD,Riley Motorsports - Team AMG,Mercedes-AMG GT3,Ben Keating,Jeroen Bleekemolen,Felipe Fraga,,,Riley Motorsports - Team AMG Mercedes-AMG GT3 | GTD | 1.Ben Keating 3.Felipe Fraga | 2.Jeroen Bleekemolen
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,38,LMP2,Performance Tech Motorsports,ORECA,Kyle Masson,Andrew Evans,Cameron Cassels,,,Performance Tech Motorsports ORECA LMP2 | LMP2 | 1.Kyle Masson 3.Cameron Cassels | 2.Andrew Evans
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,44,GTD,Magnus Racing,Lamborghini Huracan GT3,John Potter,Andy Lally,Spencer Pumpelly,,,Magnus Racing Lamborghini Huracan GT3 | GTD | 1.John Potter 3.Spencer Pumpelly | 2.Andy Lally
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,47,GTD,Precision Performance Motorsports (PPM),Lamborghini Huracan GT3,Brandon Gdovic,Don Yount,Lawson Aschenbach,,,Precision Performance Motorsports Lamborghini Huracan GT3 | (PPM) GTD | 1.Brandon Gdovic 3.Lawson Aschenbach | 2.Don Yount
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,48,GTD,Paul Miller Racing Lamborghini,Huracan GT3,Bryan Sellers,Ryan Hardwick,Corey Lewis,,,Paul Miller Racing Lamborghini Huracan GT3 | GTD | 1.Bryan Sellers 3.Corey Lewis | 2.Ryan Hardwick
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,50,DPi,Juncos Racing,Cadillac,Will Owen,Rene Binder,Agustin Canapino,,,Juncos Racing Cadillac DPi | DPi | 1.Will Owen 3.Agustin Canapino | 2.Rene Binder
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,52,LMP2,PR1 Mathiasen Motorsports,ORECA,Matthew McMurry,Gabriel Aubry,Anders Fjorback,,,PR1 Mathiasen Motorsports ORECA LMP2 | LMP2 | 1.Matthew McMurry 3.Anders Fjorback | 2.Gabriel Aubry
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,54,DPi,CORE autosport,Nissan,Jonathan Bennett,Colin Braun,Romain Dumas,,,CORE autosport Nissan DPi | DPi | 1.Jonathan Bennett 3.Romain Dumas | 2.Colin Braun
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,55,DPi,Mazda Team Joest,Mazda,Jonathan Bomarito,Harry Tincknell,Olivier Pla,,,Mazda Team Joest Mazda DPi | DPi | 1.Jonathan Bomarito 3.Olivier Pla | 2.Harry Tincknell
2019,03_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2019-03-16,201903161040_Race,57,GTD,Heinricher Racing w/Meyer Shank Racing,Acura NSX GT3,Katherine Legge,Ana Beatriz,Christina Nielsen,,,Heinricher Racing w/Meyer Shank Acura NSX GT3 | Racing GTD | 1.Katherine Legge 3.Christina Nielsen | 2.Ana Beatriz
