year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,1,GTD PRO,Paul Miller Racing,BMW M4 GT3 EVO,Neil Verhagen,Connor De Phillippi,,,,Paul Miller Racing BMW M4 GT3 EVO | GTDPRO | 1.Neil Verhagen | 2.Connor De Phillippi
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,3,GTD PRO,Corvette Racing by Pratt Miller Chevrolet Motorsports,Corvette Z06 GT3.R,Antonio Garcia,Alexander Sims,,,,Corvette Racing by Pratt Miller Chevrolet Corvette Z06 GT3.R | Motorsports GTDPRO | 1.Antonio Garcia | 2.Alexander Sims
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,4,GTD PRO,Corvette Racing by Pratt Miller Chevrolet Motorsports,Corvette Z06 GT3.R,Tommy Milner,Nicky Catsburg,,,,Corvette Racing by Pratt Miller Chevrolet Corvette Z06 GT3.R | Motorsports GTDPRO | 1.Tommy Milner | 2.Nicky Catsburg
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,5,GTP,JDC-Miller MotorSports,Porsche 963,Tijmen van der Helm,Laurin Heinrich,,,,JDC-Miller MotorSports Porsche 963 | GTP | 1.Tijmen van der Helm | 2.Laurin Heinrich
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,6,GTP,Porsche Penske Motorsport,Porsche 963,Laurens Vanthoor,Kevin Estre,,,,Porsche Penske Motorsport Porsche 963 | GTP | 1.Laurens Vanthoor | 2.Kevin Estre
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,7,GTP,Porsche Penske Motorsport,Porsche 963,Felipe Nasr,Julien Andlauer,,,,Porsche Penske Motorsport Porsche 963 | GTP | 1.Felipe Nasr | 2.Julien Andlauer
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,9,GTD PRO,Pfaff Motorsports Lamborghini,Temerario GT3,Andrea Caldarelli,Sandy Mitchell,,,,Pfaff Motorsports Lamborghini Temerario GT3 | GTDPRO | 1.Andrea Caldarelli | 2.Sandy Mitchell
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,10,GTP,Cadillac Wayne Taylor Racing,Cadillac V-Series.R,Ricky Taylor,Filipe Albuquerque,,,,Cadillac Wayne Taylor Racing Cadillac V-Series.R | GTP | 1.Ricky Taylor | 2.Filipe Albuquerque
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,14,GTD PRO,Vasser Sullivan Racing,Lexus RC F GT3,Jack Hawksworth,Ben Barnicoat,,,,Vasser Sullivan Racing Lexus RC F GT3 | GTDPRO | 1.Jack Hawksworth | 2.Ben Barnicoat
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,15,GTD PRO,Vasser Sullivan Racing,Lexus RC F GT3,Aaron Telitz,Chaz Mostert,,,,Vasser Sullivan Racing Lexus RC F GT3 | GTDPRO | 1.Aaron Telitz | 2.Chaz Mostert
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,23,GTP,ASTON MARTIN THOR Team,Aston Martin Valkyrie,Ross Gunn,Roman De Angelis,,,,ASTON MARTIN THOR Team Aston Martin Valkyrie | GTP | 1.Ross Gunn | 2.Roman De Angelis
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,24,GTP,BMW M Team WRT,BMW M Hybrid V8,Sheldon van der Linde,Dries Vanthoor,,,,BMW M Team WRT BMW M Hybrid V8 | GTP | 1.Sheldon van der Linde | 2.Dries Vanthoor
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,25,GTP,BMW M Team WRT,BMW M Hybrid V8,Philipp Eng,Marco Wittmann,,,,BMW M Team WRT BMW M Hybrid V8 | GTP | 1.Philipp Eng | 2.Marco Wittmann
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,31,GTP,Cadillac Whelen,Cadillac V-Series.R,Jack Aitken,Earl Bamber,,,,Cadillac Whelen Cadillac V-Series.R | GTP | 1.Jack Aitken | 2.Earl Bamber
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,40,GTP,Cadillac Wayne Taylor Racing,Cadillac V-Series.R,Jordan Taylor,Louis Deletraz,,,,Cadillac Wayne Taylor Racing Cadillac V-Series.R | GTP | 1.Jordan Taylor | 2.Louis Deletraz
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,59,GTD PRO,RLL Team McLaren,McLaren 720S GT3 EVO,Max Esterson,Nikita Johnson,,,,RLL Team McLaren McLaren 720S GT3 EVO | GTDPRO | 1.Max Esterson | 2.Nikita Johnson
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,60,GTP,Acura Meyer Shank Racing w/Curb Agajanian,Acura ARX-06,Tom Blomqvist,Colin Braun,,,,Acura Meyer Shank Racing w/Curb Acura ARX-06 | Agajanian GTP | 1.Tom Blomqvist | 2.Colin Braun
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,64,GTD PRO,Ford Racing,Ford Mustang GT3,Ben Barker,Dennis Olsen,,,,Ford Racing Ford Mustang GT3 | GTDPRO | 1.Ben Barker | 2.Dennis Olsen
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,65,GTD PRO,Ford Racing,Ford Mustang GT3,Christopher Mies,Frederic Vervisch,,,,Ford Racing Ford Mustang GT3 | GTDPRO | 1.Christopher Mies | 2.Frederic Vervisch
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,77,GTD PRO,AO Racing Porsche,911 GT3 R (992),Nick Tandy,Harry King,,,,AO Racing Porsche 911 GT3 R (992) | GTDPRO | 1.Nick Tandy | 2.Harry King
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,93,GTP,Acura Meyer Shank Racing w/Curb Agajanian,Acura ARX-06,Renger van der Zande,Nick Yelloly,,,,Acura Meyer Shank Racing w/Curb Acura ARX-06 | Agajanian GTP | 1.Renger van der Zande | 2.Nick Yelloly
