year,event_code,event_name,track_slug,race_date,session_directory,position,class,car_number,team,vehicle,driver,fastest_lap_time,driver_lap_number,driver_total_laps,gap_to_fastest,interval,speed_mph,source_report,source_page
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,1,GTP,31,Cadillac Whelen,Cadillac V-Series.R,Earl Bamber,1:06.234,20,27,,,89.410,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,2,GTP,60,Acura Meyer Shank Racing w/Curb Agajanian,Acura ARX-06,Tom Blomqvist,1:06.323,11,49,0.089,0.089,89.290,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,3,GTP,24,BMW M Team WRT,BMW M Hybrid V8,Dries Vanthoor,1:06.340,8,57,0.106,0.017,89.267,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,4,GTP,40,Cadillac Wayne Taylor Racing,Cadillac V-Series.R,Louis Deletraz,1:06.385,22,27,0.151,0.045,89.206,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,5,GTP,6,Porsche Penske Motorsport,Porsche 963,Kevin Estre,1:06.386,34,35,0.152,0.001,89.205,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,6,GTP,24,BMW M Team WRT,BMW M Hybrid V8,Sheldon van der Linde,1:06.428,22,25,0.194,0.042,89.148,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,7,GTP,93,Acura Meyer Shank Racing w/Curb Agajanian,Acura ARX-06,Nick Yelloly,1:06.461,18,23,0.227,0.033,89.104,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,8,GTP,5,JDC-Miller MotorSports,Porsche 963,Laurin Heinrich,1:06.569,21,55,0.335,0.108,88.960,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,9,GTP,10,Cadillac Wayne Taylor Racing,Cadillac V-Series.R,Filipe Albuquerque,1:06.592,20,34,0.358,0.023,88.929,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,10,GTP,7,Porsche Penske Motorsport,Porsche 963,Felipe Nasr,1:06.601,19,32,0.367,0.009,88.917,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,11,GTP,25,BMW M Team WRT,BMW M Hybrid V8,Marco Wittmann,1:06.701,27,36,0.467,0.100,88.784,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,12,GTP,31,Cadillac Whelen,Cadillac V-Series.R,Jack Aitken,1:06.845,7,55,0.611,0.144,88.592,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,13,GTP,60,Acura Meyer Shank Racing w/Curb Agajanian,Acura ARX-06,Colin Braun,1:06.854,29,33,0.620,0.009,88.580,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,14,GTP,6,Porsche Penske Motorsport,Porsche 963,Laurens Vanthoor,1:06.915,20,47,0.681,0.061,88.500,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,15,GTP,5,JDC-Miller MotorSports,Porsche 963,Tijmen van der Helm,1:06.943,19,25,0.709,0.028,88.463,06_Fastest Lap By Driver_Race.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,16,GTP,23,ASTON MARTIN THOR Team,Aston Martin Valkyrie,Roman De Angelis,1:06.996,21,70,0.762,0.053,88.393,06_Fastest Lap By Driver_Race.PDF,1
