year,event_code,event_name,track_slug,race_date,session_directory,position,class_position,car_number,class,category_marker,drivers,team,vehicle,laps,total_time,gap_to_leader,interval,status,best_lap_number,best_lap_time,best_lap_speed_mph,source_report,source_page
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,1,1,31,GTP,,J. Aitken / E. Bamber,Cadillac Whelen,Cadillac V-Series.R,82,1:40:37.110,-,,,20,1:06.234,89.410,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,2,2,25,GTP,,P. Eng / M. Wittmann,BMW M Team WRT,BMW M Hybrid V8,82,1:40:43.133,6.023,6.023,,27,1:06.701,88.784,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,3,3,10,GTP,,R. Taylor / F. Albuquerque,Cadillac Wayne Taylor Racing,Cadillac V-Series.R,82,1:40:43.868,6.758,0.735,,20,1:06.592,88.929,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,4,4,93,GTP,,R. van der Zande / N. Yelloly,Acura Meyer Shank Racing w/Curb Agajanian,Acura ARX-06,82,1:40:44.451,7.341,0.583,,18,1:06.461,89.104,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,5,5,7,GTP,,F. Nasr / J. Andlauer,Porsche Penske Motorsport,Porsche 963,82,1:40:45.379,8.269,0.928,,19,1:06.601,88.917,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,6,6,40,GTP,,J. Taylor / L. Deletraz,Cadillac Wayne Taylor Racing,Cadillac V-Series.R,82,1:40:46.981,9.871,1.602,,22,1:06.385,89.206,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,7,7,60,GTP,,T. Blomqvist / C. Braun,Acura Meyer Shank Racing w/Curb Agajanian,Acura ARX-06,82,1:40:47.325,10.215,0.344,,44,1:06.323,89.290,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,8,8,6,GTP,,L. Vanthoor / K. Estre,Porsche Penske Motorsport,Porsche 963,82,1:40:47.845,10.735,0.520,,34,1:06.386,89.205,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,9,9,24,GTP,,S. van der Linde / D. Vanthoor,BMW M Team WRT,BMW M Hybrid V8,82,1:40:48.528,11.418,0.683,,33,1:06.340,89.267,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,10,10,23,GTP,,R. Gunn / R. De Angelis,ASTON MARTIN THOR Team,Aston Martin Valkyrie,82,1:40:49.668,12.558,1.140,,33,1:06.996,88.393,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,11,11,5,GTP,,T. van der Helm / L. Heinrich,JDC-Miller MotorSports,Porsche 963,80,1:41:03.266,2 Laps,2,,46,1:06.569,88.960,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,12,1,3,,,A. Garcia / A. Sims,Corvette Racing by Pratt Miller Motorsports,Chevrolet Corvette Z06 GT3.R,79,1:41:16.849,3 Laps,1,,21,1:09.848,84.783,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,13,2,9,,,A. Caldarelli / S. Mitchell,Pfaff Motorsports,Lamborghini Temerario GT3,79,1:41:18.784,3 Laps,1.935,,28,1:10.643,83.829,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,14,3,65,,,C. Mies / F. Vervisch,Ford Racing,Ford Mustang GT3,79,1:41:20.681,3 Laps,1.897,,20,1:10.240,84.310,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,15,4,1,,,N. Verhagen / C. De Phillippi,Paul Miller Racing,BMW M4 GT3 EVO,79,1:41:22.010,3 Laps,1.329,,15,1:11.041,83.360,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,16,5,64,,,B. Barker / D. Olsen,Ford Racing,Ford Mustang GT3,79,1:41:22.779,3 Laps,0.769,,20,1:10.074,84.510,03_Results_Race_Official.PDF,1
2026,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2026-05-30,202605301610_Race,17,6,14,,,J. Hawksworth / B. Barnicoat,Vasser Sullivan Racing,Lexus RC F GT3,79,1:41:32.696,3 Laps,9.917,,19,1:10.105,84.473,03_Results_Race_Official.PDF,1
