year,event_code,event_name,track_slug,race_date,session_directory,sequence,flag,clock_time,session_elapsed,session_elapsed_ms,flag_time,flag_time_ms,cumulative_flag_time,cumulative_flag_time_ms,lap,source_report,source_page
2025,22_Road Atlanta,Road Atlanta,road-atlanta,2025-10-11,202510111210_Race,1,GREEN FLAG,12:10:55.401,-,,51.862,51862,51.862,51862,1,25_FlagsAnalysis_Race.PDF,1
2025,22_Road Atlanta,Road Atlanta,road-atlanta,2025-10-11,202510111210_Race,2,FULL COURSE YELLOW,12:11:47.263,51.862,51862,18:51.352,1131352,18:51.352,1131352,1,25_FlagsAnalysis_Race.PDF,1
2025,22_Road Atlanta,Road Atlanta,road-atlanta,2025-10-11,202510111210_Race,3,GREEN FLAG,12:30:38.615,19:43.214,1183214,58.077,58077,1:49.939,109939,7,25_FlagsAnalysis_Race.PDF,1
2025,22_Road Atlanta,Road Atlanta,road-atlanta,2025-10-11,202510111210_Race,4,FULL COURSE YELLOW,12:31:36.692,20:41.291,1241291,15:02.159,902159,33:53.511,2033511,8,25_FlagsAnalysis_Race.PDF,1
2025,22_Road Atlanta,Road Atlanta,road-atlanta,2025-10-11,202510111210_Race,5,GREEN FLAG,12:46:38.851,35:43.450,2143450,51:54.297,3114297,53:44.236,3224236,14,25_FlagsAnalysis_Race.PDF,1
2025,22_Road Atlanta,Road Atlanta,road-atlanta,2025-10-11,202510111210_Race,6,FULL COURSE YELLOW,13:38:33.148,1:27:37.747,5257747,17:22.557,1042557,51:16.068,3076068,56,25_FlagsAnalysis_Race.PDF,1
2025,22_Road Atlanta,Road Atlanta,road-atlanta,2025-10-11,202510111210_Race,7,GREEN FLAG,13:55:55.705,1:45:00.304,6300304,8:12.192,492192,1:01:56.428,3716428,63,25_FlagsAnalysis_Race.PDF,1
2025,22_Road Atlanta,Road Atlanta,road-atlanta,2025-10-11,202510111210_Race,8,FULL COURSE YELLOW,14:04:07.897,1:53:12.496,6792496,12:38.468,758468,1:03:54.536,3834536,70,25_FlagsAnalysis_Race.PDF,1
2025,22_Road Atlanta,Road Atlanta,road-atlanta,2025-10-11,202510111210_Race,9,GREEN FLAG,14:16:46.365,2:05:50.964,7550964,45:23.193,2723193,1:47:19.621,6439621,75,25_FlagsAnalysis_Race.PDF,1
2025,22_Road Atlanta,Road Atlanta,road-atlanta,2025-10-11,202510111210_Race,10,FULL COURSE YELLOW,15:02:09.558,2:51:14.157,10274157,21:21.718,1281718,1:25:16.254,5116254,112,25_FlagsAnalysis_Race.PDF,1
2025,22_Road Atlanta,Road Atlanta,road-atlanta,2025-10-11,202510111210_Race,11,GREEN FLAG,15:23:31.276,3:12:35.875,11555875,2:37:43.054,9463054,4:25:02.675,15902675,120,25_FlagsAnalysis_Race.PDF,1
2025,22_Road Atlanta,Road Atlanta,road-atlanta,2025-10-11,202510111210_Race,12,FULL COURSE YELLOW,18:01:14.330,5:50:18.929,21018929,18:05.866,1085866,1:43:22.120,6202120,245,25_FlagsAnalysis_Race.PDF,1
2025,22_Road Atlanta,Road Atlanta,road-atlanta,2025-10-11,202510111210_Race,13,GREEN FLAG,18:19:20.196,6:08:24.795,22104795,3:52:12.305,13932305,8:17:14.980,29834980,252,25_FlagsAnalysis_Race.PDF,1
2025,22_Road Atlanta,Road Atlanta,road-atlanta,2025-10-11,202510111210_Race,14,CHEQUERED FLAG,22:11:32.502,10:00:37.100,36037100,-,,-,,436,25_FlagsAnalysis_Race.PDF,1
