year,event_code,event_name,track_slug,race_date,session_directory,sequence,flag,clock_time,session_elapsed,session_elapsed_ms,flag_time,flag_time_ms,cumulative_flag_time,cumulative_flag_time_ms,lap,source_report,source_page
2024,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2024-01-27,202401271340_Race,1,GREEN FLAG,13:41:49.511,-,,26:49.057,1609057,26:49.057,1609057,1,25_FlagsAnalysis_Race.PDF,1
2024,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2024-01-27,202401271340_Race,2,FULL COURSE YELLOW,14:08:38.568,26:49.057,1609057,20:02.902,1202902,20:02.902,1202902,17,25_FlagsAnalysis_Race.PDF,1
2024,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2024-01-27,202401271340_Race,3,GREEN FLAG,14:28:41.470,46:51.959,2811959,2:36.137,156137,29:25.194,1765194,23,25_FlagsAnalysis_Race.PDF,1
2024,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2024-01-27,202401271340_Race,4,FULL COURSE YELLOW,14:31:17.607,49:28.096,2968096,13:56.806,836806,33:59.708,2039708,25,25_FlagsAnalysis_Race.PDF,1
2024,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2024-01-27,202401271340_Race,5,GREEN FLAG,14:45:14.413,1:03:24.902,3804902,53:17.313,3197313,1:22:42.507,4962507,29,25_FlagsAnalysis_Race.PDF,1
2024,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2024-01-27,202401271340_Race,6,FULL COURSE YELLOW,15:38:31.726,1:56:42.215,7002215,17:03.036,1023036,51:02.744,3062744,61,25_FlagsAnalysis_Race.PDF,1
2024,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2024-01-27,202401271340_Race,7,GREEN FLAG,15:55:34.762,2:13:45.251,8025251,57:14.833,3434833,2:19:57.340,8397340,66,25_FlagsAnalysis_Race.PDF,1
2024,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2024-01-27,202401271340_Race,8,FULL COURSE YELLOW,16:52:49.595,3:11:00.084,11460084,15:50.209,950209,1:06:52.953,4012953,101,25_FlagsAnalysis_Race.PDF,1
2024,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2024-01-27,202401271340_Race,9,GREEN FLAG,17:08:39.804,3:26:50.293,12410293,1:09:19.746,4159746,3:29:17.086,12557086,105,25_FlagsAnalysis_Race.PDF,1
2024,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2024-01-27,202401271340_Race,10,FULL COURSE YELLOW,18:17:59.550,4:36:10.039,16570039,23:16.732,1396732,1:30:09.685,5409685,147,25_FlagsAnalysis_Race.PDF,1
2024,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2024-01-27,202401271340_Race,11,GREEN FLAG,18:41:16.282,4:59:26.771,17966771,1:08.210,68210,3:30:25.296,12625296,154,25_FlagsAnalysis_Race.PDF,1
2024,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2024-01-27,202401271340_Race,12,FULL COURSE YELLOW,18:42:24.492,5:00:34.981,18034981,13:22.603,802603,1:43:32.288,6212288,155,25_FlagsAnalysis_Race.PDF,1
2024,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2024-01-27,202401271340_Race,13,GREEN FLAG,18:55:47.095,5:13:57.584,18837584,1:25:08.710,5108710,4:55:34.006,17734006,159,25_FlagsAnalysis_Race.PDF,1
