year,event_code,event_name,track_slug,race_date,session_directory,position,class_position,car_number,class,category_marker,drivers,team,vehicle,laps,total_time,gap_to_leader,interval,status,best_lap_number,best_lap_time,best_lap_speed_mph,source_report,source_page
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,1,1,10,P,,R. Taylor / J. Taylor,No. 10 Konica Minolta Corvette DP for Wayne Taylor,Chevrolet Corvette DP,75,2:41:55.076,-,,,4,1:59.721,102.2,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,2,2,31,P,,D. Cameron / E. Curran,Action Express Racing,Chevrolet Corvette DP,75,2:41:56.497,1.421,,,29,2:00.356,101.6,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,3,3,5,P,,J. Barbosa / C. Fittipaldi,Action Express Racing,Chevrolet Corvette DP,75,2:42:42.332,47.256,45.835,,29,2:00.274,101.7,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,4,4,70,P,,T. Long / J. Miller,Mazda Motorsports,Mazda Prototype,75,2:43:41.496,1:46.420,59.164,,5,2:00.248,101.7,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,5,1,8,PC,,R. van der Zande / A. Popow,Starworks Motorsport,ORECA FLM09,74,2:42:26.952,1 Lap,1,,28,2:02.181,100.1,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,6,2,52,PC,,R. Alon / T. Kimber-Smith,PR1/Mathiasen Motorsports,ORECA FLM09,74,2:42:27.796,1 Lap,,,53,2:02.127,100.2,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,7,3,38,PC,,J. French / N. Boulle,Performance Tech Motorsports,ORECA FLM09,74,2:42:37.206,1 Lap,,,52,2:02.522,99.9,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,8,5,0,P,,K. Legge / S. Rayhall,Panoz DeltaWing Racing,DeltaWing DWC13,74,2:43:21.740,1 Lap,44.534,,52,2:01.262,100.9,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,9,4,20,PC,,M. McMurry / B. Junqueira,BAR1 Motorsports,ORECA FLM09,74,2:43:43.907,1 Lap,22.167,,31,2:02.259,100.1,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,10,1,912,GTLM,,E. Bamber / F. Makowiecki,Porsche North America,Porsche 911 RSR,74,2:43:46.431,1 Lap,,,28,2:05.581,97.4,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,11,5,7,PC,,J. Gutierrez / G. Yacaman,Starworks Motorsport,ORECA FLM09,74,2:43:50.176,1 Lap,,,31,2:02.684,99.7,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,12,2,911,GTLM,,P. Pilet / N. Tandy,Porsche North America,Porsche 911 RSR,74,2:43:52.830,1 Lap,,,28,2:05.159,97.7,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,13,3,3,GTLM,,A. Garcia / J. Magnussen,Corvette Racing,Chevrolet Corvette C7.R,74,2:43:54.408,1 Lap,,,31,2:05.150,97.8,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,14,4,25,GTLM,,B. Auberlen / D. Werner,BMW Team RLL,BMW M6 GTLM,73,2:42:18.589,2 Laps,1,,9,2:05.470,97.5,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,15,5,4,GTLM,,O. Gavin / T. Milner,Corvette Racing,Chevrolet Corvette C7.R,73,2:42:21.531,2 Laps,,,30,2:05.671,97.3,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,16,6,85,PC,,M. Goikhberg / S. Simpson,JDC-Miller Motorsports,ORECA FLM09,73,2:42:23.149,2 Laps,,,32,2:02.648,99.7,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,17,6,66,GTLM,,J. Hand / D. Mueller,Ford Chip Ganassi Racing,Ford GT,73,2:42:40.621,2 Laps,17.472,,28,2:06.095,97.0,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,18,7,100,GTLM,,J. Edwards / L. Luhr,BMW Team RLL,BMW M6 GTLM,73,2:42:45.844,2 Laps,,,30,2:05.734,97.3,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,19,8,62,GTLM,,G. Fisichella / T. Vilander,Risi Competizione,Ferrari 488 GTE,73,2:43:33.086,2 Laps,47.242,,52,2:05.038,97.8,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,20,7,26,PC,,D. Yount / J. Falb,BAR1 Motorsports,ORECA FLM09,73,2:43:59.164,2 Laps,26.078,,4,2:05.677,97.3,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,21,6,60,P,,J. Pew / O. Negri Jr.,Michael Shank Racing w/Curb-Agajanian,Honda HPD Ligier JS P2,72,2:42:13.977,3 Laps,1,,4,2:00.607,101.4,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,22,1,96,GTD,,B. Curtis / J. Klingmann,Turner Motorsport,BMW M6 GT3,71,2:43:03.708,4 Laps,1,,32,2:09.639,94.4,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,23,2,48,GTD,,B. Sellers / M. Snow,Paul Miller Racing,Lamborghini Huracan GT3,71,2:43:19.425,4 Laps,15.717,,26,2:09.531,94.4,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,24,3,63,GTD,,C. Nielsen / A. Balzan,Scuderia Corsa,Ferrari 488 GT3,71,2:43:20.200,4 Laps,,,50,2:09.627,94.4,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,25,4,44,GTD,,J. Potter / A. Lally,Magnus Racing,Audi R8 LMS GT3,71,2:43:35.031,4 Laps,14.831,,25,2:09.757,94.3,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,26,5,73,GTD,,P. Lindsey / J. Bergmeister,Park Place Motorsports,Porsche 911 GT3 R,71,2:43:47.772,4 Laps,12.741,,26,2:09.461,94.5,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,27,6,007,GTD,,D. Calvert-Jones / B. Barker,TRG-AMR,Aston Martin Vantage GT3,71,2:44:05.311,4 Laps,17.539,,26,2:09.415,94.5,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,28,7,23,GTD,,M. Farnbacher / A. Riberas,Team Seattle / Alex Job Racing,Porsche 911 GT3 R,70,2:41:05.813,5 Laps,1,,2,2:09.165,94.7,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,29,8,80,GTD,,D. Knox / M. Skeen,Lone Star Racing,Dodge Viper GT3-R,70,2:42:04.678,5 Laps,58.865,,46,2:09.979,94.1,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,30,9,16,GTD,,C. Lewis / S. Pumpelly,Change Racing,Lamborghini Huracan GT3,70,2:42:17.807,5 Laps,13.129,,47,2:10.356,93.8,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,31,10,6,GTD,,R. Liddell / A. Davis,Stevenson Motorsports,Audi R8 LMS GT3,70,2:42:19.287,5 Laps,,,38,2:09.760,94.3,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,32,11,27,GTD,,P. Ruberti / L. Persiani,Dream Racing Motorsport,Lamborghini Huracan GT3,70,2:42:37.235,5 Laps,17.948,,5,2:10.240,93.9,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,33,12,9,GTD,,L. Aschenbach / M. Bell,Stevenson Motorsports,Audi R8 LMS GT3,70,2:42:41.825,5 Laps,,,3,2:09.950,94.1,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,34,13,33,GTD,,B. Keating / J. Bleekemolen,Riley Motorsports,Dodge Viper GT3-R,67,2:43:20.626,8 Laps,3,,30,2:09.490,94.5,03_Results.PDF,1
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,2016-09-17,201609171135_Race,35,8,88,PC,,M. Kvamme / R. Bradley,Starworks Motorsport,ORECA FLM09,65,2:42:57.450,10 Laps,2,,31,2:03.091,99.4,03_Results.PDF,1
