year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,01,DPi,Cadillac Chip Ganassi Racing,Cadillac,Renger van der Zande,Kevin Magnussen,,,,Cadillac Chip Ganassi Racing Cadillac DPi | DPi | 1.Renger van der Zande | 2.Kevin Magnussen
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,1,GTD,Paul Miller Racing,Lamborghini Huracan GT3,Bryan Sellers,Madison Snow,,,,Paul Miller Racing Lamborghini Huracan GT3 | GTD | 1.Bryan Sellers | 2.Madison Snow
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,3,GTLM,Corvette Racing,Chevrolet Corvette C8.R,Antonio Garcia,Jordan Taylor,,,,Corvette Racing Chevrolet Corvette C8.R | GTLM | 1.Antonio Garcia | 2.Jordan Taylor
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,4,GTLM,Corvette Racing,Chevrolet Corvette C8.R,Tommy Milner,Nick Tandy,,,,Corvette Racing Chevrolet Corvette C8.R | GTLM | 1.Tommy Milner | 2.Nick Tandy
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,5,DPi,Mustang Sampling / JDC-Miller MotorSports,Cadillac,Tristan Vautier,Loic Duval,,,,Mustang Sampling / JDC-Miller Cadillac DPi | MotorSports DPi | 1.Tristan Vautier | 2.Loic Duval
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,9,GTD,Pfaff Motorsports,Porsche 911 GT3R,Zacharie Robichon,Laurens Vanthoor,,,,Pfaff Motorsports Porsche 911 GT3R | GTD | 1.Zacharie Robichon | 2.Laurens Vanthoor
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,10,DPi,Konica Minolta Acura ARX-05,Acura,Ricky Taylor,Filipe Albuquerque,,,,Konica Minolta Acura ARX-05 Acura DPi | DPi | 1.Ricky Taylor | 2.Filipe Albuquerque
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,12,GTD,VASSER SULLIVAN,Lexus RC F GT3,Frankie Montecalvo,Zach Veach,,,,VASSER SULLIVAN Lexus RC F GT3 | GTD | 1.Frankie Montecalvo | 2.Zach Veach
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,14,GTD,VASSER SULLIVAN,Lexus RC F GT3,Aaron Telitz,Jack Hawksworth,,,,VASSER SULLIVAN Lexus RC F GT3 | GTD | 1.Aaron Telitz | 2.Jack Hawksworth
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,16,GTD,Wright Motorsports,Porsche 911 GT3R,Trent Hindman,Patrick Long,,,,Wright Motorsports Porsche 911 GT3R | GTD | 1.Trent Hindman | 2.Patrick Long
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,19,GTD,GRT Grasser Racing Team,Lamborghini Huracan GT3,Misha Goikhberg,Franck Perera,,,,GRT Grasser Racing Team Lamborghini Huracan GT3 | GTD | 1.Misha Goikhberg | 2.Franck Perera
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,23,GTD,Heart Of Racing Team Aston,Martin Vantage GT3,Roman De Angelis,Ross Gunn,,,,Heart Of Racing Team Aston Martin Vantage GT3 | GTD | 1.Roman De Angelis | 2.Ross Gunn
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,26,GTD,O'Gara Motorsport / USRT,Mercedes-AMG GT3,Steven Aghakhani,Jacob Eidson,,,,O'Gara Motorsport / USRT Mercedes-AMG GT3 | GTD | 1.Steven Aghakhani | 2.Jacob Eidson
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,27,GTD,Heart of Racing Team Aston,Martin Vantage GT3,Ian James,Alex Riberas,,,,Heart of Racing Team Aston Martin Vantage GT3 | GTD | 1.Ian James | 2.Alex Riberas
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,31,DPi,Whelen Engineering Racing,Cadillac,Felipe Nasr,Pipo Derani,,,,Whelen Engineering Racing Cadillac DPi | DPi | 1.Felipe Nasr | 2.Pipo Derani
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,34,GTD,GMG Racing,Porsche 911 GT3R,Kyle Washington,James Sofronas,,,,GMG Racing Porsche 911 GT3R | GTD | 1.Kyle Washington | 2.James Sofronas
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,39,GTD,CarBahn with Peregrine Racing,Audi R8 LMS GT3,Richard Heistand,Jeff Westphal,,,,CarBahn with Peregrine Racing Audi R8 LMS GT3 | GTD | 1.Richard Heistand | 2.Jeff Westphal
2021,18_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2021-09-25,202109251405_Race,44,GTD,Magnus with Archangel,Acura NSX GT3,John Potter,Andy Lally,,,,Magnus with Archangel Acura NSX GT3 | GTD | 1.John Potter | 2.Andy Lally
