year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,1,GTD PRO,Paul Miller Racing,BMW M4 GT3 EVO,Neil Verhagen,Connor De Phillippi,,,,Paul Miller Racing BMW M4 GT3 EVO | GTDPRO | 1.Neil Verhagen | 2.Connor De Phillippi
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,2,LMP2,United Autosports USA,ORECA 07,Phil Fayer,Hunter McElrea,Mikkel Jensen,,,United Autosports USA ORECA LMP2 07 | LMP2 | 1.Phil Fayer 3.Mikkel Jensen | 2.Hunter McElrea
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,3,GTD PRO,Corvette Racing by Pratt Miller Chevrolet Motorsports,Corvette Z06 GT3.R,Antonio Garcia,Alexander Sims,,,,Corvette Racing by Pratt Miller Chevrolet Corvette Z06 GT3.R | Motorsports GTDPRO | 1.Antonio Garcia | 2.Alexander Sims | 8/2/2026 4:54 PM
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,04,LMP2,Crowdstrike Racing by APR,ORECA 07,George Kurtz,Alex Quinn,Toby Sowery,,,Crowdstrike Racing by APR ORECA LMP2 07 | LMP2 | 1.George Kurtz 3.Toby Sowery | 2.Alex Quinn
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,4,GTD PRO,Corvette Racing by Pratt Miller Chevrolet Motorsports,Corvette Z06 GT3.R,Tommy Milner,Nicky Catsburg,,,,Corvette Racing by Pratt Miller Chevrolet Corvette Z06 GT3.R | Motorsports GTDPRO | 1.Tommy Milner | 2.Nicky Catsburg
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,5,GTP,JDC-Miller MotorSports,Porsche 963,Tijmen van der Helm,Laurin Heinrich,Kaylen Frederick,,,JDC-Miller MotorSports Porsche 963 | GTP | 1.Tijmen van der Helm 3.Kaylen Frederick | 2.Laurin Heinrich
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,6,GTP,Porsche Penske Motorsport,Porsche 963,Laurens Vanthoor,Kevin Estre,,,,Porsche Penske Motorsport Porsche 963 | GTP | 1.Laurens Vanthoor | 2.Kevin Estre
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,7,GTP,Porsche Penske Motorsport,Porsche 963,Felipe Nasr,Julien Andlauer,,,,Porsche Penske Motorsport Porsche 963 | GTP | 1.Felipe Nasr | 2.Julien Andlauer
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,8,LMP2,Tower Motorsports,ORECA 07,John Farano,Sebastian Alvarez,Tristan Vautier,,,Tower Motorsports ORECA LMP2 07 | LMP2 | 1.John Farano 3.Tristan Vautier | 2.Sebastian Alvarez
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,9,GTD PRO,Pfaff Motorsports Lamborghini,Temerario GT3,Andrea Caldarelli,Sandy Mitchell,,,,Pfaff Motorsports Lamborghini Temerario GT3 | GTDPRO | 1.Andrea Caldarelli | 2.Sandy Mitchell
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,10,GTP,Cadillac Wayne Taylor Racing,Cadillac V-Series.R,Ricky Taylor,Filipe Albuquerque,,,,Cadillac Wayne Taylor Racing Cadillac V-Series.R | GTP | 1.Ricky Taylor | 2.Filipe Albuquerque
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,11,LMP2,TDS Racing,ORECA 07,Tobi Lutke,Mathias Beche,David Heinemeier Hansson,,,TDS Racing ORECA LMP2 07 | LMP2 | 1.Tobi Lutke 3.David Heinemeier Hansson | 2.Mathias Beche
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,12,GTD,Vasser Sullivan Racing,Lexus RC F GT3,Aaron Telitz,Benjamin Pedersen,Frankie Montecalvo,,,Vasser Sullivan Racing Lexus RC F GT3 | GTD | 1.Aaron Telitz 3.Frankie Montecalvo | 2.Benjamin Pedersen
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,13,GTD,Autosport Chevrolet,Corvette Z06 GT3.R,Orey Fidani,Matthew Bell,Lars Kern,,,13 Autosport Chevrolet Corvette Z06 GT3.R | GTD | 1.Orey Fidani 3.Lars Kern | 2.Matthew Bell | 8/2/2026 4:54 PM
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,14,GTD PRO,Vasser Sullivan Racing,Lexus RC F GT3,Jack Hawksworth,Ben Barnicoat,,,,Vasser Sullivan Racing Lexus RC F GT3 | GTDPRO | 1.Jack Hawksworth | 2.Ben Barnicoat
