year,event_code,event_name,track_slug,race_date,session_directory,sequence,flag,clock_time,session_elapsed,session_elapsed_ms,flag_time,flag_time_ms,cumulative_flag_time,cumulative_flag_time_ms,lap,source_report,source_page
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,1,- GREEN FLAG,10:40:44.710,-,,11:32.891,692891,11:32.891,692891,1,25_FlagsAnalysisWithRCMessages_Race.PDF,1
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,2,FULL COURSE YELLOW,10:52:17.601,11:32.891,692891,15:13.137,913137,15:13.137,913137,7,25_FlagsAnalysisWithRCMessages_Race.PDF,1
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,3,GREEN FLAG,11:07:30.738,26:46.028,1606028,7:59.551,479551,19:32.442,1172442,10,25_FlagsAnalysisWithRCMessages_Race.PDF,1
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,4,FULL COURSE YELLOW,11:15:30.289,34:45.579,2085579,21:09.370,1269370,36:22.507,2182507,15,25_FlagsAnalysisWithRCMessages_Race.PDF,1
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,5,GREEN FLAG,11:36:39.659,55:54.949,3354949,1:21:28.082,4888082,1:41:00.524,6060524,20,25_FlagsAnalysisWithRCMessages_Race.PDF,2
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,6,FULL COURSE YELLOW,12:58:07.741,2:17:23.031,8243031,21:24.468,1284468,57:46.975,3466975,62,25_FlagsAnalysisWithRCMessages_Race.PDF,3
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,7,GREEN FLAG,13:19:32.209,2:38:47.499,9527499,19:24.212,1164212,2:00:24.736,7224736,68,25_FlagsAnalysisWithRCMessages_Race.PDF,3
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,8,FULL COURSE YELLOW,13:38:56.421,2:58:11.711,10691711,20:45.332,1245332,1:18:32.307,4712307,79,25_FlagsAnalysisWithRCMessages_Race.PDF,4
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,9,GREEN FLAG,13:59:41.753,3:18:57.043,11937043,42:59.543,2579543,2:43:24.279,9804279,84,25_FlagsAnalysisWithRCMessages_Race.PDF,4
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,10,FULL COURSE YELLOW,14:42:41.296,4:01:56.586,14516586,20:58.771,1258771,1:39:31.078,5971078,107,25_FlagsAnalysisWithRCMessages_Race.PDF,5
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,11,GREEN FLAG,15:03:40.067,4:22:55.357,15775357,1:00.508,60508,2:44:24.787,9864787,112,25_FlagsAnalysisWithRCMessages_Race.PDF,5
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,12,FULL COURSE YELLOW,15:04:40.575,4:23:55.865,15835865,9:36.959,576959,1:49:08.037,6548037,113,25_FlagsAnalysisWithRCMessages_Race.PDF,5
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,13,GREEN FLAG,15:14:17.534,4:33:32.824,16412824,41:20.542,2480542,3:25:45.329,12345329,115,25_FlagsAnalysisWithRCMessages_Race.PDF,6
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,14,FULL COURSE YELLOW,15:55:38.076,5:14:53.366,18893366,18:04.669,1084669,2:07:12.706,7632706,137,25_FlagsAnalysisWithRCMessages_Race.PDF,6
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,15,GREEN FLAG,16:13:42.745,5:32:58.035,19978035,9:52.332,592332,3:35:37.661,12937661,141,25_FlagsAnalysisWithRCMessages_Race.PDF,7
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,16,FULL COURSE YELLOW,16:23:35.077,5:42:50.367,20570367,6:27.583,387583,2:13:40.289,8020289,147,25_FlagsAnalysisWithRCMessages_Race.PDF,7
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,17,GREEN FLAG,16:30:02.660,5:49:17.950,20957950,40.983,40983,3:36:18.644,12978644,148,25_FlagsAnalysisWithRCMessages_Race.PDF,7
2026,16_Road America,Road America,road-america,2026-08-02,202608021040_Race,18,FULL COURSE YELLOW,16:30:43.643,5:49:58.933,20998933,10:46.118,646118,2:24:26.407,8666407,149,25_FlagsAnalysisWithRCMessages_Race.PDF,7
