year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,54,GTD,CORE autosport,Porsche 911 GT3 R,Jonathan Bennett,Colin Braun,,,,CORE autosport Porsche 911 GT3 R | GTD | 1.Jonathan Bennett | 2.Colin Braun
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,55,DPi,Mazda Motorsports,Mazda P,Tristan Nunez,Jonathan Bomarito,,,,Mazda Motorsports Mazda DPi | P | 1.Tristan Nunez | 2.Jonathan Bomarito
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,57,GTD,Stevenson Motorsports,Audi R8 LMS GT3,Lawson Aschenbach,Andrew Davis,,,,Stevenson Motorsports Audi R8 LMS GT3 | GTD | 1.Lawson Aschenbach | 2.Andrew Davis
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,63,GTD,Scuderia Corsa,Ferrari 488 GT3,Christina Nielsen,Alessandro Balzan,,,,Scuderia Corsa Ferrari 488 GT3 | GTD | 1.Christina Nielsen | 2.Alessandro Balzan
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,66,GTLM,Ford Chip Ganassi Racing,Ford GT,Dirk Mueller,Joey Hand,,,,Ford Chip Ganassi Racing Ford GT | GTLM | 1.Dirk Mueller | 2.Joey Hand
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,67,GTLM,Ford Chip Ganassi Racing,Ford GT,Ryan Briscoe,Richard Westbrook,,,,Ford Chip Ganassi Racing Ford GT | GTLM | 1.Ryan Briscoe | 2.Richard Westbrook
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,70,DPi,Mazda Motorsports,Mazda P,Tom Long,Joel Miller,,,,Mazda Motorsports Mazda DPi | P | 1.Tom Long | 2.Joel Miller
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,73,GTD,Park Place Motorsports,Porsche 911 GT3 R,Patrick Lindsey,Joerg Bergmeister,,,,Park Place Motorsports Porsche 911 GT3 R | GTD | 1.Patrick Lindsey | 2.Joerg Bergmeister
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,75,GTD,SunEnergy1 Racing,Mercedes-AMG GT3,Boris Said,Tristan Vautier,,,,SunEnergy1 Racing Mercedes-AMG GT3 | GTD | 1.Boris Said | 2.Tristan Vautier
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,85,LMP2,JDC-Miller Motorsports,ORECA P,Stephen Simpson,Misha Goikhberg,,,,JDC-Miller Motorsports ORECA LMP2 | P | 1.Stephen Simpson | 2.Misha Goikhberg
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,86,GTD,Michael Shank Racing w/ Curb-Agajanian,Acura NSX GT3,Jeff Segal,Oswaldo Negri Jr.,,,,Michael Shank Racing w/ Acura NSX GT3 | Curb-Agajanian GTD | 1.Jeff Segal | 2.Oswaldo Negri Jr.
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,93,GTD,Michael Shank Racing w/ Curb-Agajanian,Acura NSX GT3,Andy Lally,Katherine Legge,,,,Michael Shank Racing w/ Acura NSX GT3 | Curb-Agajanian GTD | 1.Andy Lally | 2.Katherine Legge
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,96,GTD,Turner Motorsport,BMW M6 GT3,Bret Curtis,Jens Klingmann,,,,Turner Motorsport BMW M6 GT3 | GTD | 1.Bret Curtis | 2.Jens Klingmann | 08-Apr-17 4:54 PM
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,911,GTLM,Porsche GT Team,Porsche RSR,Patrick Pilet,Dirk Werner,,,,Porsche GT Team Porsche 911 RSR | GTLM | 1.Patrick Pilet | 2.Dirk Werner
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,912,GTLM,Porsche GT Team,Porsche 911 RSR,Kevin Estre,Laurens Vanthoor,,,,Porsche GT Team Porsche 911 RSR | GTLM | 1.Kevin Estre | 2.Laurens Vanthoor
2017,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2017-04-08,201704081305_Race,991,GTD,TRG,Porsche 911 GT3 R,Wolf Henzler,Jan Heylen,,,,TRG Porsche 911 GT3 R | GTD | 1.Wolf Henzler | 2.Jan Heylen
