year,event_code,event_name,track_slug,race_date,session_directory,position,class,car_number,team,vehicle,driver,fastest_lap_time,driver_lap_number,driver_total_laps,gap_to_fastest,interval,speed_mph,source_report,source_page
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,1,DPi,01,Cadillac Racing,Cadillac DPi,Sebastien Bourdais,1:10.317,16,40,,,100.755,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,2,DPi,31,Whelen Engineering Racing,Cadillac DPi,Pipo Derani,1:10.685,43,50,0.368,0.368,100.230,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,3,DPi,02,Cadillac Racing,Cadillac DPi,Earl Bamber,1:11.018,25,33,0.701,0.333,99.760,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,4,DPi,01,Cadillac Racing,Cadillac DPi,Renger van der Zande,1:11.056,33,33,0.739,0.038,99.707,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,5,DPi,5,JDC Miller MotorSports,Cadillac DPi,Richard Westbrook,1:11.062,26,33,0.745,0.006,99.698,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,6,DPi,60,Meyer Shank Racing W/Curb-Agajanian,Acura DPi,Oliver Jarvis,1:11.163,27,33,0.846,0.101,99.557,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,7,DPi,02,Cadillac Racing,Cadillac DPi,Alex Lynn,1:11.221,16,40,0.904,0.058,99.476,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,8,DPi,60,Meyer Shank Racing W/Curb-Agajanian,Acura DPi,Tom Blomqvist,1:11.355,6,40,1.038,0.134,99.289,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,9,DPi,10,Konica Minolta Acura ARX-05,Acura DPi,Filipe Albuquerque,1:11.376,16,43,1.059,0.021,99.260,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,10,DPi,31,Whelen Engineering Racing,Cadillac DPi,Tristan Nunez,1:11.398,8,23,1.081,0.022,99.229,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,11,DPi,5,JDC Miller MotorSports,Cadillac DPi,Tristan Vautier,1:11.541,6,40,1.224,0.143,99.031,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,12,DPi,10,Konica Minolta Acura ARX-05,Acura DPi,Ricky Taylor,1:11.878,26,30,1.561,0.337,98.567,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,13,GTDPRO,79,WeatherTech Racing,Mercedes-AMG GT3,Raffaele Marciello,1:18.617,5,42,8.300,6.739,90.117,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,14,GTD,70,inception racing,McLaren 720S GT3,Frederik Schandorff,1:18.642,11,43,8.325,0.025,90.089,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,15,GTDPRO,3,Corvette Racing,Chevrolet Corvette C8.R GTD,Antonio Garcia,1:18.807,8,40,8.490,0.165,89.900,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,16,GTD,27,Heart of Racing Team,Aston Martin Vantage GT3,Maxime Martin,1:18.843,3,19,8.526,0.036,89.859,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,17,GTDPRO,3,Corvette Racing,Chevrolet Corvette C8.R GTD,Jordan Taylor,1:18.923,5,29,8.606,0.080,89.768,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,18,GTDPRO,25,BMW M Team RLL,BMW M4 GT3,Connor De Phillippi,1:18.961,5,46,8.644,0.038,89.725,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,19,GTD,39,CarBahn with Peregrine Racing,Lamborghini Huracan GT3,Jeff Westphal,1:18.967,6,31,8.650,0.006,89.718,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,20,GTDPRO,25,BMW M Team RLL,BMW M4 GT3,John Edwards,1:18.989,15,23,8.672,0.022,89.693,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,21,GTDPRO,23,Heart of Racing Team,Aston Martin Vantage GT3,Alex Riberas,1:19.010,31,40,8.693,0.021,89.669,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,22,GTDPRO,23,Heart of Racing Team,Aston Martin Vantage GT3,Ross Gunn,1:19.024,4,29,8.707,0.014,89.653,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,23,GTD,66,Gradient Racing,Acura NSX GT3,Mario Farnbacher,1:19.048,5,42,8.731,0.024,89.626,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,24,GTD,12,VasserSullivan,Lexus RC F GT3,Aaron Telitz,1:19.062,4,42,8.745,0.014,89.610,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,25,GTDPRO,9,Pfaff Motorsports,Porsche 911 GT3R,Mathieu Jaminet,1:19.068,5,29,8.751,0.006,89.603,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,26,GTD,32,Team Korthoff Motorsports,Mercedes-AMG GT3,Stevan McAleer,1:19.200,13,41,8.883,0.132,89.454,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,27,GTDPRO,14,VasserSullivan,Lexus RC F GT3,Ben Barnicoat,1:19.206,8,40,8.889,0.006,89.447,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,28,GTD,1,Paul Miller Racing,BMW M4 GT3,Bryan Sellers,1:19.260,7,41,8.943,0.054,89.386,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,29,GTD,16,Wright Motorsports,Porsche 911 GT3R,Jan Heylen,1:19.274,12,42,8.957,0.014,89.371,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,30,GTD,96,Turner Motorsport,BMW M4 GT3,Bill Auberlen,1:19.330,12,43,9.013,0.056,89.307,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,31,GTDPRO,14,VasserSullivan,Lexus RC F GT3,Jack Hawksworth,1:19.513,13,29,9.196,0.183,89.102,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,32,GTD,1,Paul Miller Racing,BMW M4 GT3,Madison Snow,1:19.554,6,28,9.237,0.041,89.056,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,33,GTD,59,Crucial Motorsports,McLaren 720S GT3,Jon Miller,1:19.570,4,27,9.253,0.016,89.038,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,34,GTD,27,Heart of Racing Team,Aston Martin Vantage GT3,Roman De Angelis,1:19.590,5,29,9.273,0.020,89.016,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,35,GTD,51,Rick Ware Racing,Acura NSX GT3,Ryan Eversley,1:19.597,33,39,9.280,0.007,89.008,06_Fastest Lap By Driver_Race.PDF,1
2022,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2022-04-09,202204091405_Race,36,GTD,96,Turner Motorsport,BMW M4 GT3,Robby Foley,1:19.739,22,26,9.422,0.142,88.849,06_Fastest Lap By Driver_Race.PDF,1
