year,event_code,event_name,track_slug,race_date,session_directory,sequence,flag,clock_time,session_elapsed,session_elapsed_ms,flag_time,flag_time_ms,cumulative_flag_time,cumulative_flag_time_ms,lap,source_report,source_page
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,1,GREEN FLAG,13:40:28.229,-,,2:08:11.101,7691101,2:08:11.101,7691101,1,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,2,FULL COURSE YELLOW,15:48:39.330,2:08:11.101,7691101,22:55.339,1375339,22:55.339,1375339,76,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,3,GREEN FLAG,16:11:34.669,2:31:06.440,9066440,1:34:53.821,5693821,3:43:04.922,13384922,83,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,4,FULL COURSE YELLOW,17:46:28.490,4:06:00.261,14760261,22:05.275,1325275,45:00.614,2700614,140,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,5,GREEN FLAG,18:08:33.765,4:28:05.536,16085536,1:08:02.223,4082223,4:51:07.145,17467145,147,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,6,FULL COURSE YELLOW,19:16:35.988,5:36:07.759,20167759,20:37.343,1237343,1:05:37.957,3937957,188,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,7,GREEN FLAG,19:37:13.331,5:56:45.102,21405102,1:10:06.952,4206952,6:01:14.097,21674097,195,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,8,FULL COURSE YELLOW,20:47:20.283,7:06:52.054,25612054,23:11.708,1391708,1:28:49.665,5329665,237,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,9,GREEN FLAG,21:10:31.991,7:30:03.762,27003762,28.278,28278,6:01:42.375,21702375,245,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,10,FULL COURSE YELLOW,21:11:00.269,7:30:32.040,27032040,23:46.886,1426886,1:52:36.551,6756551,246,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,11,GREEN FLAG,21:34:47.155,7:54:18.926,28458926,1:41:04.956,6064956,7:42:47.331,27767331,253,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,12,FULL COURSE YELLOW,23:15:52.111,9:35:23.882,34523882,22:34.966,1354966,2:15:11.517,8111517,313,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,13,GREEN FLAG,23:38:27.077,9:57:58.848,35878848,18:33.770,1113770,8:01:21.101,28881101,320,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,14,FULL COURSE YELLOW,23:57:00.847,10:16:32.618,36992618,19:48.762,1188762,2:35:00.279,9300279,332,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,15,GREEN FLAG,00:16:49.609,10:36:21.380,38181380,1:28:04.365,5284365,9:29:25.466,34165466,338,25_FlagsAnalysis_Race.PDF,1
2025,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2025-01-25,202501251340_Race,16,FULL COURSE YELLOW,01:44:53.974,12:04:25.745,43465745,24:22.363,1462363,2:59:22.642,10762642,391,25_FlagsAnalysis_Race.PDF,1
