year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,28,GTD,Alegra Motorsports,Mercedes-AMG GT3,Daniel Morad,Michael de Quesada,,,,Alegra Motorsports Mercedes-AMG GT3 | GTD | 1.Daniel Morad | 2.Michael de Quesada
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,31,DPi,Whelen Engineering Racing,Cadillac,Felipe Nasr,Pipo Derani,,,,Whelen Engineering Racing Cadillac DPi | DPi | 1.Felipe Nasr | 2.Pipo Derani
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,32,GTD,Gilbert/Korthoff Motorsports,Mercedes-AMG GT3,Guy Cosmo,Shane lewis,,,,Gilbert/Korthoff Motorsports Mercedes-AMG GT3 | GTD | 1.Guy Cosmo | 2.Shane lewis
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,36,LMP3,Andretti Autosport,Ligier JS P320,Jarett Andretti,Oliver Askew,,,,Andretti Autosport Ligier JS P320 | LMP3 | 1.Jarett Andretti | 2.Oliver Askew
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,38,LMP3,Performance Tech Motorsports,Ligier JS P320,Mateo LLarena,Rasmus Lindh,,,,Performance Tech Motorsports Ligier JS P320 | LMP3 | 1.Mateo LLarena | 2.Rasmus Lindh
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,39,GTD,CarBahn with Peregrine Racing,Audi R8 LMS GT3,Richard Heistand,Jeff Westphal,,,,CarBahn with Peregrine Racing Audi R8 LMS GT3 | GTD | 1.Richard Heistand | 2.Jeff Westphal
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,52,LMP2,PR1 Mathiasen Motorsports,ORECA 07,Ben Keating,Mikkel Jensen,,,,PR1 Mathiasen Motorsports ORECA LMP2 07 | LMP2 | 1.Ben Keating | 2.Mikkel Jensen
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,54,LMP3,Core Autosport,Ligier JS P320,Jonathan Bennett,Colin Braun,,,,Core Autosport Ligier JS P320 | LMP3 | 1.Jonathan Bennett | 2.Colin Braun
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,55,DPi,Mazda Motorsports,Mazda,Oliver Jarvis,Harry Tincknell,,,,Mazda Motorsports Mazda DPi | DPi | 1.Oliver Jarvis | 2.Harry Tincknell
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,60,DPi,Meyer Shank Racing w/Curb-Agajanian,Acura,Dane Cameron,Olivier Pla,,,,Meyer Shank Racing Acura DPi | w/Curb-Agajanian DPi | 1.Dane Cameron | 2.Olivier Pla
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,66,GTD,Gradient Racing,Acura NSX GT3,Till Bechtolsheimer,Marc Miller,,,,Gradient Racing Acura NSX GT3 | GTD | 1.Till Bechtolsheimer | 2.Marc Miller
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,74,LMP3,Riley Motorsports,Ligier JS P320,Gar Robinson,Felipe Fraga,,,,Riley Motorsports Ligier JS P320 | LMP3 | 1.Gar Robinson | 2.Felipe Fraga
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,76,GTD,Compass Racing,Acura NSX GT3,Jeff Kingsley,Mario Farnbacher,,,,Compass Racing Acura NSX GT3 | GTD | 1.Jeff Kingsley | 2.Mario Farnbacher
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,79,GTLM,WeatherTech Racing,Porsche 911 RSR - 19,Cooper MacNeil,Matt Campbell,,,,WeatherTech Racing Porsche 911 RSR - 19 | GTLM | 1.Cooper MacNeil | 2.Matt Campbell
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,84,LMP3,Dawson Racing,Ligier JS P320,Theodor Olsen,Dom Cicero,,,,Dawson Racing Ligier JS P320 | LMP3 | 1.Theodor Olsen | 2.Dom Cicero
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,88,GTD,Team Hardpoint EBM,Porsche 911 GT3R,Rob Ferriol,Katherine Legge,,,,Team Hardpoint EBM Porsche 911 GT3R | GTD | 1.Rob Ferriol | 2.Katherine Legge
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,91,LMP3,Riley Motorsports,Ligier JS P320,Jim Cox,Dylan Murry,,,,Riley Motorsports Ligier JS P320 | LMP3 | 1.Jim Cox | 2.Dylan Murry
2021,13_WeatherTech 240 - WGI,WeatherTech 240 - WGI,weathertech-240-wgi,2021-07-02,202107021810_Race,96,GTD,Turner Motorsport,BMW M6 GT3,Bill Auberlen,Robby Foley,,,,Turner Motorsport BMW M6 GT3 | GTD | 1.Bill Auberlen | 2.Robby Foley
