year,event_code,event_name,track_slug,race_date,session_directory,car_number,car_metadata,stint_number,driver,start_time,end_time,segment_type,segment_time,cumulative_track_time,cumulative_driver_time,source_report,source_page,source_column
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,62,Risi Competizione | Ferrari 488 GTE GTLM,1,T. Vilander,15:06:11.268,15:37:22.841,TRACK,31:11.573,31:11.573,31:11.573,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,62,Risi Competizione | Ferrari 488 GTE GTLM,,T. Vilander,15:37:22.841,15:38:00.236,PIT,37.395,31:11.573,31:48.968,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,62,Risi Competizione | Ferrari 488 GTE GTLM,2,T. Vilander,15:38:00.236,16:40:32.577,TRACK,1:02:32.341,1:33:43.914,1:34:21.309,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,62,Risi Competizione | Ferrari 488 GTE GTLM,,,16:40:32.577,16:41:17.679,PIT,45.102,,,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,62,Risi Competizione | Ferrari 488 GTE GTLM,3,G. Fisichella,16:41:17.679,17:46:11.268,TRACK,1:04:53.589,1:04:53.589,1:04:53.589,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,63,Scuderia Corsa | Ferrari 488 GT3 GTD,1,C. Nielsen,15:06:11.268,15:38:37.630,TRACK,32:26.362,32:26.362,32:26.362,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,63,Scuderia Corsa | Ferrari 488 GT3 GTD,,C. Nielsen,15:38:37.630,15:39:22.829,PIT,45.199,32:26.362,33:11.561,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,63,Scuderia Corsa | Ferrari 488 GT3 GTD,2,C. Nielsen,15:39:22.829,15:50:42.965,TRACK,11:20.136,43:46.498,44:31.697,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,63,Scuderia Corsa | Ferrari 488 GT3 GTD,,C. Nielsen,15:50:42.965,15:52:52.998,PIT,2:10.033,43:46.498,46:41.730,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,63,Scuderia Corsa | Ferrari 488 GT3 GTD,3,C. Nielsen,15:52:52.998,15:53:49.743,TRACK,56.745,44:43.243,47:38.475,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,63,Scuderia Corsa | Ferrari 488 GT3 GTD,,C. Nielsen,15:53:49.743,15:54:39.641,PIT,49.898,44:43.243,48:28.373,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,63,Scuderia Corsa | Ferrari 488 GT3 GTD,4,C. Nielsen,15:54:39.641,15:57:49.121,TRACK,3:09.480,47:52.723,51:37.853,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,63,Scuderia Corsa | Ferrari 488 GT3 GTD,,C. Nielsen,15:57:49.121,15:58:07.298,PIT,18.177,47:52.723,51:56.030,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,63,Scuderia Corsa | Ferrari 488 GT3 GTD,5,C. Nielsen,15:58:07.298,16:45:41.116,TRACK,47:33.818,1:35:26.541,1:39:29.848,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,63,Scuderia Corsa | Ferrari 488 GT3 GTD,,,16:45:41.116,16:46:35.882,PIT,54.766,,,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,63,Scuderia Corsa | Ferrari 488 GT3 GTD,6,A. Balzan,16:46:35.882,17:46:11.268,TRACK,59:35.386,59:35.386,59:35.386,20_Drive Time.PDF,5,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,66,Ford Chip Ganassi Racing | Ford GT GTLM,1,J. Hand,15:06:11.268,15:37:24.200,TRACK,31:12.932,31:12.932,31:12.932,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,66,Ford Chip Ganassi Racing | Ford GT GTLM,,J. Hand,15:37:24.200,15:38:07.105,PIT,42.905,31:12.932,31:55.837,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,66,Ford Chip Ganassi Racing | Ford GT GTLM,2,J. Hand,15:38:07.105,16:40:39.735,TRACK,1:02:32.630,1:33:45.562,1:34:28.467,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,66,Ford Chip Ganassi Racing | Ford GT GTLM,,,16:40:39.735,16:41:24.556,PIT,44.821,,,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,66,Ford Chip Ganassi Racing | Ford GT GTLM,3,D. Mueller,16:41:24.556,17:46:11.268,TRACK,1:04:46.712,1:04:46.712,1:04:46.712,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,67,Ford Chip Ganassi Racing | Ford GT GTLM,1,R. Westbrook,15:06:11.268,15:37:26.101,TRACK,31:14.833,31:14.833,31:14.833,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,67,Ford Chip Ganassi Racing | Ford GT GTLM,,R. Westbrook,15:37:26.101,15:38:16.996,PIT,50.895,31:14.833,32:05.728,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,67,Ford Chip Ganassi Racing | Ford GT GTLM,2,R. Westbrook,15:38:16.996,16:40:36.546,TRACK,1:02:19.550,1:33:34.383,1:34:25.278,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,67,Ford Chip Ganassi Racing | Ford GT GTLM,,,16:40:36.546,16:41:22.364,PIT,45.818,,,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,67,Ford Chip Ganassi Racing | Ford GT GTLM,3,R. Briscoe,16:41:22.364,17:46:11.268,TRACK,1:04:48.904,1:04:48.904,1:04:48.904,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,73,Park Place Motorsports | Porsche 911 GT3 R GTD,1,P. Lindsey,15:06:11.268,15:38:39.494,TRACK,32:28.226,32:28.226,32:28.226,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,73,Park Place Motorsports | Porsche 911 GT3 R GTD,,P. Lindsey,15:38:39.494,15:39:22.332,PIT,42.838,32:28.226,33:11.064,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,73,Park Place Motorsports | Porsche 911 GT3 R GTD,2,P. Lindsey,15:39:22.332,16:34:53.497,TRACK,55:31.165,1:27:59.391,1:28:42.229,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,73,Park Place Motorsports | Porsche 911 GT3 R GTD,,,16:34:53.497,16:35:43.855,PIT,50.358,,,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,73,Park Place Motorsports | Porsche 911 GT3 R GTD,3,J. Bergmeister,16:35:43.855,16:42:01.566,TRACK,6:17.711,6:17.711,6:17.711,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,73,Park Place Motorsports | Porsche 911 GT3 R GTD,,J. Bergmeister,16:42:01.566,16:42:33.326,PIT,31.760,6:17.711,6:49.471,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,73,Park Place Motorsports | Porsche 911 GT3 R GTD,4,J. Bergmeister,16:42:33.326,17:18:38.823,TRACK,36:05.497,42:23.208,42:54.968,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,73,Park Place Motorsports | Porsche 911 GT3 R GTD,,J. Bergmeister,17:18:38.823,17:19:27.032,PIT,48.209,42:23.208,43:43.177,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,73,Park Place Motorsports | Porsche 911 GT3 R GTD,5,J. Bergmeister,17:19:27.032,17:46:11.268,TRACK,26:44.236,1:09:07.444,1:10:27.413,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,85,JDC-Miller Motorsports | ORECA FLM09 PC,1,M. Goikhberg,15:06:11.268,15:51:27.915,TRACK,45:16.647,45:16.647,45:16.647,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,85,JDC-Miller Motorsports | ORECA FLM09 PC,,M. Goikhberg,15:51:27.915,16:23:59.179,PIT,32:31.264,45:16.647,1:17:47.911,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,85,JDC-Miller Motorsports | ORECA FLM09 PC,2,M. Goikhberg,16:23:59.179,17:19:41.658,TRACK,55:42.479,1:40:59.126,2:13:30.390,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,85,JDC-Miller Motorsports | ORECA FLM09 PC,,,17:19:41.658,17:20:36.846,PIT,55.188,,,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,85,JDC-Miller Motorsports | ORECA FLM09 PC,3,S. Simpson,17:20:36.846,17:26:46.953,TRACK,6:10.107,6:10.107,6:10.107,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,85,JDC-Miller Motorsports | ORECA FLM09 PC,,S. Simpson,17:26:46.953,17:46:11.268,PIT,19:24.315,6:10.107,25:34.422,20_Drive Time.PDF,6,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,88,Starworks Motorsport | ORECA FLM09 PC,1,M. Kvamme,15:06:11.268,16:07:52.202,TRACK,1:01:40.934,1:01:40.934,1:01:40.934,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,88,Starworks Motorsport | ORECA FLM09 PC,,,16:07:52.202,16:08:50.177,PIT,57.975,,,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,88,Starworks Motorsport | ORECA FLM09 PC,2,R. Ruscitti,16:08:50.177,17:11:16.045,TRACK,1:02:25.868,1:02:25.868,1:02:25.868,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,88,Starworks Motorsport | ORECA FLM09 PC,,R. Ruscitti,17:11:16.045,17:12:12.884,PIT,56.839,1:02:25.868,1:03:22.707,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,88,Starworks Motorsport | ORECA FLM09 PC,3,R. Ruscitti,17:12:12.884,17:46:11.268,TRACK,33:58.384,1:36:24.252,1:37:21.091,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,96,Turner Motorsport | BMW M6 GT3 GTD,1,B. Curtis,15:06:11.268,15:38:38.897,TRACK,32:27.629,32:27.629,32:27.629,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,96,Turner Motorsport | BMW M6 GT3 GTD,,B. Curtis,15:38:38.897,15:39:18.003,PIT,39.106,32:27.629,33:06.735,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,96,Turner Motorsport | BMW M6 GT3 GTD,2,B. Curtis,15:39:18.003,15:57:47.589,TRACK,18:29.586,50:57.215,51:36.321,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,96,Turner Motorsport | BMW M6 GT3 GTD,,,15:57:47.589,15:58:32.402,PIT,44.813,,,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,96,Turner Motorsport | BMW M6 GT3 GTD,3,J. Klingmann,15:58:32.402,16:42:02.300,TRACK,43:29.898,43:29.898,43:29.898,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,96,Turner Motorsport | BMW M6 GT3 GTD,,J. Klingmann,16:42:02.300,16:43:07.345,PIT,1:05.045,43:29.898,44:34.943,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,96,Turner Motorsport | BMW M6 GT3 GTD,4,J. Klingmann,16:43:07.345,16:48:07.291,TRACK,4:59.946,48:29.844,49:34.889,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,96,Turner Motorsport | BMW M6 GT3 GTD,,J. Klingmann,16:48:07.291,16:48:25.579,PIT,18.288,48:29.844,49:53.177,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,96,Turner Motorsport | BMW M6 GT3 GTD,5,J. Klingmann,16:48:25.579,17:46:11.268,TRACK,57:45.689,1:46:15.533,1:47:38.866,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,97,Turner Motorsport | BMW M6 GT3 GTD,1,M. Marsal,15:06:11.268,15:38:41.115,TRACK,32:29.847,32:29.847,32:29.847,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,97,Turner Motorsport | BMW M6 GT3 GTD,,M. Marsal,15:38:41.115,15:39:19.297,PIT,38.182,32:29.847,33:08.029,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,97,Turner Motorsport | BMW M6 GT3 GTD,2,M. Marsal,15:39:19.297,15:58:44.736,TRACK,19:25.439,51:55.286,52:33.468,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,97,Turner Motorsport | BMW M6 GT3 GTD,,,15:58:44.736,15:59:32.973,PIT,48.237,,,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,97,Turner Motorsport | BMW M6 GT3 GTD,3,M. Palttala,15:59:32.973,16:41:59.872,TRACK,42:26.899,42:26.899,42:26.899,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,97,Turner Motorsport | BMW M6 GT3 GTD,,M. Palttala,16:41:59.872,16:42:43.582,PIT,43.710,42:26.899,43:10.609,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,97,Turner Motorsport | BMW M6 GT3 GTD,4,M. Palttala,16:42:43.582,17:46:11.268,TRACK,1:03:27.686,1:45:54.585,1:46:38.295,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,100,BMW Team RLL | BMW M6 GTLM GTLM,1,J. Edwards,15:06:11.268,15:10:41.619,TRACK,4:30.351,4:30.351,4:30.351,20_Drive Time.PDF,7,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,540,Black Swan Racing | Porsche 911 GT3 R GTD,,,15:06:11.268,15:09:06.892,PIT,2:55.624,,,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,540,Black Swan Racing | Porsche 911 GT3 R GTD,1,A. Pilgrim,15:09:06.892,15:22:49.314,TRACK,13:42.422,13:42.422,13:42.422,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,540,Black Swan Racing | Porsche 911 GT3 R GTD,,A. Pilgrim,15:22:49.314,15:23:07.874,PIT,18.560,13:42.422,14:00.982,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,540,Black Swan Racing | Porsche 911 GT3 R GTD,2,A. Pilgrim,15:23:07.874,15:38:48.967,TRACK,15:41.093,29:23.515,29:42.075,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,540,Black Swan Racing | Porsche 911 GT3 R GTD,,,15:38:48.967,15:39:55.602,PIT,1:06.635,,,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,540,Black Swan Racing | Porsche 911 GT3 R GTD,3,T. Pappas,15:39:55.602,16:45:40.444,TRACK,1:05:44.842,1:05:44.842,1:05:44.842,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,540,Black Swan Racing | Porsche 911 GT3 R GTD,,,16:45:40.444,16:46:52.883,PIT,1:12.439,,,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,540,Black Swan Racing | Porsche 911 GT3 R GTD,4,A. Pilgrim,16:46:52.883,17:46:11.268,TRACK,59:18.385,1:28:41.900,1:29:00.460,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,911,Porsche North America | Porsche 911 RSR GTLM,1,P. Pilet,15:06:11.268,15:37:31.191,TRACK,31:19.923,31:19.923,31:19.923,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,911,Porsche North America | Porsche 911 RSR GTLM,,P. Pilet,15:37:31.191,15:38:53.203,PIT,1:22.012,31:19.923,32:41.935,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,911,Porsche North America | Porsche 911 RSR GTLM,2,P. Pilet,15:38:53.203,15:53:09.873,TRACK,14:16.670,45:36.593,46:58.605,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,911,Porsche North America | Porsche 911 RSR GTLM,,P. Pilet,15:53:09.873,15:53:57.913,PIT,48.040,45:36.593,47:46.645,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,911,Porsche North America | Porsche 911 RSR GTLM,3,P. Pilet,15:53:57.913,15:59:29.111,TRACK,5:31.198,51:07.791,53:17.843,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,911,Porsche North America | Porsche 911 RSR GTLM,,P. Pilet,15:59:29.111,16:00:01.163,PIT,32.052,51:07.791,53:49.895,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,911,Porsche North America | Porsche 911 RSR GTLM,4,P. Pilet,16:00:01.163,16:40:39.155,TRACK,40:37.992,1:31:45.783,1:34:27.887,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,911,Porsche North America | Porsche 911 RSR GTLM,,,16:40:39.155,16:41:27.745,PIT,48.590,,,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,911,Porsche North America | Porsche 911 RSR GTLM,5,N. Tandy,16:41:27.745,17:46:11.268,TRACK,1:04:43.523,1:04:43.523,1:04:43.523,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,912,Porsche North America | Porsche 911 RSR GTLM,1,F. Makowiecki,15:06:11.268,15:37:25.417,TRACK,31:14.149,31:14.149,31:14.149,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,912,Porsche North America | Porsche 911 RSR GTLM,,,15:37:25.417,15:38:04.788,PIT,39.371,,,20_Drive Time.PDF,8,1
2016,13_Lime Rock,Lime Rock,lime-rock,2016-07-23,201607231505_Race,912,Porsche North America | Porsche 911 RSR GTLM,2,E. Bamber,15:38:04.788,16:33:52.529,TRACK,55:47.741,55:47.741,55:47.741,20_Drive Time.PDF,8,1
