year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,18,LMP2,Era Motorsport,ORECA 07,Dwight Merriman,Kyle Tilley,Ryan Dalziel,,,Era Motorsport ORECA LMP2 07 | LMP2 | 1.Dwight Merriman 3.Ryan Dalziel | 2.Kyle Tilley
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,19,GTD,GRT Grasser Racing Team,Lamborghini Huracan GT3,Misha Goikhberg,Franck Perera,Tim Zimmermann,,,GRT Grasser Racing Team Lamborghini Huracan GT3 | GTD | 1.Misha Goikhberg 3.Tim Zimmermann | 2.Franck Perera
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,22,LMP2,United Autosports,ORECA 07,James McGuire,Wayne Boyd,Guy Smith,,,United Autosports ORECA LMP2 07 | LMP2 | 1.James McGuire 3.Guy Smith | 2.Wayne Boyd
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,23,GTD,Heart Of Racing Team Aston,Martin Vantage GT3,Roman De Angelis,Ross Gunn,Ian James,,,Heart Of Racing Team Aston Martin Vantage GT3 | GTD | 1.Roman De Angelis 3.Ian James | 2.Ross Gunn
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,24,GTLM,BMW Team RLL,BMW M8 GTE,John Edwards,Jesse Krohn,Augusto Farfus,,,BMW Team RLL BMW M8 GTE | GTLM | 1.John Edwards 3.Augusto Farfus | 2.Jesse Krohn
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,25,GTLM,BMW Team RLL,BMW M8 GTE,Connor De Phillippi,Philipp Eng,Bruno Spengler,,,BMW Team RLL BMW M8 GTE | GTLM | 1.Connor De Phillippi 3.Bruno Spengler | 2.Philipp Eng
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,28,GTD,Alegra Motorsports,Mercedes-AMG GT3,Daniel Morad,Michael de Quesada,Billy Johnson,,,Alegra Motorsports Mercedes-AMG GT3 | GTD | 1.Daniel Morad 3.Billy Johnson | 2.Michael de Quesada
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,31,DPi,Whelen Engineering Racing,Cadillac,Felipe Nasr,Mike Conway,Pipo Derani,,,Whelen Engineering Racing Cadillac DPi | DPi | 1.Felipe Nasr 3.Pipo Derani | 2.Mike Conway
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,36,LMP3,Andretti Autosport,Ligier JS P320,Jarett Andretti,Oliver Askew,Marco Andretti,,,Andretti Autosport Ligier JS P320 | LMP3 | 1.Jarett Andretti 3.Marco Andretti | 2.Oliver Askew
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,38,LMP3,Performance Tech Motorsports,Ligier JS P320,Dan Goldburg,Mateo LLarena,Rasmus Lindh,,,Performance Tech Motorsports Ligier JS P320 | LMP3 | 1.Dan Goldburg 3.Rasmus Lindh | 2.Mateo LLarena
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,39,GTD,CarBahn with Peregrine Racing,Audi R8 LMS GT3,Richard Heistand,Jeff Westphal,Tyler McQuarrie,,,CarBahn with Peregrine Racing Audi R8 LMS GT3 | GTD | 1.Richard Heistand 3.Tyler McQuarrie | 2.Jeff Westphal
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,42,GTD,NTE Sport,Audi R8 LMS GT3,Don Yount,Jaden Conwright,Markus Palttala,,,NTE Sport Audi R8 LMS GT3 | GTD | 1.Don Yount 3.Markus Palttala | 2.Jaden Conwright
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,44,GTD,Magnus with Archangel,Acura NSX GT3,John Potter,Andy Lally,Spencer Pumpelly,,,Magnus with Archangel Acura NSX GT3 | GTD | 1.John Potter 3.Spencer Pumpelly | 2.Andy Lally
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,48,DPi,Ally Cadillac Racing,Cadillac,Jimmie Johnson,Kamui Kobayashi,Simon Pagenaud,,,Ally Cadillac Racing Cadillac DPi | DPi | 1.Jimmie Johnson 3.Simon Pagenaud | 2.Kamui Kobayashi
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,52,LMP2,PR1 Mathiasen Motorsports,ORECA 07,Ben Keating,Mikkel Jensen,Scott Huffaker,,,PR1 Mathiasen Motorsports ORECA LMP2 07 | LMP2 | 1.Ben Keating 3.Scott Huffaker | 2.Mikkel Jensen
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,54,LMP3,Core Autosport,Ligier JS P320,Jonathan Bennett,George Kurtz,Colin Braun,,,Core Autosport Ligier JS P320 | LMP3 | 1.Jonathan Bennett 3.Colin Braun | 2.George Kurtz
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,55,DPi,Mazda Motorsports,Mazda,Oliver Jarvis,Harry Tincknell,Jonathan Bomarito,,,Mazda Motorsports Mazda DPi | DPi | 1.Oliver Jarvis 3.Jonathan Bomarito | 2.Harry Tincknell
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,60,DPi,Meyer Shank Racing w/Curb-Agajanian,Acura,Dane Cameron,Olivier Pla,,,,Meyer Shank Racing Acura DPi | w/Curb-Agajanian DPi | 1.Dane Cameron | 2.Olivier Pla
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,74,LMP3,Riley Motorsports,Ligier JS P320,Gar Robinson,Felipe Fraga,Scott Andrews,,,Riley Motorsports Ligier JS P320 | LMP3 | 1.Gar Robinson 3.Scott Andrews | 2.Felipe Fraga
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,75,GTD,Sun Energy 1,Mercedes-AMG GT3,Maro Engel,Kenny Habul,Mikael Grenier,,,Sun Energy 1 Mercedes-AMG GT3 | GTD | 1.Maro Engel 3.Mikael Grenier | 2.Kenny Habul
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,79,GTLM,WeatherTech Racing,Porsche 911 RSR - 19,Cooper MacNeil,Mathieu Jaminet,Matt Campbell,,,WeatherTech Racing Porsche 911 RSR - 19 | GTLM | 1.Cooper MacNeil 3.Matt Campbell | 2.Mathieu Jaminet
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,84,LMP3,Dawson Racing,Ligier JS P320,Theodor Olsen,Dom Cicero,Ben Devlin,,,Dawson Racing Ligier JS P320 | LMP3 | 1.Theodor Olsen 3.Ben Devlin | 2.Dom Cicero
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,88,GTD,Team Hardpoint EBM,Porsche 911 GT3R,Andrew Davis,Rob Ferriol,Katherine Legge,,,Team Hardpoint EBM Porsche 911 GT3R | GTD | 1.Andrew Davis 3.Katherine Legge | 2.Rob Ferriol
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,91,LMP3,Riley Motorsports,Ligier JS P320,Jim Cox,Dylan Murry,Jeroen Bleekemolen,,,Riley Motorsports Ligier JS P320 | LMP3 | 1.Jim Cox 3.Jeroen Bleekemolen | 2.Dylan Murry
2021,12_6H - Watkins Glen International,6H - Watkins Glen International,6h-watkins-glen-international,2021-06-27,202106271040_Race,96,GTD,Turner Motorsport,BMW M6 GT3,Bill Auberlen,Robby Foley,Aidan Read,,,Turner Motorsport BMW M6 GT3 | GTD | 1.Bill Auberlen 3.Aidan Read | 2.Robby Foley
