year,event_code,event_name,track_slug,series_directory,session_directory,race_date,release_directory,release_hour,report_name,report_url,selected_for_parse,excluded_reason
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,21_IMSA WeatherTech SportsCar Championship,201606041240_Race,2016-06-04,,,20_PitStops_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/08_Belle%20Isle%20Street%20Circuit/21_IMSA%20WeatherTech%20SportsCar%20Championship/201606041240_Race/20_PitStops_Race.PDF,True,
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,21_IMSA WeatherTech SportsCar Championship,201606041240_Race,2016-06-04,,,23_Time Cards.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/08_Belle%20Isle%20Street%20Circuit/21_IMSA%20WeatherTech%20SportsCar%20Championship/201606041240_Race/23_Time%20Cards.PDF,True,
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,21_IMSA WeatherTech SportsCar Championship,201606041240_Race,2016-06-04,,,26_Weather.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/08_Belle%20Isle%20Street%20Circuit/21_IMSA%20WeatherTech%20SportsCar%20Championship/201606041240_Race/26_Weather.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,01_Grid_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/01_Grid_Race.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,01_Starting Grid.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/01_Starting%20Grid.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,03_Results.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/03_Results.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,05_Results by Class.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/05_Results%20by%20Class.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,05_Results by Fastest Lap.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/05_Results%20by%20Fastest%20Lap.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,07_ Driver Fastest Lap.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/07_%20Driver%20Fastest%20Lap.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,07_Driver Fastest Lap Overall by Class.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/07_Driver%20Fastest%20Lap%20Overall%20by%20Class.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,12_LapChart.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/12_LapChart.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,13_BestSectors_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/13_BestSectors_Race.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,15_EventMaxiumSpeed_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/15_EventMaxiumSpeed_Race.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,15_LeaderSequence_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/15_LeaderSequence_Race.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,16_Average Distance And Speed.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/16_Average%20Distance%20And%20Speed.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,17_FastestLapSequence_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/17_FastestLapSequence_Race.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,19_AnalysisByLap_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/19_AnalysisByLap_Race.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,20_Drive Time.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/20_Drive%20Time.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,20_PitStops_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/20_PitStops_Race.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,20_StintAnalysisLiveSummary_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/20_StintAnalysisLiveSummary_Race.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,23_Analysis_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/23_Analysis_Race.PDF,True,
2016,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,01_IMSA WeatherTech SportsCar Championship,201607101105_Race,2016-07-10,,,26_Weather.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/11_Canadian%20Tire%20Motorsport%20Park/01_IMSA%20WeatherTech%20SportsCar%20Championship/201607101105_Race/26_Weather.PDF,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,00_Post-Race MxM.pdf,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/00_Post-Race%20MxM.pdf,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,00_Pre-Race MxM.pdf,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/00_Pre-Race%20MxM.pdf,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,01_Side by Side Grid.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/01_Side%20by%20Side%20Grid.PDF,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,01_Starting Grid.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/01_Starting%20Grid.PDF,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,03_Results.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/03_Results.PDF,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,05_Results by Class.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/05_Results%20by%20Class.PDF,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,05_Results by Fastest Lap.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/05_Results%20by%20Fastest%20Lap.PDF,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,07_ Driver Fastest Lap.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/07_%20Driver%20Fastest%20Lap.PDF,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,07_Driver Fastest Lap Overall by Class.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/07_Driver%20Fastest%20Lap%20Overall%20by%20Class.PDF,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,12_LapChart.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/12_LapChart.PDF,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,13_BestSectors_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/13_BestSectors_Race.PDF,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,15_EventMaxiumSpeed_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/15_EventMaxiumSpeed_Race.PDF,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,15_LeaderSequence_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/15_LeaderSequence_Race.PDF,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,16_Average Distance And Speed.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/16_Average%20Distance%20And%20Speed.PDF,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,17_FastestLapSequence_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/17_FastestLapSequence_Race.PDF,True,
2016,19_Circuit of the Americas,Circuit of the Americas,circuit-of-the-americas,01_IMSA WeatherTech SportsCar Championship,201609171135_Race,2016-09-17,,,19_AnalysisByLap_Race.PDF,https://imsa.results.alkamelcloud.com/Results/16_2016/19_Circuit%20of%20the%20Americas/01_IMSA%20WeatherTech%20SportsCar%20Championship/201609171135_Race/19_AnalysisByLap_Race.PDF,True,
