year,event_code,event_name,track_slug,race_date,session_directory,position,class_position,car_number,class,category_marker,drivers,team,vehicle,laps,total_time,gap_to_leader,interval,status,best_lap_number,best_lap_time,best_lap_speed_mph,source_report,source_page
2023,08_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2023-04-15,202304151405_Race,1,1,6,GTP,,N. Tandy / M. Jaminet,Porsche Penske Motorsports,Porsche 963,78,1:42:08.126,-,,,27,1:11.990,98.413,03_Results_Race_Official.PDF,1
2023,08_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2023-04-15,202304151405_Race,2,2,25,GTP,,C. De Phillippi / N. Yelloly,BMW M Team RLL,BMW M Hybrid V8,78,1:42:09.029,0.903,0.903,,60,1:11.503,99.083,03_Results_Race_Official.PDF,1
2023,08_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2023-04-15,202304151405_Race,3,3,7,GTP,,M. Campbell / F. Nasr,Porsche Penske Motorsports,Porsche 963,78,1:42:11.030,2.904,2.001,,42,1:11.909,98.524,03_Results_Race_Official.PDF,1
2023,08_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2023-04-15,202304151405_Race,4,4,24,GTP,,P. Eng / A. Farfus,BMW M Team RLL,BMW M Hybrid V8,78,1:42:11.818,3.692,0.788,,42,1:11.863,98.587,03_Results_Race_Official.PDF,1
2023,08_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2023-04-15,202304151405_Race,5,5,31,GTP,,P. Derani / A. Sims,Whelen Engineering Cadillac Racing,Cadillac V-Series.R,78,1:43:04.277,56.151,52.459,,26,1:11.750,98.742,03_Results_Race_Official.PDF,1
2023,08_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2023-04-15,202304151405_Race,6,6,60,GTP,,T. Blomqvist / C. Braun,Meyer Shank Racing w/ Curb Agajanian,Acura ARX-06,77,1:42:20.204,1 Lap,1,,25,1:11.616,98.927,03_Results_Race_Official.PDF,1
2023,08_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2023-04-15,202304151405_Race,7,7,10,GTP,,R. Taylor / F. Albuquerque,Konica Minolta Acura ARX-06,Acura ARX-06,76,1:38:30.306,2 Laps,1,Not Running,57,1:11.808,98.663,03_Results_Race_Official.PDF,1
2023,08_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2023-04-15,202304151405_Race,8,1,14,,,J. Hawksworth / B. Barnicoat,Vasser Sullivan,Lexus RC F GT3,73,1:42:45.051,5 Laps,3,,46,1:19.025,89.652,03_Results_Race_Official.PDF,1
2023,08_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2023-04-15,202304151405_Race,9,2,3,,,A. Garcia / J. Taylor,Corvette Racing,Chevrolet Corvette C8.R GTD,73,1:42:47.836,5 Laps,2.785,,12,1:19.087,89.582,03_Results_Race_Official.PDF,1
2023,08_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2023-04-15,202304151405_Race,10,3,9,,,K. Bachler / P. Pilet,Pfaff Motorsports,Porsche 911 GT3 R (992),73,1:42:48.635,5 Laps,0.799,,20,1:18.900,89.794,03_Results_Race_Official.PDF,1
2023,08_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2023-04-15,202304151405_Race,11,1,1,GTD,,B. Sellers / M. Snow,Paul Miller Racing,BMW M4 GT3,73,1:42:55.747,5 Laps,7.112,,33,1:19.089,89.580,03_Results_Race_Official.PDF,1
2023,08_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2023-04-15,202304151405_Race,12,2,27,GTD,,R. De Angelis / M. Sorensen,Heart of Racing Team,Aston Martin Vantage GT3,73,1:43:00.215,5 Laps,4.468,,45,1:19.011,89.668,03_Results_Race_Official.PDF,1
2023,08_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2023-04-15,202304151405_Race,13,4,23,,,R. Gunn / A. Riberas,Heart of Racing Team,Aston Martin Vantage GT3,73,1:43:11.296,5 Laps,11.081,,13,1:18.984,89.699,03_Results_Race_Official.PDF,1
