year,event_code,event_name,track_slug,race_date,session_directory,car_number,car_metadata,stint_number,driver,start_time,end_time,segment_type,segment_time,cumulative_track_time,cumulative_driver_time,source_report,source_page,source_column
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,01,Cadillac Racing | Cadillac V-Series.R GTP,1,S. Bourdais,13:35:57,14:14:45,TRACK,38:48.238,38:48.238,38:48.238,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,01,Cadillac Racing | Cadillac V-Series.R GTP,,,14:14:45,14:15:50,PIT,1:05.309,,1:05.309,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,01,Cadillac Racing | Cadillac V-Series.R GTP,2,R. van der Zande,14:15:50,15:15:57,TRACK,1:00:06.453,1:00:06.453,1:00:06.453,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,5,Proton Competition Mustang Sampling | Porsche 963 GTP,1,M. Rockenfeller,13:35:57,14:25:55,TRACK,49:58.330,49:58.330,49:58.330,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,5,Proton Competition Mustang Sampling | Porsche 963 GTP,,,14:25:55,14:27:07,PIT,1:12.056,,1:12.056,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,5,Proton Competition Mustang Sampling | Porsche 963 GTP,2,G. Bruni,14:27:07,15:15:57,TRACK,48:49.614,48:49.614,48:49.614,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,6,Porsche Penske Motorsport | Porsche 963 GTP,1,N. Tandy,13:35:57,14:09:51,TRACK,33:54.559,33:54.559,33:54.559,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,6,Porsche Penske Motorsport | Porsche 963 GTP,,,14:09:51,14:10:54,PIT,1:03.269,,1:03.269,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,6,Porsche Penske Motorsport | Porsche 963 GTP,2,M. Jaminet,14:10:54,15:15:57,TRACK,1:05:02.172,1:05:02.172,1:05:02.172,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,7,Porsche Penske Motorsport | Porsche 963 GTP,1,D. Cameron,13:35:57,14:11:13,TRACK,35:16.184,35:16.184,35:16.184,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,7,Porsche Penske Motorsport | Porsche 963 GTP,,,14:11:13,14:12:17,PIT,1:04.085,,1:04.085,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,7,Porsche Penske Motorsport | Porsche 963 GTP,2,F. Nasr,14:12:17,15:15:57,TRACK,1:03:39.731,1:03:39.731,1:03:39.731,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,10,Wayne Taylor Racing with Andretti | Acura ARX-06 GTP,1,F. Albuquerque,13:35:57,14:11:12,TRACK,35:15.294,35:15.294,35:15.294,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,10,Wayne Taylor Racing with Andretti | Acura ARX-06 GTP,,,14:11:12,14:12:20,PIT,1:07.878,,1:07.878,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,10,Wayne Taylor Racing with Andretti | Acura ARX-06 GTP,2,R. Taylor,14:12:20,14:40:40,TRACK,28:20.341,28:20.341,28:20.341,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,10,Wayne Taylor Racing with Andretti | Acura ARX-06 GTP,,R. Taylor,14:40:40,14:41:22,PIT,41.856,28:20.341,29:02.197,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,10,Wayne Taylor Racing with Andretti | Acura ARX-06 GTP,3,R. Taylor,14:41:22,15:15:57,TRACK,34:34.631,1:02:54.972,1:03:36.828,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,12,VasserSullivan | Lexus RC F GT3 GTD,1,F. Montecalvo,13:35:57,13:40:21,TRACK,4:24.393,4:24.393,4:24.393,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,12,VasserSullivan | Lexus RC F GT3 GTD,,F. Montecalvo,13:40:21,13:41:04,PIT,42.532,4:24.393,5:06.925,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,12,VasserSullivan | Lexus RC F GT3 GTD,2,F. Montecalvo,13:41:04,14:15:13,TRACK,34:09.258,38:33.651,39:16.183,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,12,VasserSullivan | Lexus RC F GT3 GTD,,,14:15:13,14:16:19,PIT,1:05.892,,1:05.892,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,12,VasserSullivan | Lexus RC F GT3 GTD,3,J. Hawksworth,14:16:19,14:42:40,TRACK,26:21.376,26:21.376,26:21.376,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,12,VasserSullivan | Lexus RC F GT3 GTD,,J. Hawksworth,14:42:40,15:15:57,PIT,33:16.549,26:21.376,59:37.925,20_Drive Time_Race.PDF,1,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,13,AWA | Chevrolet Corvette Z06 GT3.R GTD,1,O. Fidani,13:35:57,14:13:59,TRACK,38:02.399,38:02.399,38:02.399,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,13,AWA | Chevrolet Corvette Z06 GT3.R GTD,,,14:13:59,14:15:14,PIT,1:14.928,,1:14.928,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,13,AWA | Chevrolet Corvette Z06 GT3.R GTD,2,M. Bell,14:15:14,15:15:57,TRACK,1:00:42.673,1:00:42.673,1:00:42.673,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,24,BMW M Team RLL | BMW M Hybrid V8 GTP,1,P. Eng,13:35:57,14:13:45,TRACK,37:48.154,37:48.154,37:48.154,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,24,BMW M Team RLL | BMW M Hybrid V8 GTP,,,14:13:45,14:14:51,PIT,1:06.157,,1:06.157,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,24,BMW M Team RLL | BMW M Hybrid V8 GTP,2,J. Krohn,14:14:51,15:15:57,TRACK,1:01:05.689,1:01:05.689,1:01:05.689,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,25,BMW M Team RLL | BMW M Hybrid V8 GTP,1,N. Yelloly,13:35:57,14:25:46,TRACK,49:49.609,49:49.609,49:49.609,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,25,BMW M Team RLL | BMW M Hybrid V8 GTP,,,14:25:46,14:26:54,PIT,1:07.666,,1:07.666,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,25,BMW M Team RLL | BMW M Hybrid V8 GTP,2,C. De Phillippi,14:26:54,14:55:45,TRACK,28:51.464,28:51.464,28:51.464,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,25,BMW M Team RLL | BMW M Hybrid V8 GTP,,C. De Phillippi,14:55:45,14:57:43,PIT,1:57.217,28:51.464,30:48.681,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,25,BMW M Team RLL | BMW M Hybrid V8 GTP,3,C. De Phillippi,14:57:43,15:11:33,TRACK,13:50.709,42:42.173,44:39.390,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,25,BMW M Team RLL | BMW M Hybrid V8 GTP,,C. De Phillippi,15:11:33,15:15:57,PIT,4:23.335,42:42.173,49:02.725,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,27,Heart of Racing Team | Aston Martin Vantage GT3 Evo GTD,1,R. De Angelis,13:35:57,14:14:48,TRACK,38:51.770,38:51.770,38:51.770,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,27,Heart of Racing Team | Aston Martin Vantage GT3 Evo GTD,,,14:14:48,14:15:55,PIT,1:07.059,,1:07.059,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,27,Heart of Racing Team | Aston Martin Vantage GT3 Evo GTD,2,S. Pumpelly,14:15:55,14:56:43,TRACK,40:47.656,40:47.656,40:47.656,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,27,Heart of Racing Team | Aston Martin Vantage GT3 Evo GTD,,S. Pumpelly,14:56:43,15:15:57,PIT,19:13.515,40:47.656,1:00:01.171,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,28,Flying Lizard Motorsports | Aston Martin Vantage GT3 Evo GTD,1,E. Sabo,13:35:57,14:14:24,TRACK,38:27.748,38:27.748,38:27.748,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,28,Flying Lizard Motorsports | Aston Martin Vantage GT3 Evo GTD,,,14:14:24,14:15:38,PIT,1:13.222,,1:13.222,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,28,Flying Lizard Motorsports | Aston Martin Vantage GT3 Evo GTD,2,A. Lee,14:15:38,15:15:57,TRACK,1:00:19.030,1:00:19.030,1:00:19.030,20_Drive Time_Race.PDF,1,2
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,31,Whelen Cadillac Racing | Cadillac V-Series.R GTP,1,P. Derani,13:35:57,14:13:31,TRACK,37:34.656,37:34.656,37:34.656,20_Drive Time_Race.PDF,2,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,31,Whelen Cadillac Racing | Cadillac V-Series.R GTP,,,14:13:31,14:14:36,PIT,1:04.915,,1:04.915,20_Drive Time_Race.PDF,2,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,31,Whelen Cadillac Racing | Cadillac V-Series.R GTP,2,J. Aitken,14:14:36,15:15:57,TRACK,1:01:20.429,1:01:20.429,1:01:20.429,20_Drive Time_Race.PDF,2,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,32,Korthoff/Preston Motorsports | Mercedes-AMG GT3 GTD,1,M. Grenier,13:35:57,14:16:15,TRACK,40:17.911,40:17.911,40:17.911,20_Drive Time_Race.PDF,2,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,32,Korthoff/Preston Motorsports | Mercedes-AMG GT3 GTD,,,14:16:15,14:17:22,PIT,1:07.089,,1:07.089,20_Drive Time_Race.PDF,2,1
2024,06_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2024-04-20,202404201335_Race,32,Korthoff/Preston Motorsports | Mercedes-AMG GT3 GTD,2,M. Skeen,14:17:22,15:15:57,TRACK,58:35.000,58:35.000,58:35.000,20_Drive Time_Race.PDF,2,1
