year,event_code,event_name,track_slug,race_date,session_directory,position,class,car_number,team,vehicle,driver,fastest_lap_time,driver_lap_number,driver_total_laps,gap_to_fastest,interval,speed_mph,source_report,source_page
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,1,GTLM,4,Corvette Racing,Chevrolet Corvette C7.R,Oliver Gavin,1:42.603,25,31,,,114.7,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,2,GTLM,66,Ford Chip Ganassi Racing,Ford GT,Dirk Mueller,1:42.771,24,61,0.168,0.168,114.5,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,3,GTLM,3,Corvette Racing,Chevrolet Corvette C7.R,Antonio Garcia,1:42.776,28,62,0.173,0.005,114.5,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,4,GTLM,62,Risi Competizione,Ferrari 488 GTE,Giancarlo Fisichella,1:42.940,48,59,0.337,0.164,114.3,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,5,GTLM,912,Porsche North America,Porsche 911 RSR,Earl Bamber,1:43.098,43,60,0.495,0.158,114.2,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,6,GTLM,66,Ford Chip Ganassi Racing,Ford GT,Joey Hand,1:43.123,29,29,0.520,0.025,114.1,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,7,GTLM,911,Porsche North America,Porsche 911 RSR,Patrick Pilet,1:43.171,52,61,0.568,0.048,114.0,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,8,GTLM,67,Ford Chip Ganassi Racing,Ford GT,Ryan Briscoe,1:43.172,24,60,0.569,0.001,114.0,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,9,GTLM,100,BMW Team RLL,BMW M6 GTLM,John Edwards,1:43.279,48,65,0.676,0.107,113.9,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,10,GTLM,4,Corvette Racing,Chevrolet Corvette C7.R,Tommy Milner,1:43.460,52,55,0.857,0.181,113.7,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,11,GTLM,62,Risi Competizione,Ferrari 488 GTE,Toni Vilander,1:43.494,25,31,0.891,0.034,113.7,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,12,GTLM,67,Ford Chip Ganassi Racing,Ford GT,Richard Westbrook,1:43.495,24,30,0.892,0.001,113.7,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,13,GTLM,25,BMW Team RLL,BMW M6 GTLM,Dirk Werner,1:43.561,55,59,0.958,0.066,113.6,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,14,GTLM,912,Porsche North America,Porsche 911 RSR,Frederic Makowiecki,1:43.581,29,30,0.978,0.020,113.6,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,15,GTLM,3,Corvette Racing,Chevrolet Corvette C7.R,Jan Magnussen,1:43.608,24,28,1.005,0.027,113.6,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,16,GTLM,25,BMW Team RLL,BMW M6 GTLM,Bill Auberlen,1:43.683,28,31,1.080,0.075,113.5,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,17,GTLM,100,BMW Team RLL,BMW M6 GTLM,Lucas Luhr,1:43.714,19,24,1.111,0.031,113.5,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,18,GTLM,911,Porsche North America,Porsche 911 RSR,Nick Tandy,1:43.887,29,29,1.284,0.173,113.3,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,19,GTD,16,Change Racing,Lamborghini Huracan GT3,Spencer Pumpelly,1:44.867,42,61,2.264,0.980,112.2,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,20,GTD,48,Paul Miller Racing,Lamborghini Huracan GT3,Madison Snow,1:45.030,55,56,2.427,0.163,112.0,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,21,GTD,33,Riley Motorsports,Dodge Viper GT3-R,Jeroen Bleekemolen,1:45.314,29,61,2.711,0.284,111.7,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,22,GTD,9,Stevenson Motorsports,Audi R8 LMS GT3,Lawson Aschenbach,1:45.423,54,62,2.820,0.109,111.6,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,23,GTD,27,Dream Racing Motorsport,Lamborghini Huracan GT3,Cedric Sbirrazzuoli,1:45.492,44,47,2.889,0.069,111.5,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,24,GTD,44,Magnus Racing,Audi R8 LMS GT3,Andy Lally,1:45.495,58,62,2.892,0.003,111.5,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,25,GTD,97,Turner Motorsport,BMW M6 GT3,Markus Palttala,1:45.551,27,61,2.948,0.056,111.5,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,26,GTD,23,Team Seattle / Alex Job Racing,Porsche 911 GT3 R,Alex Riberas,1:45.702,16,48,3.099,0.151,111.3,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,27,GTD,63,Scuderia Corsa,Ferrari 488 GT3,Alessandro Balzan,1:45.737,15,61,3.134,0.035,111.3,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,28,GTD,80,Lone Star Racing,Dodge Viper GT3-R,Mike Skeen,1:45.737,30,75,3.134,0.000,111.3,07_ Driver Fastest Lap.PDF,1
2016,16_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2016-08-28,201608281335_Race,29,GTD,27,Dream Racing Motorsport,Lamborghini Huracan GT3,Luca Persiani,1:45.811,16,28,3.208,0.074,111.2,07_ Driver Fastest Lap.PDF,1
