year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2017,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2017-01-28,201701281430_Race,2,DPi,Tequila Patron ESM,Nissan P,Scott Sharp,Ryan Dalziel,Luis Felipe Derani,,,Tequila Patron ESM Nissan DPi | P | 1.Scott Sharp 3.Luis Felipe Derani | 2.Ryan Dalziel
2017,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2017-01-28,201701281430_Race,3,GTLM,Corvette Racing,Chevrolet Corvette C7.R,Antonio Garcia,Jan Magnussen,Mike Rockenfeller,,,Corvette Racing Chevrolet Corvette C7.R | GTLM | 1.Antonio Garcia 3.Mike Rockenfeller | 2.Jan Magnussen
2017,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2017-01-28,201701281430_Race,4,GTLM,Corvette Racing,Chevrolet Corvette C7.R,Oliver Gavin,Tommy Milner,Marcel Fassler,,,Corvette Racing Chevrolet Corvette C7.R | GTLM | 1.Oliver Gavin 3.Marcel Fassler | 2.Tommy Milner
2017,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2017-01-28,201701281430_Race,5,DPi,Mustang Sampling Racing,Cadillac P,Joao Barbosa,Christian Fittipaldi,Filipe Albuquerque,,,Mustang Sampling Racing Cadillac DPi | P | 1.Joao Barbosa 3.Filipe Albuquerque | 2.Christian Fittipaldi
2017,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2017-01-28,201701281430_Race,8,PC,Starworks Motorsport,ORECA FLM09,Ben Keating,Robert Wickens,Chris Cumming,John Falb,Remo Ruscitti,Starworks Motorsport ORECA FLM09 | PC | 1.Ben Keating 3.Chris Cumming 5.Remo Ruscitti | 2.Robert Wickens 4.John Falb
2017,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2017-01-28,201701281430_Race,10,DPi,Konica Minolta Cadillac DPi-V.R,Cadillac P,Ricky Taylor,Jordan Taylor,Max Angelelli,Jeff Gordon,,Konica Minolta Cadillac DPi-V.R Cadillac DPi | P | 1.Ricky Taylor 3.Max Angelelli | 2.Jordan Taylor 4.Jeff Gordon
2017,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2017-01-28,201701281430_Race,11,GTD,GRT Grasser Racing Team,Lamborghini Huracan GT3,Christian Engelhart,Rolf Ineichen,Ezequiel Perez Companc,Mirko Bortolotti,,GRT Grasser Racing Team Lamborghini Huracan GT3 | GTD | 1.Christian Engelhart 3.Ezequiel Perez Companc | 2.Rolf Ineichen 4.Mirko Bortolotti
2017,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2017-01-28,201701281430_Race,13,P,Rebellion Racing,ORECA,Sebastien Buemi,Nick Heidfeld,Neel Jani,Stephane Sarrazin,,Rebellion Racing ORECA | P | 1.Sebastien Buemi 3.Neel Jani | 2.Nick Heidfeld 4.Stephane Sarrazin
2017,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2017-01-28,201701281430_Race,14,GTD,3GT Racing,Lexus RCF GT3,Scott Pruett,Sage Karam,Ian James,Gustavo Menezes,,3GT Racing Lexus RCF GT3 | GTD | 1.Scott Pruett 3.Ian James | 2.Sage Karam 4.Gustavo Menezes
2017,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2017-01-28,201701281430_Race,15,GTD,3GT Racing,Lexus RCF GT3,Jack Hawksworth,Robert Alon,Austin Cindric,Dominik Farnbacher,,3GT Racing Lexus RCF GT3 | GTD | 1.Jack Hawksworth 3.Austin Cindric | 2.Robert Alon 4.Dominik Farnbacher
