year,event_code,event_name,track_slug,race_date,session_directory,position,class_position,car_number,class,category_marker,drivers,team,vehicle,laps,total_time,gap_to_leader,interval,status,best_lap_number,best_lap_time,best_lap_speed_mph,source_report,source_page
2025,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2025-05-31,202505311640_Race,1,1,93,GTP,,N. Yelloly / R. van der Zande,Acura Meyer Shank Racing w/Curb Agajanian,Acura ARX-06,84,1:40:46.658,-,,,21,1:06.951,88.452,03_Results_Race_Official.PDF,1
2025,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2025-05-31,202505311640_Race,2,2,10,GTP,,F. Albuquerque / R. Taylor,Wayne Taylor Racing,Cadillac V-Series.R,84,1:40:47.605,0.947,0.947,,25,1:06.832,88.610,03_Results_Race_Official.PDF,1
2025,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2025-05-31,202505311640_Race,3,3,6,GTP,,M. Campbell / M. Jaminet,Porsche Penske Motorsport,Porsche 963,84,1:40:50.094,3.436,2.489,,26,1:06.719,88.760,03_Results_Race_Official.PDF,1
2025,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2025-05-31,202505311640_Race,4,4,7,GTP,,N. Tandy / F. Nasr,Porsche Penske Motorsport,Porsche 963,84,1:40:50.775,4.117,0.681,,26,1:06.641,88.864,03_Results_Race_Official.PDF,1
2025,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2025-05-31,202505311640_Race,5,5,24,GTP,,D. Vanthoor / P. Eng,BMW M Team RLL,BMW M Hybrid V8,84,1:40:53.733,7.075,2.958,,26,1:06.804,88.647,03_Results_Race_Official.PDF,1
2025,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2025-05-31,202505311640_Race,6,6,60,GTP,,C. Braun / T. Blomqvist,Acura Meyer Shank Racing w/Curb Agajanian,Acura ARX-06,84,1:40:56.690,10.032,2.957,,48,1:07.368,87.905,03_Results_Race_Official.PDF,1
2025,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2025-05-31,202505311640_Race,7,7,25,GTP,,S. van der Linde / M. Wittmann,BMW M Team RLL,BMW M Hybrid V8,84,1:41:12.943,26.285,16.253,,25,1:07.014,88.369,03_Results_Race_Official.PDF,1
2025,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2025-05-31,202505311640_Race,8,8,23,GTP,,R. De Angelis / R. Gunn,ASTON MARTIN THOR Team,Aston Martin Valkyrie,84,1:41:16.319,29.661,3.376,,47,1:07.945,87.158,03_Results_Race_Official.PDF,1
2025,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2025-05-31,202505311640_Race,9,9,40,GTP,,L. Deletraz / J. Taylor,Wayne Taylor Racing,Cadillac V-Series.R,84,1:41:36.268,49.610,19.949,,79,1:07.418,87.840,03_Results_Race_Official.PDF,1
2025,11_Detroit Street Course,Detroit Street Course,detroit-street-course,2025-05-31,202505311640_Race,10,10,31,GTP,,E. Bamber / J. Aitken,Cadillac Whelen,Cadillac V-Series.R,83,1:40:59.634,1 Lap,1,,76,1:06.715,88.765,03_Results_Race_Official.PDF,1
