year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,1,GTD PRO,Paul Miller Racing,BMW M4 GT3 EVO,Madison Snow,Neil Verhagen,Connor De Phillippi,,,Paul Miller Racing BMW M4 GT3 EVO | GTDPRO | 1.Madison Snow 3.Connor De Phillippi | 2.Neil Verhagen
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,2,LMP2,United Autosports USA,ORECA 07,Nick Boulle,Juan Correa,Ben Hanley,,,United Autosports USA ORECA LMP2 07 | LMP2 | 1.Nick Boulle 3.Ben Hanley | 2.Juan Correa
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,3,GTD PRO,Corvette Racing by Pratt Miller Chevrolet Motorsports,Corvette Z06 GT3.R,Antonio Garcia,Alexander Sims,,,,Corvette Racing by Pratt Miller Chevrolet Corvette Z06 GT3.R | Motorsports GTDPRO | 1.Antonio Garcia | 2.Alexander Sims
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,04,LMP2,Crowdstrike Racing by APR,ORECA 07,George Kurtz,Malthe Jakobsen,Toby Sowery,,,Crowdstrike Racing by APR ORECA LMP2 07 | LMP2 | 1.George Kurtz 3.Toby Sowery | 2.Malthe Jakobsen
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,4,GTD PRO,Corvette Racing by Pratt Miller Chevrolet Motorsports,Corvette Z06 GT3.R,Tommy Milner,Nicky Catsburg,,,,Corvette Racing by Pratt Miller Chevrolet Corvette Z06 GT3.R | Motorsports GTDPRO | 1.Tommy Milner | 2.Nicky Catsburg
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,5,GTP,Proton Competition,Porsche 963,Neel Jani,Nico Varrone,Nico Pino,,,Proton Competition Porsche 963 | GTP | 1.Neel Jani 3.Nico Pino | 2.Nico Varrone
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,6,GTP,Porsche Penske Motorsport,Porsche 963,Mathieu Jaminet,Matt Campbell,,,,Porsche Penske Motorsport Porsche 963 | GTP | 1.Mathieu Jaminet | 2.Matt Campbell
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,7,GTP,Porsche Penske Motorsport,Porsche 963,Felipe Nasr,Nick Tandy,,,,Porsche Penske Motorsport Porsche 963 | GTP | 1.Felipe Nasr | 2.Nick Tandy
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,8,LMP2,Tower Motorsports,ORECA 07,John Farano,Sebastian Alvarez,Sebastien Bourdais,,,Tower Motorsports ORECA LMP2 07 | LMP2 | 1.John Farano 3.Sebastien Bourdais | 2.Sebastian Alvarez
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,9,GTD PRO,Pfaff Motorsports Lamborghini,Huracan GT3 EVO2,Andrea Caldarelli,Sandy Mitchell,,,,Pfaff Motorsports Lamborghini Huracan GT3 EVO2 | GTDPRO | 1.Andrea Caldarelli | 2.Sandy Mitchell
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,10,GTP,Wayne Taylor Racing,Cadillac V-Series.R,Ricky Taylor,Filipe Albuquerque,,,,Wayne Taylor Racing Cadillac V-Series.R | GTP | 1.Ricky Taylor | 2.Filipe Albuquerque
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,11,LMP2,TDS RACING,ORECA 07,Steven Thomas,Mikkel Jensen,Hunter McElrea,,,TDS RACING ORECA LMP2 07 | LMP2 | 1.Steven Thomas 3.Hunter McElrea | 2.Mikkel Jensen
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,12,GTD,Vasser Sullivan Racing,Lexus RC F GT3,Jack Hawksworth,Parker Thompson,Frankie Montecalvo,,,Vasser Sullivan Racing Lexus RC F GT3 | GTD | 1.Jack Hawksworth 3.Frankie Montecalvo | 2.Parker Thompson
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,13,GTD,AWA Chevrolet,Corvette Z06 GT3.R,Lars Kern,Matthew Bell,Orey Fidani,,,AWA Chevrolet Corvette Z06 GT3.R | GTD | 1.Lars Kern 3.Orey Fidani | 2.Matthew Bell
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,14,GTD PRO,Vasser Sullivan Racing,Lexus RC F GT3,Ben Barnicoat,Aaron Telitz,,,,Vasser Sullivan Racing Lexus RC F GT3 | GTDPRO | 1.Ben Barnicoat | 2.Aaron Telitz
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,18,LMP2,Era Motorsport,ORECA 07,David Heinemeier Hansson,Tobi Lutke,Paul-Loup Chatin,,,Era Motorsport ORECA LMP2 07 | LMP2 | 1.David Heinemeier Hansson 3.Paul-Loup Chatin | 2.Tobi Lutke | Page 18 / 71
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,19,GTD,van der Steur Racing Aston Martin,Vantage GT3 Evo,Valentin Hasse-Clot,Anthony McIntosh,Rory van der Steur,,,van der Steur Racing Aston Martin Vantage GT3 Evo | GTD | 1.Valentin Hasse-Clot 3.Rory van der Steur | 2.Anthony McIntosh
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,021,GTD,Triarsi Competizione,Ferrari 296 GT3,Alessandro Balzan,Jason Hart,AJ Muss,,,Triarsi Competizione Ferrari 296 GT3 | GTD | 1.Alessandro Balzan 3.AJ Muss | 2.Jason Hart
2025,14_Watkins Glen International,Watkins Glen International,watkins-glen-international,2025-06-22,202506221210_Race,21,GTD,Af Corse,Ferrari 296 GT3,Simon Mann,Lilou Wadoux Ducellier,Alessandro Pier Guidi,,,Af Corse Ferrari 296 GT3 | GTD | 1.Simon Mann 3.Alessandro Pier Guidi | 2.Lilou Wadoux Ducellier
