year,event_code,event_name,track_slug,race_date,session_directory,position,class_position,car_number,class,category_marker,drivers,team,vehicle,laps,total_time,gap_to_leader,interval,status,best_lap_number,best_lap_time,best_lap_speed_mph,source_report,source_page
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,1,1,3,,,A. Garcia / J. Taylor,Corvette Racing,Chevrolet Corvette C8.R GTD,81,2:41:28.719,-,,,28,1:45.010,112.103,03_Results_Race_Official.PDF,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,2,2,14,,,J. Hawksworth / B. Barnicoat,Vasser Sullivan,Lexus RC F GT3,81,2:41:30.787,2.068,2.068,,51,1:44.916,112.203,03_Results_Race_Official.PDF,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,3,1,1,GTD,,B. Sellers / M. Snow,Paul Miller Racing,BMW M4 GT3,81,2:41:45.980,17.261,15.193,,50,1:45.563,111.516,03_Results_Race_Official.PDF,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,4,2,96,GTD,,P. Gallagher / R. Foley,Turner Motorsport,BMW M4 GT3,81,2:41:58.167,29.448,12.187,,49,1:45.365,111.725,03_Results_Race_Official.PDF,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,5,3,57,GTD,,R. Ward / P. Ellis,Winward Racing,Mercedes-AMG GT3,81,2:42:01.942,33.223,3.775,,52,1:45.905,111.155,03_Results_Race_Official.PDF,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,6,4,97,GTD,,B. Auberlen / C. Hull,Turner Motorsport,BMW M4 GT3,81,2:42:07.065,38.346,5.123,,50,1:45.637,111.437,03_Results_Race_Official.PDF,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,7,5,12,GTD,,F. Montecalvo / A. Telitz,Vasser Sullivan,Lexus RC F GT3,81,2:42:11.792,43.073,4.727,,52,1:46.185,110.862,03_Results_Race_Official.PDF,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,8,6,80,GTD,,P. Hyett / S. Priaulx,AO Racing,Porsche 911 GT3 R (992),81,2:42:13.294,44.575,1.502,,27,1:45.896,111.165,03_Results_Race_Official.PDF,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,9,7,70,GTD,,B. Iribe / F. Schandorff,Inception Racing,McLaren 720S GT3 EVO,81,2:42:16.863,48.144,3.569,,52,1:45.592,111.485,03_Results_Race_Official.PDF,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,10,8,91,GTD,,A. Metni / K. van Berlo,Kellymoss with Riley,Porsche 911 GT3 R (992),81,2:42:19.537,50.818,2.674,,26,1:45.951,111.107,03_Results_Race_Official.PDF,1
