year,event_code,event_name,track_slug,race_date,session_directory,car_number,car_metadata,stint_number,driver,start_time,end_time,segment_type,segment_time,cumulative_track_time,cumulative_driver_time,source_report,source_page,source_column
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,1,Paul Miller Racing | BMW M4 GT3 GTD,1,M. Snow,14:10:38,14:56:53,TRACK,46:14.543,46:14.543,46:14.543,20_Drive Time_Race.PDF,1,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,1,Paul Miller Racing | BMW M4 GT3 GTD,,,14:56:53,14:57:41,PIT,48.384,,48.384,20_Drive Time_Race.PDF,1,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,1,Paul Miller Racing | BMW M4 GT3 GTD,2,B. Sellers,14:57:41,15:49:20,TRACK,51:38.387,51:38.387,51:38.387,20_Drive Time_Race.PDF,1,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,1,Paul Miller Racing | BMW M4 GT3 GTD,,,15:49:20,15:50:11,PIT,51.855,,1:40.239,20_Drive Time_Race.PDF,1,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,1,Paul Miller Racing | BMW M4 GT3 GTD,3,M. Snow,15:50:11,16:50:38,TRACK,1:00:26.831,1:46:41.374,1:46:41.374,20_Drive Time_Race.PDF,1,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTD GTDPRO,1,A. Garcia,14:10:38,15:03:59,TRACK,53:20.597,53:20.597,53:20.597,20_Drive Time_Race.PDF,1,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTD GTDPRO,,,15:03:59,15:04:52,PIT,53.298,,53.298,20_Drive Time_Race.PDF,1,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTD GTDPRO,2,J. Taylor,15:04:52,15:50:59,TRACK,46:06.853,46:06.853,46:06.853,20_Drive Time_Race.PDF,1,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTD GTDPRO,,J. Taylor,15:50:59,15:51:50,PIT,50.691,46:06.853,46:57.544,20_Drive Time_Race.PDF,1,1
2023,18_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2023-08-27,202308271410_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTD GTDPRO,3,J. Taylor,15:51:50,16:50:38,TRACK,58:48.561,1:44:55.414,1:45:46.105,20_Drive Time_Race.PDF,1,1
