year,event_code,event_name,track_slug,race_date,session_directory,car_number,car_metadata,profile,driver,total_track_time,total_pit_time,total_time,status,source_report,source_page,source_column
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,85,JDC-Miller Motorsports ORECA,SEBRING P GTLM,Chris Miller 3:39:16.327,2:24.154,3:41:40.481,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,85,JDC-Miller Motorsports ORECA,SEBRING P GTLM,Stephen Simpson 4:06:50.377,5:31.296,4:12:21.673,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,85,JDC-Miller Motorsports ORECA,SEBRING P GTLM,Misha Goikhberg 3:50:01.348,3:14.641,3:53:15.989,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,86,Michael Shank Racing w/ Curb-Agajanian Acura NSX GT3 GTD,SEBRING PC GTD,Jeff Segal 4:08:41.561,4:55.181,4:13:36.742,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,86,Michael Shank Racing w/ Curb-Agajanian Acura NSX GT3 GTD,SEBRING PC GTD,Oswaldo Negri Jr. 3:31:58.160,3:26.461,3:35:24.621,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,86,Michael Shank Racing w/ Curb-Agajanian Acura NSX GT3 GTD,SEBRING PC GTD,Tom Dyer 4:01:28.257,3:31.820,4:05:00.077,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,90,VisitFlorida Racing Multimatic/Riley,SEBRING P GTLM,Marc Goossens 2:53:39.411,54:30.909,3:48:10.320,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,90,VisitFlorida Racing Multimatic/Riley,SEBRING P GTLM,Renger Van Der Zande 3:09:40.705,7:39.379,3:17:20.084,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,90,VisitFlorida Racing Multimatic/Riley,SEBRING P GTLM,Rene Rast 1:52:42.942,2:01:08.630,3:53:51.572,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,93,Michael Shank Racing w/ Curb-Agajanian Acura NSX GT3 GTD,SEBRING PC GTD,Andy Lally 3:47:49.655,2:55.162,3:50:44.817,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,93,Michael Shank Racing w/ Curb-Agajanian Acura NSX GT3 GTD,SEBRING PC GTD,Katherine Legge 3:53:08.854,17:00.745,4:10:09.599,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,93,Michael Shank Racing w/ Curb-Agajanian Acura NSX GT3 GTD,SEBRING PC GTD,Mark Wilkins 3:45:23.972,6:21.928,3:51:45.900,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,96,Turner Motorsport BMW M6 GT3 GTD,SEBRING PC GTD,Justin Marks 3:40:45.568,2:31.742,3:43:17.310,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,96,Turner Motorsport BMW M6 GT3 GTD,SEBRING PC GTD,Jens Klingmann 1:15:02.178,3:01:43.781,4:16:45.959,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,96,Turner Motorsport BMW M6 GT3 GTD,SEBRING PC GTD,Jesse Krohn 3:13:20.465,9:51.975,3:23:12.440,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,911,Porsche GT Team Porsche 911 RSR GTLM,SEBRING P GTLM,Patrick Pilet 3:17:15.638,3:26.273,3:20:41.911,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,911,Porsche GT Team Porsche 911 RSR GTLM,SEBRING P GTLM,Dirk Werner 3:49:16.984,2:09.563,3:51:26.547,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,911,Porsche GT Team Porsche 911 RSR GTLM,SEBRING P GTLM,Frederic Makowiecki 4:39:16.912,3:06.408,4:42:23.320,,,20_Drive Time.PDF,3,1
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,912,Porsche GT Team P Porsche 911 RSR GTLM,SEBRING P GTLM,Kevin Estre 3:58:22.592,2:01.291,4:00:23.883,,,20_Drive Time.PDF,3,2
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,912,Porsche GT Team P Porsche 911 RSR GTLM,SEBRING P GTLM,Laurens Vanthoor 3:20:19.895,2:06.236,3:22:26.131,,,20_Drive Time.PDF,3,2
2017,05_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2017-03-18,201703181040_Race,912,Porsche GT Team P Porsche 911 RSR GTLM,SEBRING P GTLM,Richard Lietz 4:20:40.079,10:02.123,4:30:42.202,,,20_Drive Time.PDF,3,2
