year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2019,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2019-08-25,201908251335_Race,3,GTLM,Corvette Racing,Chevrolet Corvette C7.R,Jan Magnussen,Antonio Garcia,,,,Corvette Racing Chevrolet Corvette C7.R | GTLM | 1.Jan Magnussen | 2.Antonio Garcia
2019,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2019-08-25,201908251335_Race,4,GTLM,Corvette Racing,Chevrolet Corvette C7.R,Oliver Gavin,Tommy Milner,,,,Corvette Racing Chevrolet Corvette C7.R | GTLM | 1.Oliver Gavin | 2.Tommy Milner
2019,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2019-08-25,201908251335_Race,9,GTD,Pfaff Motorsports,Porsche 911 GT3 R,Scott Hargrove,Zacharie Robichon,,,,Pfaff Motorsports Porsche 911 GT3 R | GTD | 1.Scott Hargrove | 2.Zacharie Robichon
2019,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2019-08-25,201908251335_Race,12,GTD,AIM Vasser Sullivan,Lexus RC F GT3,Frank Montecalvo,Townsend Bell,,,,AIM Vasser Sullivan Lexus RC F GT3 | GTD | 1.Frank Montecalvo | 2.Townsend Bell
2019,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2019-08-25,201908251335_Race,14,GTD,AIM Vasser Sullivan,Lexus RC F GT3,Richard Heistand,Jack Hawksworth,,,,AIM Vasser Sullivan Lexus RC F GT3 | GTD | 1.Richard Heistand | 2.Jack Hawksworth
2019,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2019-08-25,201908251335_Race,24,GTLM,BMW Team RLL,BMW M8 GTE,Jesse Krohn,John Edwards,,,,BMW Team RLL BMW M8 GTE | GTLM | 1.Jesse Krohn | 2.John Edwards
2019,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2019-08-25,201908251335_Race,25,GTLM,BMW Team RLL,BMW M8 GTE,Tom Blomqvist,Connor De Phillippi,,,,BMW Team RLL BMW M8 GTE | GTLM | 1.Tom Blomqvist | 2.Connor De Phillippi
2019,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2019-08-25,201908251335_Race,33,GTD,Riley Motorsports - Team AMG,Mercedes-AMG GT3,Ben Keating,Jeroen Bleekemolen,,,,Riley Motorsports - Team AMG Mercedes-AMG GT3 | GTD | 1.Ben Keating | 2.Jeroen Bleekemolen
2019,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2019-08-25,201908251335_Race,44,GTD,Magnus Racing,Lamborghini Huracan GT3,John Potter,Andy Lally,,,,Magnus Racing Lamborghini Huracan GT3 | GTD | 1.John Potter | 2.Andy Lally | Page 6 / 16
2019,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2019-08-25,201908251335_Race,48,GTD,Paul Miller Racing,Lamborghini Huracan GT3,Bryan Sellers,Corey Lewis,,,,Paul Miller Racing Lamborghini Huracan GT3 | GTD | 1.Bryan Sellers | 2.Corey Lewis
