year,event_code,event_name,track_slug,race_date,session_directory,position,class_position,car_number,class,category_marker,drivers,team,vehicle,laps,total_time,gap_to_leader,interval,status,best_lap_number,best_lap_time,best_lap_speed_mph,source_report,source_page
2025,10_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2025-05-11,202505111210_Race,1,1,6,GTP,,M. Campbell / M. Jaminet,Porsche Penske Motorsport,Porsche 963,124,2:40:27.070,-,,,46,1:14.637,107.946,03_Results_Race_Official.PDF,1
2025,10_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2025-05-11,202505111210_Race,2,2,7,GTP,,N. Tandy / F. Nasr,Porsche Penske Motorsport,Porsche 963,124,2:40:28.762,1.692,1.692,,57,1:15.195,107.145,03_Results_Race_Official.PDF,1
2025,10_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2025-05-11,202505111210_Race,3,3,24,GTP,,D. Vanthoor / P. Eng,BMW M Team RLL,BMW M Hybrid V8,124,2:41:00.478,33.408,31.716,,90,1:14.809,107.698,03_Results_Race_Official.PDF,1
2025,10_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2025-05-11,202505111210_Race,4,4,25,GTP,,S. van der Linde / M. Wittmann,BMW M Team RLL,BMW M Hybrid V8,124,2:41:29.150,1:02.080,28.672,,6,1:15.469,106.756,03_Results_Race_Official.PDF,1
2025,10_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2025-05-11,202505111210_Race,5,5,93,GTP,,N. Yelloly / R. van der Zande,Acura Meyer Shank Racing w/Curb Agajanian,Acura ARX-06,123,2:40:29.671,1 Lap,1,,6,1:15.448,106.785,03_Results_Race_Official.PDF,1
2025,10_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2025-05-11,202505111210_Race,6,6,31,GTP,,F. Vesti / J. Aitken,Cadillac Whelen,Cadillac V-Series.R,123,2:40:30.186,1 Lap,0.515,,86,1:15.525,106.676,03_Results_Race_Official.PDF,1
2025,10_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2025-05-11,202505111210_Race,7,7,40,GTP,,L. Deletraz / J. Taylor,Wayne Taylor Racing,Cadillac V-Series.R,123,2:41:28.578,1 Lap,58.392,,6,1:15.289,107.011,03_Results_Race_Official.PDF,1
2025,10_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2025-05-11,202505111210_Race,8,8,10,GTP,,F. Albuquerque / R. Taylor,Wayne Taylor Racing,Cadillac V-Series.R,122,2:40:35.956,2 Laps,1,,6,1:15.460,106.768,03_Results_Race_Official.PDF,1
2025,10_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2025-05-11,202505111210_Race,9,9,85,GTP,,G. Bruni / T. van der Helm,JDC Miller MotorSports,Porsche 963,122,2:41:05.074,2 Laps,29.118,,3,1:16.018,105.985,03_Results_Race_Official.PDF,1
2025,10_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2025-05-11,202505111210_Race,10,10,23,GTP,,R. De Angelis / R. Gunn,ASTON MARTIN THOR Team,Aston Martin Valkyrie,122,2:41:23.364,2 Laps,18.290,,37,1:16.105,105.864,03_Results_Race_Official.PDF,1
