year,event_code,event_name,track_slug,race_date,session_directory,car_number,car_metadata,stint_number,driver,start_time,end_time,segment_type,segment_time,cumulative_track_time,cumulative_driver_time,source_report,source_page,source_column
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,01,Cadillac Chip Ganassi Racing | Cadillac DPi DPi,1,R. van der Zande,12:11:07.472,12:45:42.510,TRACK,34:35.038,34:35.038,34:35.038,20_Drive Time_Race.PDF,1,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,10,Konica Minolta Acura ARX-05 | Acura DPi DPi,11,F. Albuquerque,18:59:26.244,19:42:18.383,TRACK,42:52.139,3:31:55.414,3:34:54.678,20_Drive Time_Race.PDF,7,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,10,Konica Minolta Acura ARX-05 | Acura DPi DPi,296,F. Albuquerque,19:42:18.383,19:43:22.374,PIT,1:03.991,3:31:55.414,3:35:58.669,20_Drive Time_Race.PDF,7,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,10,Konica Minolta Acura ARX-05 | Acura DPi DPi,12,F. Albuquerque,19:43:22.374,20:28:22.092,TRACK,44:59.718,4:16:55.132,4:20:58.387,20_Drive Time_Race.PDF,7,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,10,Konica Minolta Acura ARX-05 | Acura DPi DPi,326,,20:28:22.092,20:29:25.963,PIT,1:03.871,4:18.219,1:03.871,20_Drive Time_Race.PDF,7,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,10,Konica Minolta Acura ARX-05 | Acura DPi DPi,13,R. Taylor,20:29:25.963,21:05:27.821,TRACK,36:01.858,3:23:12.414,3:25:53.154,20_Drive Time_Race.PDF,7,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,10,Konica Minolta Acura ARX-05 | Acura DPi DPi,356,R. Taylor,21:05:27.821,21:06:33.863,PIT,1:06.042,3:23:12.414,3:26:59.196,20_Drive Time_Race.PDF,7,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,10,Konica Minolta Acura ARX-05 | Acura DPi DPi,14,R. Taylor,21:06:33.863,21:35:07.638,TRACK,28:33.775,3:51:46.189,3:55:32.971,20_Drive Time_Race.PDF,7,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,10,Konica Minolta Acura ARX-05 | Acura DPi DPi,380,R. Taylor,21:35:07.638,21:36:08.409,PIT,1:00.771,3:51:46.189,3:56:33.742,20_Drive Time_Race.PDF,7,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,10,Konica Minolta Acura ARX-05 | Acura DPi DPi,15,R. Taylor,21:36:08.409,22:11:07.472,TRACK,34:59.063,4:26:45.252,4:31:32.805,20_Drive Time_Race.PDF,7,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,1,S. Thomas,12:11:07.472,12:46:06.369,TRACK,34:58.897,34:58.897,34:58.897,20_Drive Time_Race.PDF,7,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,26,S. Thomas,12:46:06.369,12:47:33.534,PIT,1:27.165,34:58.897,36:26.062,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,2,S. Thomas,12:47:33.534,13:27:11.658,TRACK,39:38.124,1:14:37.021,1:16:04.186,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,49,,13:27:11.658,13:28:26.774,PIT,1:15.116,1:15.116,1:15.116,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,3,T. Nunez,13:28:26.774,14:16:27.837,TRACK,48:01.063,48:01.063,48:01.063,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,81,,14:16:27.837,14:17:42.657,PIT,1:14.820,2:29.936,1:14.820,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,4,S. Thomas,14:17:42.657,14:38:37.144,TRACK,20:54.487,1:35:31.508,1:36:58.673,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,95,S. Thomas,14:38:37.144,14:39:43.012,PIT,1:05.868,1:35:31.508,1:38:04.541,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,5,S. Thomas,14:39:43.012,15:24:19.938,TRACK,44:36.926,2:20:08.434,2:22:41.467,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,126,S. Thomas,15:24:19.938,15:25:32.805,PIT,1:12.867,2:20:08.434,2:23:54.334,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,6,S. Thomas,15:25:32.805,15:36:53.350,TRACK,11:20.545,2:31:28.979,2:35:14.879,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,135,,15:36:53.350,15:37:59.775,PIT,1:06.425,3:36.361,1:06.425,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,7,T. Merrill,15:37:59.775,16:08:12.944,TRACK,30:13.169,30:13.169,30:13.169,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,155,T. Merrill,16:08:12.944,16:09:12.730,PIT,59.786,30:13.169,31:12.955,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,8,T. Merrill,16:09:12.730,16:40:22.505,TRACK,31:09.775,1:01:22.944,1:02:22.730,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,168,T. Merrill,16:40:22.505,16:41:18.544,PIT,56.039,1:01:22.944,1:03:18.769,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,9,T. Merrill,16:41:18.544,17:19:42.597,TRACK,38:24.053,1:39:46.997,1:41:42.822,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,198,T. Merrill,17:19:42.597,17:20:52.059,PIT,1:09.462,1:39:46.997,1:42:52.284,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,10,T. Merrill,17:20:52.059,17:28:46.433,TRACK,7:54.374,1:47:41.371,1:50:46.658,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,203,T. Merrill,17:28:46.433,17:29:29.929,PIT,43.496,1:47:41.371,1:51:30.154,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,11,T. Merrill,17:29:29.929,18:14:43.989,TRACK,45:14.060,2:32:55.431,2:36:44.214,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,234,,18:14:43.989,18:15:55.433,PIT,1:11.444,4:47.805,1:11.444,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,12,T. Nunez,18:15:55.433,18:58:24.197,TRACK,42:28.764,1:30:29.827,1:30:29.827,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,263,T. Nunez,18:58:24.197,18:59:35.920,PIT,1:11.723,1:30:29.827,1:31:41.550,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,13,T. Nunez,18:59:35.920,19:38:59.525,TRACK,39:23.605,2:09:53.432,2:11:05.155,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,292,,19:38:59.525,19:40:08.723,PIT,1:09.198,5:57.003,1:09.198,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,14,T. Merrill,19:40:08.723,20:16:46.001,TRACK,36:37.278,3:09:32.709,3:13:21.492,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,315,T. Merrill,20:16:46.001,20:17:48.014,PIT,1:02.013,3:09:32.709,3:14:23.505,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,15,T. Merrill,20:17:48.014,20:51:58.287,TRACK,34:10.273,3:43:42.982,3:48:33.778,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,343,,20:51:58.287,20:53:09.958,PIT,1:11.671,7:08.674,1:11.671,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,16,T. Nunez,20:53:09.958,21:27:18.160,TRACK,34:08.202,2:44:01.634,2:45:13.357,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,371,T. Nunez,21:27:18.160,21:28:29.216,PIT,1:11.056,2:44:01.634,2:46:24.413,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,17,T. Nunez,21:28:29.216,21:44:17.978,TRACK,15:48.762,2:59:50.396,3:02:13.175,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,384,T. Nunez,21:44:17.978,21:45:12.191,PIT,54.213,2:59:50.396,3:03:07.388,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,11,WIN Autosport | ORECA LMP2 07 LMP2,18,T. Nunez,21:45:12.191,22:11:07.472,TRACK,25:55.281,3:25:45.677,3:29:02.669,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,1,F. Montecalvo,12:11:07.472,12:48:16.880,TRACK,37:09.408,37:09.408,37:09.408,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,25,F. Montecalvo,12:48:16.880,12:49:22.897,PIT,1:06.017,37:09.408,38:15.425,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,2,F. Montecalvo,12:49:22.897,13:29:39.737,TRACK,40:16.840,1:17:26.248,1:18:32.265,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,47,F. Montecalvo,13:29:39.737,13:30:41.383,PIT,1:01.646,1:17:26.248,1:19:33.911,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,3,F. Montecalvo,13:30:41.383,14:31:28.219,TRACK,1:00:46.836,2:18:13.084,2:20:20.747,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,86,,14:31:28.219,14:32:53.176,PIT,1:24.957,1:24.957,1:24.957,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,4,R. Megennis,14:32:53.176,15:42:38.338,TRACK,1:09:45.162,1:09:45.162,1:09:45.162,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,132,R. Megennis,15:42:38.338,15:43:56.896,PIT,1:18.558,1:09:45.162,1:11:03.720,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,5,R. Megennis,15:43:56.896,16:04:50.825,TRACK,20:53.929,1:30:39.091,1:31:57.649,20_Drive Time_Race.PDF,8,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,144,R. Megennis,16:04:50.825,16:05:44.703,PIT,53.878,1:30:39.091,1:32:51.527,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,6,R. Megennis,16:05:44.703,16:07:50.028,TRACK,2:05.325,1:32:44.416,1:34:56.852,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,145,R. Megennis,16:07:50.028,16:08:29.754,PIT,39.726,1:32:44.416,1:35:36.578,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,7,R. Megennis,16:08:29.754,16:34:44.233,TRACK,26:14.479,1:58:58.895,2:01:51.057,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,155,R. Megennis,16:34:44.233,16:35:28.432,PIT,44.199,1:58:58.895,2:02:35.256,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,8,R. Megennis,16:35:28.432,17:31:10.076,TRACK,55:41.644,2:54:40.539,2:58:16.900,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,191,,17:31:10.076,17:32:19.449,PIT,1:09.373,2:34.330,1:09.373,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,9,Z. Veach,17:32:19.449,18:17:17.076,TRACK,44:57.627,44:57.627,44:57.627,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,219,Z. Veach,18:17:17.076,18:18:14.538,PIT,57.462,44:57.627,45:55.089,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,10,Z. Veach,18:18:14.538,19:00:55.348,TRACK,42:40.810,1:27:38.437,1:28:35.899,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,246,,19:00:55.348,19:02:02.562,PIT,1:07.214,3:41.544,1:07.214,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,11,F. Montecalvo,19:02:02.562,19:53:08.892,TRACK,51:06.330,3:09:19.414,3:11:27.077,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,279,,19:53:08.892,19:54:14.905,PIT,1:06.013,4:47.557,1:06.013,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,12,Z. Veach,19:54:14.905,20:26:55.819,TRACK,32:40.914,2:00:19.351,2:01:16.813,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,301,Z. Veach,20:26:55.819,20:27:55.747,PIT,59.928,2:00:19.351,2:02:16.741,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,13,Z. Veach,20:27:55.747,21:15:34.674,TRACK,47:38.927,2:47:58.278,2:49:55.668,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,336,Z. Veach,21:15:34.674,21:16:47.375,PIT,1:12.701,2:47:58.278,2:51:08.369,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,12,VASSER SULLIVAN | Lexus RC F GT3 GTD,14,Z. Veach,21:16:47.375,22:11:07.472,TRACK,54:20.097,3:42:18.375,3:45:28.466,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,14,VASSER SULLIVAN | Lexus RC F GT3 GTD,1,K. Kirkwood,12:11:07.472,12:48:24.797,TRACK,37:17.325,37:17.325,37:17.325,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,14,VASSER SULLIVAN | Lexus RC F GT3 GTD,25,K. Kirkwood,12:48:24.797,12:49:24.763,PIT,59.966,37:17.325,38:17.291,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,14,VASSER SULLIVAN | Lexus RC F GT3 GTD,2,K. Kirkwood,12:49:24.763,13:29:38.736,TRACK,40:13.973,1:17:31.298,1:18:31.264,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,14,VASSER SULLIVAN | Lexus RC F GT3 GTD,47,K. Kirkwood,13:29:38.736,13:30:39.229,PIT,1:00.493,1:17:31.298,1:19:31.757,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,14,VASSER SULLIVAN | Lexus RC F GT3 GTD,3,K. Kirkwood,13:30:39.229,14:30:34.828,TRACK,59:55.599,2:17:26.897,2:19:27.356,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,14,VASSER SULLIVAN | Lexus RC F GT3 GTD,86,,14:30:34.828,14:31:45.884,PIT,1:11.056,1:11.056,1:11.056,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,14,VASSER SULLIVAN | Lexus RC F GT3 GTD,4,A. Telitz,14:31:45.884,15:43:26.907,TRACK,1:11:41.023,1:11:41.023,1:11:41.023,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,14,VASSER SULLIVAN | Lexus RC F GT3 GTD,133,,15:43:26.907,15:44:44.007,PIT,1:17.100,2:28.156,1:17.100,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,14,VASSER SULLIVAN | Lexus RC F GT3 GTD,5,K. Kirkwood,15:44:44.007,16:04:35.537,TRACK,19:51.530,2:37:18.427,2:39:18.886,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,14,VASSER SULLIVAN | Lexus RC F GT3 GTD,144,K. Kirkwood,16:04:35.537,16:05:31.163,PIT,55.626,2:37:18.427,2:40:14.512,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,14,VASSER SULLIVAN | Lexus RC F GT3 GTD,6,K. Kirkwood,16:05:31.163,16:20:10.286,TRACK,14:39.123,2:51:57.550,2:54:53.635,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,14,VASSER SULLIVAN | Lexus RC F GT3 GTD,147,K. Kirkwood,16:20:10.286,22:11:07.472,PIT,5:50:57.186,2:51:57.550,8:45:50.821,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,1,T. Hindman,12:11:07.472,12:15:44.782,TRACK,4:37.310,4:37.310,4:37.310,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,2,T. Hindman,12:15:44.782,12:17:03.333,PIT,1:18.551,4:37.310,5:55.861,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,2,T. Hindman,12:17:03.333,12:52:03.802,TRACK,35:00.469,39:37.779,40:56.330,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,25,T. Hindman,12:52:03.802,12:53:14.492,PIT,1:10.690,39:37.779,42:07.020,20_Drive Time_Race.PDF,9,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,3,T. Hindman,12:53:14.492,12:56:46.537,TRACK,3:32.045,43:09.824,45:39.065,20_Drive Time_Race.PDF,10,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,27,T. Hindman,12:56:46.537,12:58:22.311,PIT,1:35.774,43:09.824,47:14.839,20_Drive Time_Race.PDF,10,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,4,T. Hindman,12:58:22.311,13:02:04.009,TRACK,3:41.698,46:51.522,50:56.537,20_Drive Time_Race.PDF,10,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,29,T. Hindman,13:02:04.009,13:02:55.620,PIT,51.611,46:51.522,51:48.148,20_Drive Time_Race.PDF,10,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,5,T. Hindman,13:02:55.620,13:33:35.042,TRACK,30:39.422,1:17:30.944,1:22:27.570,20_Drive Time_Race.PDF,10,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,48,T. Hindman,13:33:35.042,13:34:35.767,PIT,1:00.725,1:17:30.944,1:23:28.295,20_Drive Time_Race.PDF,10,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,6,T. Hindman,13:34:35.767,13:35:53.069,TRACK,1:17.302,1:18:48.246,1:24:45.597,20_Drive Time_Race.PDF,10,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,49,T. Hindman,13:35:53.069,13:36:45.827,PIT,52.758,1:18:48.246,1:25:38.355,20_Drive Time_Race.PDF,10,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,7,T. Hindman,13:36:45.827,14:41:51.728,TRACK,1:05:05.901,2:23:54.147,2:30:44.256,20_Drive Time_Race.PDF,10,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,91,,14:41:51.728,14:44:28.222,PIT,2:36.494,2:36.494,2:36.494,20_Drive Time_Race.PDF,10,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,8,P. Long,14:44:28.222,14:45:57.082,TRACK,1:28.860,1:28.860,1:28.860,20_Drive Time_Race.PDF,10,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,16,Wright Motorsports | Porsche 911 GT3R GTD,92,P. Long,14:45:57.082,14:47:21.139,PIT,1:24.057,1:28.860,2:52.917,20_Drive Time_Race.PDF,10,1
