year,event_code,event_name,track_slug,race_date,session_directory,sequence,flag,clock_time,session_elapsed,session_elapsed_ms,flag_time,flag_time_ms,cumulative_flag_time,cumulative_flag_time_ms,lap,source_report,source_page
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,1,GREEN FLAG,12:10:46.185,-,,31:43.376,1903376,31:43.376,1903376,1,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,2,FULL COURSE YELLOW,12:42:29.561,31:43.376,1903376,18:16.439,1096439,18:16.439,1096439,27,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,3,GREEN FLAG,13:00:46.000,49:59.815,2999815,32:39.120,1959120,1:04:22.496,3862496,33,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,4,FULL COURSE YELLOW,13:33:25.120,1:22:38.935,4958935,16:47.790,1007790,35:04.229,2104229,61,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,5,GREEN FLAG,13:50:12.910,1:39:26.725,5966725,1:55.095,115095,1:06:17.591,3977591,67,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,6,FULL COURSE YELLOW,13:52:08.005,1:41:21.820,6081820,23:44.607,1424607,58:48.836,3528836,69,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,7,GREEN FLAG,14:15:52.612,2:05:06.427,7506427,32:37.133,1957133,1:38:54.724,5934724,78,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,8,FULL COURSE YELLOW,14:48:29.745,2:37:43.560,9463560,21:22.702,1282702,1:20:11.538,4811538,105,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,9,GREEN FLAG,15:09:52.447,2:59:06.262,10746262,25:13.212,1513212,2:04:07.936,7447936,113,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,10,FULL COURSE YELLOW,15:35:05.659,3:24:19.474,12259474,15:44.243,944243,1:35:55.781,5755781,134,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,11,GREEN FLAG,15:50:49.902,3:40:03.717,13203717,38:02.599,2282599,2:42:10.535,9730535,140,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,12,FULL COURSE YELLOW,16:28:52.501,4:18:06.316,15486316,13:38.394,818394,1:49:34.175,6574175,172,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,13,FULL COURSE YELLOW,16:42:30.895,4:31:44.710,16304710,5:16.239,316239,1:54:50.414,6890414,176,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,14,GREEN FLAG,16:47:47.134,4:37:00.949,16620949,2:22:32.924,8552924,5:04:43.459,18283459,178,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,15,FULL COURSE YELLOW,19:10:20.058,6:59:33.873,25173873,16:36.899,996899,2:11:27.313,7887313,294,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,16,GREEN FLAG,19:26:56.957,7:16:10.772,26170772,1:52:05.751,6725751,6:56:49.210,25009210,300,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,17,FULL COURSE YELLOW,21:19:02.708,9:08:16.523,32896523,19:08.896,1148896,2:30:36.209,9036209,391,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,18,GREEN FLAG,21:38:11.604,9:27:25.419,34045419,27:31.988,1651988,7:24:21.198,26661198,398,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,19,FULL COURSE YELLOW,22:05:43.592,9:54:57.407,35697407,5:17.183,317183,2:35:53.392,9353392,421,25_FlagsAnalysis_Race.PDF,1
2022,19_Road Atlanta,Road Atlanta,road-atlanta,2022-10-01,202210011210_Race,20,CHEQUERED FLAG,22:11:00.776,10:00:14.590,36014590,-,,-,,423,25_FlagsAnalysis_Race.PDF,1
