year,event_code,event_name,track_slug,race_date,session_directory,position,class,car_number,team,vehicle,driver,fastest_lap_time,driver_lap_number,driver_total_laps,gap_to_fastest,interval,speed_mph,source_report,source_page
2026,09_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2026-05-03,202605031310_Race,1,GTP,31,Cadillac Whelen,Cadillac V-Series.R,Jack Aitken,1:15.315,5,45,,,106.974,06_Fastest Lap By Driver_Race.PDF,1
2026,09_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2026-05-03,202605031310_Race,2,GTP,40,Cadillac Wayne Taylor Racing,Cadillac V-Series.R,Louis Deletraz,1:15.362,3,33,0.047,0.047,106.907,06_Fastest Lap By Driver_Race.PDF,1
2026,09_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2026-05-03,202605031310_Race,3,GTP,60,Acura Meyer Shank Racing w/Curb Agajanian,Acura ARX-06,Tom Blomqvist,1:15.474,3,86,0.159,0.112,106.749,06_Fastest Lap By Driver_Race.PDF,1
2026,09_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2026-05-03,202605031310_Race,4,GTP,24,BMW M Team WRT,BMW M Hybrid V8,Dries Vanthoor,1:15.527,5,48,0.212,0.053,106.674,06_Fastest Lap By Driver_Race.PDF,1
2026,09_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2026-05-03,202605031310_Race,5,GTP,93,Acura Meyer Shank Racing w/Curb Agajanian,Acura ARX-06,Nick Yelloly,1:15.635,5,47,0.320,0.108,106.521,06_Fastest Lap By Driver_Race.PDF,1
2026,09_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2026-05-03,202605031310_Race,6,GTP,23,ASTON MARTIN THOR Team,Aston Martin Valkyrie,Ross Gunn,1:15.716,5,39,0.401,0.081,106.407,06_Fastest Lap By Driver_Race.PDF,1
2026,09_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2026-05-03,202605031310_Race,7,GTP,5,JDC-Miller MotorSports,Porsche 963,Laurin Heinrich,1:15.801,21,90,0.486,0.085,106.288,06_Fastest Lap By Driver_Race.PDF,1
2026,09_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2026-05-03,202605031310_Race,8,GTP,40,Cadillac Wayne Taylor Racing,Cadillac V-Series.R,Jordan Taylor,1:15.846,16,86,0.531,0.045,106.225,06_Fastest Lap By Driver_Race.PDF,1
2026,09_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2026-05-03,202605031310_Race,9,GTP,6,Porsche Penske Motorsport,Porsche 963,Kevin Estre,1:15.857,4,46,0.542,0.011,106.210,06_Fastest Lap By Driver_Race.PDF,1
2026,09_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2026-05-03,202605031310_Race,10,GTP,10,Cadillac Wayne Taylor Racing,Cadillac V-Series.R,Filipe Albuquerque,1:15.997,4,25,0.682,0.140,106.014,06_Fastest Lap By Driver_Race.PDF,1
