year,event_code,event_name,track_slug,race_date,session_directory,car_number,car_metadata,stint_number,driver,start_time,end_time,segment_type,segment_time,cumulative_track_time,cumulative_driver_time,source_report,source_page,source_column
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,1,S. Bourdais,13:41:02,14:33:40,TRACK,52:38.087,52:38.087,52:38.087,20_Drive Time_Race.PDF,1,1
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,,S. Bourdais,14:33:40,14:35:15,PIT,1:35.749,52:38.087,54:13.836,20_Drive Time_Race.PDF,1,1
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,2,S. Bourdais,14:35:15,15:24:24,TRACK,49:08.506,1:41:46.593,1:43:22.342,20_Drive Time_Race.PDF,1,1
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,,,15:24:24,15:25:56,PIT,1:31.606,,1:31.606,20_Drive Time_Race.PDF,1,1
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,3,R. van der Zande,15:25:56,15:54:11,TRACK,28:15.844,28:15.844,28:15.844,20_Drive Time_Race.PDF,1,1
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,,R. van der Zande,15:54:11,15:56:00,PIT,1:48.802,28:15.844,30:04.646,20_Drive Time_Race.PDF,1,1
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,4,R. van der Zande,15:56:00,16:54:26,TRACK,58:25.550,1:26:41.394,1:28:30.196,20_Drive Time_Race.PDF,1,1
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,,,16:54:26,16:56:00,PIT,1:34.171,,3:05.777,20_Drive Time_Race.PDF,1,1
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,5,S. Dixon,16:56:00,17:49:43,TRACK,53:42.956,53:42.956,53:42.956,20_Drive Time_Race.PDF,1,1
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,,S. Dixon,17:49:43,17:51:16,PIT,1:32.969,53:42.956,55:15.925,20_Drive Time_Race.PDF,1,1
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,6,S. Dixon,17:51:16,18:14:32,TRACK,23:15.946,1:16:58.902,1:18:31.871,20_Drive Time_Race.PDF,1,1
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,,S. Dixon,18:14:32,18:16:36,PIT,2:04.000,1:16:58.902,1:20:35.871,20_Drive Time_Race.PDF,1,1
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,7,S. Dixon,18:16:36,19:04:20,TRACK,47:44.601,2:04:43.503,2:08:20.472,20_Drive Time_Race.PDF,1,1
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,,,19:04:20,19:05:52,PIT,1:31.310,,4:37.087,20_Drive Time_Race.PDF,1,1
2023,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2023-01-28,202301281340_Race,01,Cadillac Racing | Cadillac V-LMDh GTP,8,S. Bourdais,19:05:52,19:55:15,TRACK,49:23.231,2:31:09.824,2:32:45.573,20_Drive Time_Race.PDF,1,1
