year,event_code,event_name,track_slug,race_date,session_directory,car_number,car_metadata,stint_number,driver,start_time,end_time,segment_type,segment_time,cumulative_track_time,cumulative_driver_time,source_report,source_page,source_column
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,1,Paul Miller Racing | BMW M4 GT3 GTD,1,M. Snow,15:10:39,15:51:01,TRACK,40:21.848,40:21.848,40:21.848,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,1,Paul Miller Racing | BMW M4 GT3 GTD,,M. Snow,15:51:01,15:51:49,PIT,48.418,40:21.848,41:10.266,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,1,Paul Miller Racing | BMW M4 GT3 GTD,2,M. Snow,15:51:49,16:30:48,TRACK,38:59.030,1:19:20.878,1:20:09.296,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,1,Paul Miller Racing | BMW M4 GT3 GTD,,,16:30:48,16:31:34,PIT,45.744,,45.744,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,1,Paul Miller Racing | BMW M4 GT3 GTD,3,B. Sellers,16:31:34,16:48:23,TRACK,16:49.451,16:49.451,16:49.451,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,1,Paul Miller Racing | BMW M4 GT3 GTD,,B. Sellers,16:48:23,16:49:05,PIT,41.263,16:49.451,17:30.714,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,1,Paul Miller Racing | BMW M4 GT3 GTD,4,B. Sellers,16:49:05,17:50:39,TRACK,1:01:34.246,1:18:23.697,1:19:04.960,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTD GTDPRO,1,J. Taylor,15:10:39,15:40:04,TRACK,29:25.444,29:25.444,29:25.444,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTD GTDPRO,,J. Taylor,15:40:04,15:40:44,PIT,39.818,29:25.444,30:05.262,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTD GTDPRO,2,J. Taylor,15:40:44,16:25:03,TRACK,44:18.913,1:13:44.357,1:14:24.175,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTD GTDPRO,,,16:25:03,16:25:46,PIT,42.941,,42.941,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTD GTDPRO,3,A. Garcia,16:25:46,16:33:56,TRACK,8:09.868,8:09.868,8:09.868,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTD GTDPRO,,A. Garcia,16:33:56,16:39:01,PIT,5:04.959,8:09.868,13:14.827,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTD GTDPRO,4,A. Garcia,16:39:01,17:33:25,TRACK,54:24.038,1:02:33.906,1:07:38.865,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTD GTDPRO,,A. Garcia,17:33:25,17:33:48,PIT,22.893,1:02:33.906,1:08:01.758,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTD GTDPRO,5,A. Garcia,17:33:48,17:50:39,TRACK,16:51.126,1:19:25.032,1:24:52.884,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,9,Pfaff Motorsports | Porsche 911 GT3R GTDPRO,1,M. Campbell,15:10:39,15:48:00,TRACK,37:20.984,37:20.984,37:20.984,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,9,Pfaff Motorsports | Porsche 911 GT3R GTDPRO,,M. Campbell,15:48:00,15:48:43,PIT,43.691,37:20.984,38:04.675,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,9,Pfaff Motorsports | Porsche 911 GT3R GTDPRO,2,M. Campbell,15:48:43,16:45:36,TRACK,56:52.483,1:34:13.467,1:34:57.158,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,9,Pfaff Motorsports | Porsche 911 GT3R GTDPRO,,,16:45:36,16:46:27,PIT,51.343,,51.343,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,9,Pfaff Motorsports | Porsche 911 GT3R GTDPRO,3,M. Jaminet,16:46:27,17:50:39,TRACK,1:04:11.499,1:04:11.499,1:04:11.499,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,12,VasserSullivan | Lexus RC F GT3 GTD,1,F. Montecalvo,15:10:39,15:56:25,TRACK,45:46.373,45:46.373,45:46.373,20_Drive Time_Race.PDF,1,1
2022,15_Lime Rock Park,Lime Rock Park,lime-rock-park,2022-07-16,202207161510_Race,12,VasserSullivan | Lexus RC F GT3 GTD,,,15:56:25,15:57:11,PIT,45.723,,45.723,20_Drive Time_Race.PDF,1,1
