year,event_code,event_name,track_slug,race_date,session_directory,position,class,car_number,team,vehicle,driver,fastest_lap_time,driver_lap_number,driver_total_laps,gap_to_fastest,interval,speed_mph,source_report,source_page
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,1,DPi,01,Cadillac Chip Ganassi Racing,Cadillac DPi,Kevin Magnussen,1:12.188,11,63,,,112.605,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,2,DPi,10,Konica Minolta Acura ARX-05,Acura DPi,Ricky Taylor,1:12.345,6,53,0.157,0.157,112.361,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,3,DPi,60,Meyer Shank Racing w/Curb-Agajanian,Acura DPi,Olivier Pla,1:12.377,44,89,0.189,0.032,112.311,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,4,DPi,55,Mazda Motorsports,Mazda DPi,Oliver Jarvis,1:12.381,11,59,0.193,0.004,112.305,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,5,DPi,31,Whelen Engineering Racing,Cadillac DPi,Felipe Nasr,1:12.462,39,97,0.274,0.081,112.179,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,6,DPi,01,Cadillac Chip Ganassi Racing,Cadillac DPi,Renger van der Zande,1:12.499,11,59,0.311,0.037,112.122,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,7,DPi,55,Mazda Motorsports,Mazda DPi,Harry Tincknell,1:12.532,54,63,0.344,0.033,112.071,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,8,DPi,60,Meyer Shank Racing w/Curb-Agajanian,Acura DPi,Dane Cameron,1:12.608,5,33,0.420,0.076,111.954,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,9,DPi,5,Mustang Sampling / JDC-Miller MotorSports,Cadillac DPi,Loic Duval,1:12.630,16,62,0.442,0.022,111.920,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,10,DPi,10,Konica Minolta Acura ARX-05,Acura DPi,Filipe Albuquerque,1:12.795,10,69,0.607,0.165,111.666,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,11,DPi,5,Mustang Sampling / JDC-Miller MotorSports,Cadillac DPi,Tristan Vautier,1:12.898,20,60,0.710,0.103,111.508,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,12,DPi,31,Whelen Engineering Racing,Cadillac DPi,Pipo Derani,1:12.909,20,25,0.721,0.011,111.492,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,13,LMP3,91,Riley Motorsports,Ligier JS P320,Dylan Murry,1:17.488,58,82,5.300,4.579,104.903,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,14,LMP3,74,Riley Motorsports,Ligier JS P320,Felipe Fraga,1:17.503,53,81,5.315,0.015,104.883,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,15,LMP3,38,Performance Tech Motorsports,Ligier JS P320,Rasmus Lindh,1:17.668,56,81,5.480,0.165,104.660,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,16,LMP3,54,Core Autosport,Ligier JS P320,Colin Braun,1:17.768,13,82,5.580,0.100,104.526,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,17,LMP3,33,Sean Creech Motorsport,Ligier JS P320,Joao Barbosa,1:17.915,54,81,5.727,0.147,104.328,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,18,LMP3,36,Andretti Autosport,Ligier JS P320,Oliver Askew,1:18.098,37,51,5.910,0.183,104.084,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,19,LMP3,38,Performance Tech Motorsports,Ligier JS P320,Dan Goldburg,1:19.136,10,34,6.948,1.038,102.719,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,20,LMP3,74,Riley Motorsports,Ligier JS P320,Gar Robinson,1:19.664,19,34,7.476,0.528,102.038,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,21,LMP3,54,Core Autosport,Ligier JS P320,Jonathan Bennett,1:19.687,9,33,7.499,0.023,102.008,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,22,LMP3,36,Andretti Autosport,Ligier JS P320,Jarett Andretti,1:19.761,16,34,7.573,0.074,101.914,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,23,LMP3,33,Sean Creech Motorsport,Ligier JS P320,Lance Willsey,1:20.536,9,33,8.348,0.775,100.933,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,24,LMP3,91,Riley Motorsports,Ligier JS P320,Jim Cox,1:20.862,8,33,8.674,0.326,100.526,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,25,GTD,14,Vasser Sullivan,Lexus RC F GT3,Jack Hawksworth,1:21.361,7,44,9.173,0.499,99.910,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,26,GTD,23,Heart Of Racing Team,Aston Martin Vantage GT3,Ross Gunn,1:21.442,10,76,9.254,0.081,99.810,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,27,GTD,9,Pfaff Motorsports,Porsche 911 GT3R,Laurens Vanthoor,1:21.465,40,64,9.277,0.023,99.782,06_Fastest Lap By Driver_Race.PDF,1
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,28,GTD,12,Vasser Sullivan,Lexus RC F GT3,Zach Veach,1:21.507,10,76,9.319,0.042,99.731,06_Fastest Lap By Driver_Race.PDF,1
