year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2022,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2022-01-29,202201291340_Race,01,DPi,Cadillac Racing,Cadillac,Renger van der Zande,Sebastien Bourdais,Scott Dixon,Alex Palou,,Cadillac Racing Cadillac DPi | DPi | 1.Renger van der Zande 3.Scott Dixon | 2.Sebastien Bourdais 4.Alex Palou
2022,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2022-01-29,202201291340_Race,02,DPi,Cadillac Racing,Cadillac,Earl Bamber,Alex Lynn,Marcus Ericsson,Kevin Magnussen,,Cadillac Racing Cadillac DPi | DPi | 1.Earl Bamber 3.Marcus Ericsson | 2.Alex Lynn 4.Kevin Magnussen
2022,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2022-01-29,202201291340_Race,2,GTD PRO,KCMG,Porsche 911 GT3R,Laurens Vanthoor,Patrick Pilet,Dennis Olsen,Alexandre Imperatori,,KCMG Porsche 911 GT3R | GTDPRO | 1.Laurens Vanthoor 3.Dennis Olsen | 2.Patrick Pilet 4.Alexandre Imperatori
2022,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2022-01-29,202201291340_Race,3,GTD PRO,Corvette Racing Chevrolet,Corvette C8.R,Antonio Garcia,Jordan Taylor,Nicky Catsburg,,,Corvette Racing Chevrolet Corvette C8.R GTD | GTDPRO | 1.Antonio Garcia 3.Nicky Catsburg | 2.Jordan Taylor | 30-Jan-22 2:05 PM
2022,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2022-01-29,202201291340_Race,4,GTD PRO,Corvette Racing Chevrolet,Corvette C8.R,Tommy Milner,Nick Tandy,Marco Sorensen,,,Corvette Racing Chevrolet Corvette C8.R GTD | GTDPRO | 1.Tommy Milner 3.Marco Sorensen | 2.Nick Tandy
2022,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2022-01-29,202201291340_Race,5,DPi,JDC Miller MotorSports,Cadillac,Tristan Vautier,Richard Westbrook,Loic Duval,Ben Keating,,JDC Miller MotorSports Cadillac DPi | DPi | 1.Tristan Vautier 3.Loic Duval | 2.Richard Westbrook 4.Ben Keating
2022,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2022-01-29,202201291340_Race,6,LMP3,Muehlner Motorsports America,Duqueine D08,Efrin Castro,Moritz Kranz,Ayrton Ori,Joel Miller,,Muehlner Motorsports America Duqueine D08 | LMP3 | 1.Efrin Castro 3.Ayrton Ori | 2.Moritz Kranz 4.Joel Miller
2022,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2022-01-29,202201291340_Race,7,LMP3,Forty7 Motorsports,Duqueine D08,Mark Kvamme,Austin McCusker,Trenton Estep,Antoine Doquin,,Forty7 Motorsports Duqueine D08 | LMP3 | 1.Mark Kvamme 3.Trenton Estep | 2.Austin McCusker 4.Antoine Doquin
2022,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2022-01-29,202201291340_Race,8,LMP2,Tower Motorsport,ORECA 07,John Farano,Louis Deletraz,Rui Pinto de Andrade,Ferdinand Habsburg-Lothringen,,Tower Motorsport ORECA LMP2 07 | LMP2 | 1.John Farano 3.Rui Pinto de Andrade | 2.Louis Deletraz 4.Ferdinand Habsburg-Lothringen
2022,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2022-01-29,202201291340_Race,9,GTD PRO,Pfaff Motorsports,Porsche 911 GT3R,Matt Campbell,Mathieu Jaminet,Felipe Nasr,,,Pfaff Motorsports Porsche 911 GT3R | GTDPRO | 1.Matt Campbell 3.Felipe Nasr | 2.Mathieu Jaminet
