year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,1,GTD PRO,Paul Miller Racing,BMW M4 GT3,Madison Snow,Bryan Sellers,,,,Paul Miller Racing BMW M4 GT3 | GTDPRO | 1.Madison Snow | 2.Bryan Sellers
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,3,GTD PRO,Corvette Racing by Pratt Miller Chevrolet Motorsports,Corvette Z06 GT3.R,Alexander Sims,Antonio Garcia,,,,Corvette Racing by Pratt Miller Chevrolet Corvette Z06 GT3.R | Motorsports GTDPRO | 1.Alexander Sims | 2.Antonio Garcia
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,4,GTD PRO,Corvette Racing by Pratt Miller Chevrolet Motorsports,Corvette Z06 GT3.R,Nicky Catsburg,Tommy Milner,,,,Corvette Racing by Pratt Miller Chevrolet Corvette Z06 GT3.R | Motorsports GTDPRO | 1.Nicky Catsburg | 2.Tommy Milner
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,9,GTD PRO,Pfaff Motorsports McLaren,720S GT3 EVO,Oliver Jarvis,Marvin Kirchhöfer,,,,Pfaff Motorsports McLaren 720S GT3 EVO | GTDPRO | 1.Oliver Jarvis | 2.Marvin Kirchhöfer
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,12,GTD,VasserSullivan,Lexus RC F GT3,Parker Thompson,Frankie Montecalvo,,,,VasserSullivan Lexus RC F GT3 | GTD | 1.Parker Thompson | 2.Frankie Montecalvo
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,13,GTD,AWA Chevrolet,Corvette Z06 GT3.R,Matthew Bell,Orey Fidani,,,,AWA Chevrolet Corvette Z06 GT3.R | GTD | 1.Matthew Bell | 2.Orey Fidani
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,14,GTD PRO,VasserSullivan,Lexus RC F GT3,Ben Barnicoat,Jack Hawksworth,,,,VasserSullivan Lexus RC F GT3 | GTDPRO | 1.Ben Barnicoat | 2.Jack Hawksworth
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,23,GTD PRO,Heart of Racing Team Aston Martin,Vantage GT3 Evo,Alex Riberas,Ross Gunn,,,,Heart of Racing Team Aston Martin Vantage GT3 Evo | GTDPRO | 1.Alex Riberas | 2.Ross Gunn
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,27,GTD,Heart of Racing Team Aston,Martin Vantage GT3 Evo,Zacharie Robichon,Roman De Angelis,,,,Heart of Racing Team Aston Martin Vantage GT3 Evo | GTD | 1.Zacharie Robichon | 2.Roman De Angelis
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,32,GTD,Korthoff/Preston Motorsports,Mercedes-AMG GT3,Kenton Koch,Mikael Grenier,,,,Korthoff/Preston Motorsports Mercedes-AMG GT3 | GTD | 1.Kenton Koch | 2.Mikael Grenier
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,34,GTD,Conquest Racing,Ferrari 296 GT3,Albert Costa Balboa,Manny Franco,,,,Conquest Racing Ferrari 296 GT3 | GTD | 1.Albert Costa Balboa | 2.Manny Franco
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,45,GTD,Wayne Taylor Racing with Andretti Lamborghini,Huracan GT3 EVO2,Danny Formal,Kyle Marcelli,,,,Wayne Taylor Racing with Andretti Lamborghini Huracan GT3 EVO2 | GTD | 1.Danny Formal | 2.Kyle Marcelli
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,55,GTD,Proton Competition,Ford Mustang GT3,Corey Lewis,Giammarco Levorato,,,,Proton Competition Ford Mustang GT3 | GTD | 1.Corey Lewis | 2.Giammarco Levorato
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,57,GTD,WINWARD RACING,Mercedes-AMG GT3,Philip Ellis,Russell Ward,,,,WINWARD RACING Mercedes-AMG GT3 | GTD | 1.Philip Ellis | 2.Russell Ward
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,64,GTD PRO,Ford Multimatic Motorsports,Ford Mustang GT3,Mike Rockenfeller,Harry Tincknell,,,,Ford Multimatic Motorsports Ford Mustang GT3 | GTDPRO | 1.Mike Rockenfeller | 2.Harry Tincknell
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,65,GTD PRO,Ford Multimatic Motorsports,Ford Mustang GT3,Dirk Mueller,Joey Hand,,,,Ford Multimatic Motorsports Ford Mustang GT3 | GTDPRO | 1.Dirk Mueller | 2.Joey Hand
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,66,GTD,Gradient Racing,Acura NSX GT3,Stevan McAleer,Sheena Monk,,,,Gradient Racing Acura NSX GT3 | GTD | 1.Stevan McAleer | 2.Sheena Monk
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,70,GTD,Inception Racing,McLaren 720S GT3 EVO,Frederik Schandorff,Brendan Iribe,,,,Inception Racing McLaren 720S GT3 EVO | GTD | 1.Frederik Schandorff | 2.Brendan Iribe
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,77,GTD PRO,AO Racing Porsche,911 GT3 R (992),Klaus Bachler,Laurin Heinrich,,,,AO Racing Porsche 911 GT3 R (992) | GTDPRO | 1.Klaus Bachler | 2.Laurin Heinrich
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,78,GTD,Forte Racing Lamborghini,Huracan GT3 EVO2,Loris Spinelli,Misha Goikhberg,,,,Forte Racing Lamborghini Huracan GT3 EVO2 | GTD | 1.Loris Spinelli | 2.Misha Goikhberg | Page 14 / 18
2024,15_VIRginia International Raceway,VIRginia International Raceway,virginia-international-raceway,2024-08-25,202408251210_Race,86,GTD,MDK Motorsports Porsche,911 GT3 R (992),Anders Fjordbach,Kerong Li,,,,MDK Motorsports Porsche 911 GT3 R (992) | GTD | 1.Anders Fjordbach | 2.Kerong Li
