year,event_code,event_name,track_slug,race_date,session_directory,position,class_position,car_number,class,category_marker,drivers,team,vehicle,laps,total_time,gap_to_leader,interval,status,best_lap_number,best_lap_time,best_lap_speed_mph,source_report,source_page
2019,05_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2019-04-13,201904131405_Race,1,1,5,DPi,,J. Barbosa / F. Albuquerque,Mustang Sampling Racing,Cadillac DPi,73,1:41:01.368,-,,,43,1:12.879,97.213,03_Results_Race_Official.PDF,1
2019,05_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2019-04-13,201904131405_Race,2,2,7,DPi,,R. Taylor / H. Castroneves,Acura Team Penske,Acura DPi,73,1:41:02.108,0.740,0.740,,49,1:12.600,97.586,03_Results_Race_Official.PDF,1
2019,05_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2019-04-13,201904131405_Race,3,3,6,DPi,,J. Montoya / D. Cameron,Acura Team Penske,Acura DPi,73,1:41:03.241,1.873,1.133,,49,1:12.633,97.542,03_Results_Race_Official.PDF,1
2019,05_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2019-04-13,201904131405_Race,4,4,77,DPi,,O. Jarvis / T. Nunez,Mazda Team Joest,Mazda DPi,73,1:41:22.434,21.066,19.193,,49,1:12.766,97.364,03_Results_Race_Official.PDF,1
2019,05_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2019-04-13,201904131405_Race,5,5,84,DPi,,S. Trummer / S. Simpson,JDC-Miller MotorSports,Cadillac DPi,73,1:41:26.851,25.483,4.417,,49,1:13.125,96.886,03_Results_Race_Official.PDF,1
2019,05_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2019-04-13,201904131405_Race,6,6,31,DPi,,F. Nasr / P. Derani,Whelen Engineering Racing,Cadillac DPi,73,1:41:36.648,35.280,9.797,,36,1:11.932,98.492,03_Results_Race_Official.PDF,1
2019,05_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2019-04-13,201904131405_Race,7,7,50,DPi,,W. Owen / K. Kaiser,Juncos Racing,Cadillac DPi,72,1:41:21.540,1 Lap,1,,34,1:13.443,96.466,03_Results_Race_Official.PDF,1
2019,05_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2019-04-13,201904131405_Race,8,1,912,GTLM,,E. Bamber / L. Vanthoor,Porsche GT Team,Porsche 911 RSR,72,1:42:16.178,1 Lap,54.638,,38,1:17.302,91.650,03_Results_Race_Official.PDF,1
2019,05_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2019-04-13,201904131405_Race,9,2,3,GTLM,,J. Magnussen / A. Garcia,Corvette Racing,Chevrolet Corvette C7.R,72,1:42:20.651,1 Lap,4.473,,34,1:17.373,91.566,03_Results_Race_Official.PDF,1
2019,05_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2019-04-13,201904131405_Race,10,3,4,GTLM,,O. Gavin / T. Milner,Corvette Racing,Chevrolet Corvette C7.R,72,1:42:20.797,1 Lap,0.146,,19,1:17.215,91.754,03_Results_Race_Official.PDF,1
2019,05_Long Beach Street Circuit,Long Beach Street Circuit,long-beach-street-circuit,2019-04-13,201904131405_Race,11,4,66,GTLM,,D. Mueller / S. Bourdais,Ford Chip Ganassi Racing,Ford GT,71,1:40:58.743,2 Laps,1,Not Running,20,1:17.518,91.395,03_Results_Race_Official.PDF,1
