year,event_code,event_name,track_slug,race_date,session_directory,position,class_position,car_number,class,category_marker,drivers,team,vehicle,laps,total_time,gap_to_leader,interval,status,best_lap_number,best_lap_time,best_lap_speed_mph,source_report,source_page
2026,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2026-01-24,202601241340_Race,1,1,7,GTP,,F. Nasr / J. Andlauer / L. Heinrich,Porsche Penske Motorsport,Porsche 963,705,24:01:20.108,-,,,493,1:36.414,132.926,03_Results_Race_Official.PDF,1
2026,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2026-01-24,202601241340_Race,2,2,31,GTP,,J. Aitken / E. Bamber / F. Vesti C. Zilisch,Cadillac Whelen,Cadillac V-Series.R,705,24:01:21.677,1.569,1.569,,493,1:36.236,133.172,03_Results_Race_Official.PDF,1
2026,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2026-01-24,202601241340_Race,3,3,24,GTP,,S. van der Linde / D. Vanthoor R. Frijns / R. Rast,BMW M Team WRT,BMW M Hybrid V8,705,24:01:41.494,21.386,19.817,,519,1:36.584,132.693,03_Results_Race_Official.PDF,1
2026,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2026-01-24,202601241340_Race,4,4,6,GTP,,L. Vanthoor / K. Estre M. Campbell,Porsche Penske Motorsport,Porsche 963,705,24:01:51.930,31.822,10.436,,491,1:35.826,133.742,03_Results_Race_Official.PDF,1
2026,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2026-01-24,202601241340_Race,5,5,93,GTP,,R. van der Zande / N. Yelloly A. Palou / K. Ohta,Acura Meyer Shank Racing w/Curb Agajanian,Acura ARX-06,705,24:02:05.785,45.677,13.855,,522,1:36.058,133.419,03_Results_Race_Official.PDF,1
2026,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2026-01-24,202601241340_Race,6,6,40,GTP,,J. Taylor / L. Deletraz / C. Herta,Cadillac Wayne Taylor Racing,Cadillac V-Series.R,705,24:02:14.125,54.017,8.340,,491,1:36.401,132.944,03_Results_Race_Official.PDF,1
2026,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2026-01-24,202601241340_Race,7,7,85,GTP,,T. van der Helm / N. Pino K. Frederick,JDC-Miller MotorSports,Porsche 963,705,24:02:30.844,1:10.736,16.719,,495,1:36.761,132.450,03_Results_Race_Official.PDF,1
2026,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2026-01-24,202601241340_Race,8,8,25,GTP,,R. Marciello / P. Eng / M. Wittmann K. Magnussen,BMW M Team WRT,BMW M Hybrid V8,705,24:02:33.551,1:13.443,2.707,,491,1:36.664,132.583,03_Results_Race_Official.PDF,1
2026,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2026-01-24,202601241340_Race,9,9,60,GTP,,T. Blomqvist / C. Braun / S. Dixon A. Allmendinger,Acura Meyer Shank Racing w/Curb Agajanian,Acura ARX-06,705,24:02:42.671,1:22.563,9.120,,492,1:36.677,132.565,03_Results_Race_Official.PDF,1
2026,02_Daytona International Speedway,Daytona International Speedway,daytona-international-speedway,2026-01-24,202601241340_Race,10,1,04,LMP2,,G. Kurtz / A. Quinn / T. Sowery M. Jakobsen,Crowdstrike Racing by APR,ORECA LMP2 07,686,24:02:51.332,19 Laps,19,,501,1:39.387,128.950,03_Results_Race_Official.PDF,1
