year,event_code,event_name,track_slug,race_date,session_directory,position,class_position,car_number,class,category_marker,drivers,team,vehicle,laps,total_time,gap_to_leader,interval,status,best_lap_number,best_lap_time,best_lap_speed_mph,source_report,source_page
2021,17_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2021-09-12,202109121310_Race,1,1,10,DPi,,R. Taylor / F. Albuquerque,Konica Minolta Acura ARX-05,Acura DPi,118,2:40:49.456,-,,,94,1:16.023,105.978,03_Results_Race _Official.PDF,1
2021,17_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2021-09-12,202109121310_Race,2,2,01,DPi,,R. van der Zande / K. Magnussen,Cadillac Chip Ganassi Racing,Cadillac DPi,118,2:41:04.331,14.875,14.875,,64,1:16.024,105.976,03_Results_Race _Official.PDF,1
2021,17_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2021-09-12,202109121310_Race,3,3,31,DPi,,F. Nasr / P. Derani,Whelen Engineering Racing,Cadillac DPi,118,2:41:04.848,15.392,0.517,,24,1:16.410,105.441,03_Results_Race _Official.PDF,1
2021,17_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2021-09-12,202109121310_Race,4,4,60,DPi,,D. Cameron / O. Pla,Meyer Shank Racing w/Curb-Agajanian,Acura DPi,118,2:41:14.985,25.529,10.137,,53,1:16.632,105.135,03_Results_Race _Official.PDF,1
2021,17_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2021-09-12,202109121310_Race,5,5,55,DPi,,O. Jarvis / H. Tincknell,Mazda Motorsports,Mazda DPi,118,2:41:17.959,28.503,2.974,,27,1:16.327,105.556,03_Results_Race _Official.PDF,1
2021,17_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2021-09-12,202109121310_Race,6,6,5,DPi,,T. Vautier / L. Duval,Mustang Sampling / JDC-Miller MotorSports,Cadillac DPi,116,2:41:06.955,2 Laps,2,,83,1:15.669,106.473,03_Results_Race _Official.PDF,1
2021,17_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2021-09-12,202109121310_Race,7,1,52,LMP2,,B. Keating / M. Jensen,PR1 Mathiasen Motorsports,ORECA LMP2 07,116,2:41:10.984,2 Laps,4.029,,90,1:16.371,105.495,03_Results_Race _Official.PDF,1
2021,17_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2021-09-12,202109121310_Race,8,2,8,LMP2,,J. Farano / G. Aubry,Tower Motorsport,ORECA LMP2 07,115,2:40:52.397,3 Laps,1,,78,1:16.887,104.787,03_Results_Race _Official.PDF,1
2021,17_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2021-09-12,202109121310_Race,9,3,11,LMP2,,S. Thomas / T. Nunez,WIN Autosport,ORECA LMP2 07,115,2:41:06.054,3 Laps,13.657,,90,1:16.601,105.178,03_Results_Race _Official.PDF,1
2021,17_Weathertech Raceway Laguna Seca,Weathertech Raceway Laguna Seca,weathertech-raceway-laguna-seca,2021-09-12,202109121310_Race,10,4,18,LMP2,,D. Merriman / R. Dalziel,Era Motorsport,ORECA LMP2 07,115,2:41:41.324,3 Laps,35.270,,36,1:16.809,104.893,03_Results_Race _Official.PDF,1
