year,event_code,event_name,track_slug,race_date,session_directory,position,class,car_number,team,vehicle,driver,fastest_lap_time,driver_lap_number,driver_total_laps,gap_to_fastest,interval,speed_mph,source_report,source_page
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,1,GTP,31,Whelen Engineering Cadillac Racing,Cadillac V-Series.R,Jack Aitken,1:33.028,25,32,,,131.573,06_Fastest Lap By Driver_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,2,GTP,10,Konica Minolta Acura ARX-06,Acura ARX-06,Louis Deletraz,1:33.285,52,55,0.257,0.257,131.210,06_Fastest Lap By Driver_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,3,GTP,25,BMW M Team RLL,BMW M Hybrid V8,Nick Yelloly,1:33.342,79,91,0.314,0.057,131.130,06_Fastest Lap By Driver_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,4,GTP,6,Porsche Penske Motorsports,Porsche 963,Mathieu Jaminet,1:33.472,82,92,0.444,0.130,130.948,06_Fastest Lap By Driver_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,5,GTP,60,Meyer Shank Racing w/ Curb Agajanian,Acura ARX-06,Tom Blomqvist,1:33.533,73,111,0.505,0.061,130.862,06_Fastest Lap By Driver_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,6,GTP,10,Konica Minolta Acura ARX-06,Acura ARX-06,Filipe Albuquerque,1:33.544,53,66,0.516,0.011,130.847,06_Fastest Lap By Driver_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,7,GTP,31,Whelen Engineering Cadillac Racing,Cadillac V-Series.R,Pipo Derani,1:33.560,98,103,0.532,0.016,130.825,06_Fastest Lap By Driver_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,8,GTP,7,Porsche Penske Motorsports,Porsche 963,Matt Campbell,1:33.567,26,55,0.539,0.007,130.815,06_Fastest Lap By Driver_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,9,GTP,25,BMW M Team RLL,BMW M Hybrid V8,Connor De Phillippi,1:33.580,41,110,0.552,0.013,130.797,06_Fastest Lap By Driver_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,10,GTP,60,Meyer Shank Racing w/ Curb Agajanian,Acura ARX-06,Colin Braun,1:33.661,51,90,0.633,0.081,130.684,06_Fastest Lap By Driver_Race.PDF,1
