year,event_code,event_name,track_slug,race_date,session_directory,sequence,flag,clock_time,session_elapsed,session_elapsed_ms,flag_time,flag_time_ms,cumulative_flag_time,cumulative_flag_time_ms,lap,source_report,source_page
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,1,GREEN FLAG,10:41:53.986,-,,1:29.502,89502,1:29.502,89502,1,25_FlagsAnalysis_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,2,FULL COURSE YELLOW,10:43:23.488,1:29.502,89502,10:27.836,627836,10:27.836,627836,1,25_FlagsAnalysis_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,3,GREEN FLAG,10:53:51.324,11:57.338,717338,21:42.364,1302364,23:11.866,1391866,4,25_FlagsAnalysis_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,4,FULL COURSE YELLOW,11:15:33.688,33:39.702,2019702,18:55.271,1135271,29:23.107,1763107,18,25_FlagsAnalysis_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,5,GREEN FLAG,11:34:28.959,52:34.973,3154973,9:44.273,584273,32:56.139,1976139,23,25_FlagsAnalysis_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,6,FULL COURSE YELLOW,11:44:13.232,1:02:19.246,3739246,12:23.752,743752,41:46.859,2506859,30,25_FlagsAnalysis_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,7,GREEN FLAG,11:56:36.984,1:14:42.998,4482998,2:19:54.428,8394428,2:52:50.567,10370567,33,25_FlagsAnalysis_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,8,FULL COURSE YELLOW,14:16:31.412,3:34:37.426,12877426,21:57.306,1317306,1:03:44.165,3824165,119,25_FlagsAnalysis_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,9,GREEN FLAG,14:38:28.718,3:56:34.732,14194732,1:59:40.324,7180324,4:52:30.891,17550891,125,25_FlagsAnalysis_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,10,FULL COURSE YELLOW,16:38:09.042,5:56:15.056,21375056,6:52.538,412538,1:10:36.703,4236703,199,25_FlagsAnalysis_Race.PDF,1
2023,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2023-06-25,202306251040_Race,11,CHEQUERED FLAG,16:45:01.581,6:03:07.594,21787594,-,,-,,201,25_FlagsAnalysis_Race.PDF,1
