year,event_code,event_name,track_slug,race_date,session_directory,car_number,car_metadata,stint_number,driver,start_time,end_time,segment_type,segment_time,cumulative_track_time,cumulative_driver_time,source_report,source_page,source_column
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,1,S. Bourdais,10:11:16,11:09:24,TRACK,58:07.820,58:07.820,58:07.820,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,,S. Bourdais,11:09:24,11:10:40,PIT,1:15.384,58:07.820,59:23.204,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,2,S. Bourdais,11:10:40,12:21:01,TRACK,1:10:21.584,2:08:29.404,2:09:44.788,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,,,12:21:01,12:22:14,PIT,1:13.163,,1:13.163,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,3,S. Dixon,12:22:14,13:20:37,TRACK,58:23.010,58:23.010,58:23.010,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,,S. Dixon,13:20:37,13:21:53,PIT,1:15.405,58:23.010,59:38.415,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,4,S. Dixon,13:21:53,14:17:46,TRACK,55:53.409,1:54:16.419,1:55:31.824,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,,,14:17:46,14:19:02,PIT,1:15.971,,2:29.134,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,5,R. van der Zande,14:19:02,15:05:06,TRACK,46:04.129,46:04.129,46:04.129,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,,R. van der Zande,15:05:06,15:06:13,PIT,1:06.635,46:04.129,47:10.764,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,6,R. van der Zande,15:06:13,16:14:46,TRACK,1:08:32.836,1:54:36.965,1:55:43.600,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,,R. van der Zande,16:14:46,16:16:00,PIT,1:14.596,1:54:36.965,1:56:58.196,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,7,R. van der Zande,16:16:00,16:29:47,TRACK,13:46.459,2:08:23.424,2:10:44.655,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,,R. van der Zande,16:29:47,16:30:40,PIT,53.256,2:08:23.424,2:11:37.911,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,8,R. van der Zande,16:30:40,17:16:47,TRACK,46:07.061,2:54:30.485,2:57:44.972,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,,,17:16:47,17:18:06,PIT,1:18.504,,3:47.638,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,9,S. Bourdais,17:18:06,17:24:22,TRACK,6:16.467,2:14:45.871,2:16:01.255,20_Drive Time_Race.PDF,1,1
2023,07_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2023-03-18,202303181010_Race,01,Cadillac Racing | Cadillac V-Series R GTP,,S. Bourdais,17:24:22,17:25:19,PIT,57.253,2:14:45.871,2:16:58.508,20_Drive Time_Race.PDF,1,1
