year,event_code,event_name,track_slug,race_date,session_directory,position,class_position,car_number,class,category_marker,drivers,team,vehicle,laps,total_time,gap_to_leader,interval,status,best_lap_number,best_lap_time,best_lap_speed_mph,source_report,source_page
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,1,1,6,DPi,,D. Cameron / J. Montoya,Acura Team Penske,Acura DPi,58,1:40:15.563,-,,,50,1:20.949,104.510,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,2,2,31,DPi,,F. Nasr / P. Derani,Whelen Engineering Racing,Cadillac DPi,58,1:40:16.383,0.820,0.820,,57,1:20.923,104.543,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,3,3,7,DPi,,H. Castroneves / R. Taylor,Acura Team Penske,Acura DPi,58,1:40:30.450,14.887,14.067,,51,1:21.330,104.020,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,4,4,84,DPi,,S. Trummer / S. Simpson,JDC-Miller MotorSports,Cadillac DPi,58,1:40:30.613,15.050,0.163,,51,1:21.597,103.680,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,5,5,85,DPi,,M. Goikhberg / T. Vautier,JDC-Miller MotorSports,Cadillac DPi,58,1:40:31.768,16.205,1.155,,56,1:21.440,103.880,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,6,6,5,DPi,,J. Barbosa / F. Albuquerque,Mustang Sampling Racing,Cadillac DPi,58,1:40:38.146,22.583,6.378,,58,1:21.420,103.905,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,7,7,54,DPi,,J. Bennett / C. Braun,CORE autosport,Nissan DPi,58,1:40:42.541,26.978,4.395,,31,1:22.254,102.852,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,8,8,50,DPi,,W. Owen / V. Franzoni,Juncos Racing,Cadillac DPi,58,1:40:42.953,27.390,0.412,,32,1:22.199,102.920,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,9,9,10,DPi,,R. Van Der Zande / J. Taylor,Konica Minolta Cadillac DPi-V.R.,Cadillac DPi,57,1:40:45.931,1 Lap,1,,33,1:21.718,103.526,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,10,10,77,DPi,,O. Jarvis / T. Nunez,Mazda Team Joest,Mazda DPi,57,1:40:46.222,1 Lap,0.291,,31,1:21.459,103.855,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,11,1,14,GTD,,R. Heistand / J. Hawksworth,AIM Vasser Sullivan,Lexus RC F GT3,56,1:41:05.923,2 Laps,1,,31,1:30.102,93.893,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,12,2,73,GTD,,P. Long / Z. Robichon,Park Place Motorsports,Porsche 911 GT3 R,56,1:41:06.751,2 Laps,0.828,,31,1:30.285,93.703,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,13,3,12,GTD,,F. Montecalvo / T. Bell,AIM Vasser Sullivan,Lexus RC F GT3,56,1:41:07.914,2 Laps,1.163,,32,1:30.421,93.562,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,14,4,44,GTD,,J. Potter / A. Lally,Magnus Racing,Lamborghini Huracan GT3,56,1:41:09.970,2 Laps,2.056,,48,1:30.365,93.620,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,15,5,48,GTD,,B. Sellers / R. Hardwick,Paul Miller Racing,Lamborghini Huracan GT3,56,1:41:12.756,2 Laps,2.786,,55,1:30.191,93.800,03_Results_Race_Official.PDF,1
2019,08_Belle Isle Street Course,Belle Isle Street Course,belle-isle-street-course,2019-06-01,201906011240_Race,16,6,8,GTD,,P. Chase / R. Dalziel,Starworks Motorsport,Audi R8 LMS GT3,56,1:41:17.982,2 Laps,5.226,,32,1:30.771,93.201,03_Results_Race_Official.PDF,1
