year,event_code,event_name,track_slug,race_date,session_directory,position,class,car_number,team,vehicle,driver,fastest_lap_time,driver_lap_number,driver_total_laps,gap_to_fastest,interval,speed_mph,source_report,source_page
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,1,LMP2,8,Tower Motorsports,ORECA LMP2 07,Sebastian Alvarez,1:08.481,29,72,,,129.267,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,2,LMP2,99,AO Racing,ORECA LMP2 07,Dane Cameron,1:08.509,23,80,0.028,0.028,129.214,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,3,LMP2,43,Inter Europol Competition,ORECA LMP2 07,Tom Dillmann,1:08.625,23,80,0.144,0.116,128.996,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,4,LMP2,04,Crowdstrike Racing by APR,ORECA LMP2 07,Alex Quinn,1:08.698,25,82,0.217,0.073,128.859,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,5,LMP2,22,United Autosports USA,ORECA LMP2 07,Ben Hanley,1:08.817,7,81,0.336,0.119,128.636,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,6,LMP2,11,TDS Racing,ORECA LMP2 07,Mathias Beche,1:08.914,9,48,0.433,0.097,128.455,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,7,LMP2,52,Bryan Herta Autosport with PR1/Mathiasen,ORECA LMP2 07,Ricky Taylor,1:08.948,65,68,0.467,0.034,128.392,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,8,LMP2,43,Inter Europol Competition,ORECA LMP2 07,Jeremy Clarke,1:09.093,3,47,0.612,0.145,128.122,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,9,LMP2,73,Pratt Miller Motorsports,ORECA LMP2 07,Pietro Fittipaldi,1:09.120,33,79,0.639,0.027,128.072,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,10,LMP2,2,United Autosports USA,ORECA LMP2 07,Mikkel Jensen,1:09.167,14,71,0.686,0.047,127.985,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,11,LMP2,99,AO Racing,ORECA LMP2 07,PJ Hyett,1:09.207,26,47,0.726,0.040,127.911,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,12,LMP2,52,Bryan Herta Autosport with PR1/Mathiasen,ORECA LMP2 07,Misha Goikhberg,1:09.412,4,59,0.931,0.205,127.533,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,13,LMP2,04,Crowdstrike Racing by APR,ORECA LMP2 07,George Kurtz,1:09.549,5,45,1.068,0.137,127.282,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,14,LMP2,22,United Autosports USA,ORECA LMP2 07,Daniel Goldburg,1:09.685,5,46,1.204,0.136,127.034,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,15,LMP2,2,United Autosports USA,ORECA LMP2 07,Phil Fayer,1:09.969,5,46,1.488,0.284,126.518,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,16,LMP2,73,Pratt Miller Motorsports,ORECA LMP2 07,Chris Cumming,1:10.603,41,47,2.122,0.634,125.382,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,17,LMP2,11,TDS Racing,ORECA LMP2 07,Tobi Lutke,1:11.040,20,30,2.559,0.437,124.611,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,18,LMP2,8,Tower Motorsports,ORECA LMP2 07,John Farano,1:11.664,3,45,3.183,0.624,123.526,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,19,GTDPRO,64,Ford Racing,Ford Mustang GT3,Ben Barker,1:16.069,16,64,7.588,4.405,116.373,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,20,GTDPRO,68,Car Blanche,Aston Martin Vantage GT3 Evo,Valentin Hasse Clot,1:16.226,33,49,7.745,0.157,116.133,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,21,GTD,27,Heart of Racing Team,Aston Martin Vantage GT3 Evo,Roman De Angelis,1:16.345,49,52,7.864,0.119,115.952,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,22,GTDPRO,68,Car Blanche,Aston Martin Vantage GT3 Evo,Scott Andrews,1:16.447,24,69,7.966,0.102,115.797,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,23,GTDPRO,1,Paul Miller Racing,BMW M4 GT3 EVO,Neil Verhagen,1:16.547,38,85,8.066,0.100,115.646,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,24,GTDPRO,14,Vasser Sullivan Racing,Lexus RC F GT3,Ben Barnicoat,1:16.550,24,85,8.069,0.003,115.641,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,25,GTD,96,Turner Motorsport,BMW M4 GT3 EVO,Robby Foley,1:16.558,37,85,8.077,0.008,115.629,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,26,GTDPRO,77,AO Racing,Porsche 911 GT3 R (992),Nick Tandy,1:16.642,37,85,8.161,0.084,115.502,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,27,GTDPRO,64,Ford Racing,Ford Mustang GT3,Dennis Olsen,1:16.683,4,54,8.202,0.041,115.441,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,28,GTDPRO,9,Pfaff Motorsports,Lamborghini Temerario GT3,Andrea Caldarelli,1:16.718,35,85,8.237,0.035,115.388,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,29,GTD,34,Conquest Racing,Ferrari 296 GT3 EVO,Albert Costa,1:16.840,37,85,8.359,0.122,115.205,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,30,GTDPRO,4,Corvette Racing by Pratt Miller Motorsports,Chevrolet Corvette Z06 GT3.R,Tommy Milner,1:16.855,83,91,8.374,0.015,115.182,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,31,GTD,81,DragonSpeed,Chevrolet Corvette Z06 GT3.R,Giacomo Altoè,1:16.866,12,85,8.385,0.011,115.166,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,32,GTDPRO,59,RLL Team McLaren,McLaren 720S GT3 EVO,Max Esterson,1:16.869,34,81,8.388,0.003,115.161,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,33,GTDPRO,3,Corvette Racing by Pratt Miller Motorsports,Chevrolet Corvette Z06 GT3.R,Antonio Garcia,1:16.911,38,85,8.430,0.042,115.098,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,34,GTD,120,Wright Motorsports,Porsche 911 GT3 R (992),Callum Ilott,1:16.929,36,85,8.448,0.018,115.072,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,35,GTD,36,DXDT Racing,Chevrolet Corvette Z06 GT3.R,Robert Wickens,1:16.931,4,82,8.450,0.002,115.069,06_Fastest Lap By Driver_Race.PDF,1
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,36,GTD,12,Vasser Sullivan Racing,Lexus RC F GT3,Benjamin Pedersen,1:16.949,3,33,8.468,0.018,115.042,06_Fastest Lap By Driver_Race.PDF,1
