year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,1,GTD PRO,Paul Miller Racing,BMW M4 GT3 EVO,Neil Verhagen,Connor De Phillippi,,,,Paul Miller Racing BMW M4 GT3 EVO | GTDPRO | 1.Neil Verhagen | 2.Connor De Phillippi
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,2,LMP2,United Autosports USA,ORECA 07,Phil Fayer,Mikkel Jensen,,,,United Autosports USA ORECA LMP2 07 | LMP2 | 1.Phil Fayer | 2.Mikkel Jensen
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,3,GTD PRO,Corvette Racing by Pratt Miller Chevrolet Motorsports,Corvette Z06 GT3.R,Antonio Garcia,Alexander Sims,,,,Corvette Racing by Pratt Miller Chevrolet Corvette Z06 GT3.R | Motorsports GTDPRO | 1.Antonio Garcia | 2.Alexander Sims
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,04,LMP2,Crowdstrike Racing by APR,ORECA 07,George Kurtz,Alex Quinn,,,,Crowdstrike Racing by APR ORECA LMP2 07 | LMP2 | 1.George Kurtz | 2.Alex Quinn
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,4,GTD PRO,Corvette Racing by Pratt Miller Chevrolet Motorsports,Corvette Z06 GT3.R,Tommy Milner,Nicky Catsburg,,,,Corvette Racing by Pratt Miller Chevrolet Corvette Z06 GT3.R | Motorsports GTDPRO | 1.Tommy Milner | 2.Nicky Catsburg
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,8,LMP2,Tower Motorsports,ORECA 07,John Farano,Sebastian Alvarez,,,,Tower Motorsports ORECA LMP2 07 | LMP2 | 1.John Farano | 2.Sebastian Alvarez
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,9,GTD PRO,Pfaff Motorsports Lamborghini,Temerario GT3,Andrea Caldarelli,Sandy Mitchell,,,,Pfaff Motorsports Lamborghini Temerario GT3 | GTDPRO | 1.Andrea Caldarelli | 2.Sandy Mitchell
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,11,LMP2,TDS Racing,ORECA 07,Tobi Lutke,Mathias Beche,,,,TDS Racing ORECA LMP2 07 | LMP2 | 1.Tobi Lutke | 2.Mathias Beche
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,12,GTD,Vasser Sullivan Racing,Lexus RC F GT3,Aaron Telitz,Benjamin Pedersen,,,,Vasser Sullivan Racing Lexus RC F GT3 | GTD | 1.Aaron Telitz | 2.Benjamin Pedersen
2026,15_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2026-07-12,202607121405_Race,13,GTD,Autosport Chevrolet,Corvette Z06 GT3.R,Orey Fidani,Matthew Bell,,,,13 Autosport Chevrolet Corvette Z06 GT3.R | GTD | 1.Orey Fidani | 2.Matthew Bell
