year,event_code,event_name,track_slug,race_date,session_directory,position,class_position,car_number,class,category_marker,drivers,team,vehicle,laps,total_time,gap_to_leader,interval,status,best_lap_number,best_lap_time,best_lap_speed_mph,source_report,source_page
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,2016-06-04,201606041240_Race,1,1,10,P,,Taylor / Taylor,Konica Minolta Corvette DP for Wayne Taylor Racing,Chevrolet Corvette DP,57,1:40:11.998,-,,,48,1:23.956,100.7,03_Results.PDF,1
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,2016-06-04,201606041240_Race,2,2,5,P,,Barbosa / Fittipaldi,Action Express Racing,Chevrolet Corvette DP,57,1:40:13.738,1.740,,,56,1:23.910,100.8,03_Results.PDF,1
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,2016-06-04,201606041240_Race,3,1,8,PC,,Van Der Zande / Popow,Starworks Motorsports,ORECA FLM09,57,1:40:45.641,33.643,31.903,,46,1:24.977,99.5,03_Results.PDF,1
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,2016-06-04,201606041240_Race,4,2,54,PC,,Bennett / Braun,CORE autosport,ORECA FLM09,57,1:40:49.115,37.117,,,52,1:25.563,98.8,03_Results.PDF,1
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,2016-06-04,201606041240_Race,5,3,52,PC,,Alon / Kimber-Smith,PR1/Mathiasen Motorsports,ORECA FLM09,57,1:41:00.080,48.082,10.965,,48,1:26.376,97.9,03_Results.PDF,1
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,2016-06-04,201606041240_Race,6,4,38,PC,,French / Marcelli,Performance Tech Motorsports,ORECA FLM09,57,1:41:03.276,51.278,,,54,1:26.440,97.8,03_Results.PDF,1
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,2016-06-04,201606041240_Race,7,3,55,P,,Nunez / Bomarito,Mazda Motorsports,Mazda Prototype,57,1:41:12.975,1:00.977,,,6,1:26.544,97.7,03_Results.PDF,1
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,2016-06-04,201606041240_Race,8,5,20,PC,,Mowlem / Drissi,BAR1 Motorsports,ORECA FLM09,57,1:41:13.466,1:01.468,,,55,1:27.128,97.0,03_Results.PDF,1
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,2016-06-04,201606041240_Race,9,4,70,P,,Long / Miller,Mazda Motorsports,Mazda Prototype,56,1:40:33.977,1 Lap,1,,6,1:26.818,97.4,03_Results.PDF,1
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,2016-06-04,201606041240_Race,10,1,33,GTD,,Keating / Bleekemolen,Riley Motorsports,Dodge Viper GT3-R,56,1:40:43.103,1 Lap,,,55,1:30.626,93.3,03_Results.PDF,1
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,2016-06-04,201606041240_Race,11,2,73,GTD,,Lindsey / Bergmeister,Park Place Motorsports,Porsche 911 GT3 R,56,1:40:45.592,1 Lap,,,55,1:30.641,93.3,03_Results.PDF,1
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,2016-06-04,201606041240_Race,12,3,63,GTD,,Nielsen / Balzan,Scuderia Corsa,Ferrari 488 GT3,56,1:40:50.153,1 Lap,,,48,1:30.720,93.2,03_Results.PDF,1
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,2016-06-04,201606041240_Race,13,4,23,GTD,,Farnbacher / Riberas,Team Seattle / Alex Job Racing,Porsche 911 GT3 R,56,1:40:53.263,1 Lap,,,45,1:30.973,92.9,03_Results.PDF,1
2016,08_Belle Isle Street Circuit,Belle Isle Street Circuit,belle-isle-street-circuit,2016-06-04,201606041240_Race,14,5,6,GTD,,Liddell / Davis,Stevenson Motorsports,Audi R8 LMS GT3,56,1:40:54.586,1 Lap,,,46,1:31.237,92.7,03_Results.PDF,1
