year,event_code,event_name,track_slug,race_date,session_directory,position,class_position,car_number,class,category_marker,drivers,team,vehicle,laps,total_time,gap_to_leader,interval,status,best_lap_number,best_lap_time,best_lap_speed_mph,source_report,source_page
2018,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2018-07-01,201807010945_Race,1,1,99,P,,M. Goikhberg / S. Simpson / C. Miller,JDC-Miller Motorsports,ORECA LMP2,202,6:00:26.867,-,,,44,1:34.056,130.135,03_Results_Race_Official.PDF,1
2018,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2018-07-01,201807010945_Race,2,2,54,P,,J. Bennett / C. Braun / R. Dumas,CORE autosport,ORECA LMP2,202,6:00:28.821,1.954,1.954,,72,1:33.619,130.742,03_Results_Race_Official.PDF,1
2018,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2018-07-01,201807010945_Race,3,3,6,P,,D. Cameron / J. Montoya,Acura Team Penske,Acura DPi,202,6:00:28.963,2.096,0.142,,44,1:33.627,130.731,03_Results_Race_Official.PDF,1
2018,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2018-07-01,201807010945_Race,4,4,32,P,,P. Hanson / B. Senna / P. Di Resta,United Autosports,Ligier LMP2,202,6:00:36.150,9.283,7.187,,162,1:33.871,130.391,03_Results_Race_Official.PDF,1
2018,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2018-07-01,201807010945_Race,5,5,10,P,,R. Van Der Zande / J. Taylor,Konica Minolta Cadillac DPi-V.R,Cadillac DPi,202,6:00:39.025,12.158,2.875,,170,1:34.484,129.545,03_Results_Race_Official.PDF,1
2018,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2018-07-01,201807010945_Race,6,6,5,P,,F. Albuquerque / C. Fittipaldi G. Chaves,Mustang Sampling Racing,Cadillac DPi,202,6:00:39.484,12.617,0.459,,171,1:34.278,129.828,03_Results_Race_Official.PDF,1
2018,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2018-07-01,201807010945_Race,7,7,31,P,,F. Nasr / E. Curran / M. Conway,Whelen Engineering Racing,Cadillac DPi,202,6:00:45.594,18.727,6.110,,202,1:34.008,130.201,03_Results_Race_Official.PDF,1
2018,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2018-07-01,201807010945_Race,8,8,85,P,,S. Trummer / R. Alon / N. Panciatici,JDC-Miller Motorsports,ORECA LMP2,202,6:00:47.522,20.655,1.928,,202,1:34.431,129.618,03_Results_Race_Official.PDF,1
2018,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2018-07-01,201807010945_Race,9,9,52,P,,S. Saavedra / G. Yacaman W. Owen,AFS/PR1 Mathiasen Motorsports,Ligier LMP2,202,6:01:27.114,1:00.247,39.592,,8,1:34.739,129.197,03_Results_Race_Official.PDF,1
2018,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2018-07-01,201807010945_Race,10,10,55,P,,J. Bomarito / H. Tincknell / S. Pigot,Mazda Team Joest,Mazda DPi,202,6:01:39.967,1:13.100,12.853,,188,1:34.427,129.623,03_Results_Race_Official.PDF,1
2018,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2018-07-01,201807010945_Race,11,11,90,P,,M. McMurry / T. Vautier,Spirit of Daytona Racing,Cadillac DPi,198,6:00:33.156,4 Laps,4,,195,1:34.368,129.704,03_Results_Race_Official.PDF,1
2018,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2018-07-01,201807010945_Race,12,12,7,P,,H. Castroneves / R. Taylor,Acura Team Penske,Acura DPi,198,6:01:39.686,4 Laps,1:06.530,,57,1:33.424,131.015,03_Results_Race_Official.PDF,1
2018,12_Watkins Glen International,Watkins Glen International,watkins-glen-international,2018-07-01,201807010945_Race,13,1,66,GTLM,,J. Hand / D. Mueller,Ford Chip Ganassi Racing,Ford GT,190,6:01:59.771,12 Laps,8,,172,1:43.174,118.634,03_Results_Race_Official.PDF,1
