year,event_code,event_name,track_slug,race_date,session_directory,car_number,car_metadata,stint_number,driver,start_time,end_time,segment_type,segment_time,cumulative_track_time,cumulative_driver_time,source_report,source_page,source_column
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,85,JDC-Miller Motorsports | ORECA FLM09 PC,1,M. Goikhberg,15:06:12.111,16:01:38.367,TRACK,55:26.256,55:26.256,55:26.256,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,85,JDC-Miller Motorsports | ORECA FLM09 PC,,,16:01:38.367,16:03:02.756,PIT,1:24.389,,,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,85,JDC-Miller Motorsports | ORECA FLM09 PC,2,S. Simpson,16:03:02.756,16:56:02.642,TRACK,52:59.886,52:59.886,52:59.886,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,85,JDC-Miller Motorsports | ORECA FLM09 PC,,S. Simpson,16:56:02.642,16:57:18.895,PIT,1:16.253,52:59.886,54:16.139,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,85,JDC-Miller Motorsports | ORECA FLM09 PC,3,S. Simpson,16:57:18.895,17:31:45.101,TRACK,34:26.206,1:27:26.092,1:28:42.345,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,85,JDC-Miller Motorsports | ORECA FLM09 PC,,S. Simpson,17:31:45.101,17:50:34.111,PIT,18:49.010,1:27:26.092,1:47:31.355,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,88,Starworks Motorsport | ORECA FLM09 PC,1,M. Kvamme,15:06:12.111,15:55:35.399,TRACK,49:23.288,49:23.288,49:23.288,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,88,Starworks Motorsport | ORECA FLM09 PC,,M. Kvamme,15:55:35.399,15:56:45.446,PIT,1:10.047,49:23.288,50:33.335,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,88,Starworks Motorsport | ORECA FLM09 PC,2,M. Kvamme,15:56:45.446,16:03:11.553,TRACK,6:26.107,55:49.395,56:59.442,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,88,Starworks Motorsport | ORECA FLM09 PC,,M. Kvamme,16:03:11.553,17:50:34.111,PIT,1:47:20.558,55:49.395,2:44:20.000,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,90,VisitFlorida Racing | Chevrolet Corvette DP P,1,M. Goossens,15:06:12.111,15:52:04.807,TRACK,45:52.696,45:52.696,45:52.696,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,90,VisitFlorida Racing | Chevrolet Corvette DP P,,,15:52:04.807,15:53:15.179,PIT,1:10.372,,,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,90,VisitFlorida Racing | Chevrolet Corvette DP P,2,R. Dalziel,15:53:15.179,16:11:17.688,TRACK,18:02.509,18:02.509,18:02.509,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,90,VisitFlorida Racing | Chevrolet Corvette DP P,,R. Dalziel,16:11:17.688,16:12:12.059,PIT,54.371,18:02.509,18:56.880,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,90,VisitFlorida Racing | Chevrolet Corvette DP P,3,R. Dalziel,16:12:12.059,17:01:31.386,TRACK,49:19.327,1:07:21.836,1:08:16.207,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,90,VisitFlorida Racing | Chevrolet Corvette DP P,,R. Dalziel,17:01:31.386,17:02:40.252,PIT,1:08.866,1:07:21.836,1:09:25.073,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,90,VisitFlorida Racing | Chevrolet Corvette DP P,4,R. Dalziel,17:02:40.252,17:50:34.111,TRACK,5:00.000,1:12:21.836,1:14:25.073,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,96,Turner Motorsport | BMW M6 GT3 GTD,1,B. Curtis,15:06:12.111,15:59:19.580,TRACK,53:07.469,53:07.469,53:07.469,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,96,Turner Motorsport | BMW M6 GT3 GTD,,,15:59:19.580,16:00:38.624,PIT,1:19.044,,,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,96,Turner Motorsport | BMW M6 GT3 GTD,2,J. Klingmann,16:00:38.624,16:54:06.725,TRACK,53:28.101,53:28.101,53:28.101,20_Drive Time.PDF,9,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,96,Turner Motorsport | BMW M6 GT3 GTD,,J. Klingmann,16:54:06.725,16:55:24.398,PIT,1:17.673,53:28.101,54:45.774,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,96,Turner Motorsport | BMW M6 GT3 GTD,3,J. Klingmann,16:55:24.398,17:50:34.111,TRACK,5:00.000,58:28.101,59:45.774,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,97,Turner Motorsport | BMW M6 GT3 GTD,1,M. Marsal,15:06:12.111,15:57:07.131,TRACK,50:55.020,50:55.020,50:55.020,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,97,Turner Motorsport | BMW M6 GT3 GTD,,,15:57:07.131,15:58:26.839,PIT,1:19.708,,,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,97,Turner Motorsport | BMW M6 GT3 GTD,2,M. Palttala,15:58:26.839,16:15:46.903,TRACK,17:20.064,17:20.064,17:20.064,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,97,Turner Motorsport | BMW M6 GT3 GTD,,M. Palttala,16:15:46.903,16:16:41.428,PIT,54.525,17:20.064,18:14.589,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,97,Turner Motorsport | BMW M6 GT3 GTD,3,M. Palttala,16:16:41.428,16:50:01.693,TRACK,33:20.265,50:40.329,51:34.854,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,97,Turner Motorsport | BMW M6 GT3 GTD,,M. Palttala,16:50:01.693,16:51:10.435,PIT,1:08.742,50:40.329,52:43.596,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,97,Turner Motorsport | BMW M6 GT3 GTD,4,M. Palttala,16:51:10.435,17:50:34.111,TRACK,5:00.000,55:40.329,57:43.596,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,100,BMW Team RLL | BMW M6 GTLM GTLM,1,L. Luhr,15:06:12.111,15:59:55.767,TRACK,53:43.656,53:43.656,53:43.656,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,100,BMW Team RLL | BMW M6 GTLM GTLM,,,15:59:55.767,16:01:05.506,PIT,1:09.739,,,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,100,BMW Team RLL | BMW M6 GTLM GTLM,2,J. Edwards,16:01:05.506,16:57:02.428,TRACK,55:56.922,55:56.922,55:56.922,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,100,BMW Team RLL | BMW M6 GTLM GTLM,,J. Edwards,16:57:02.428,16:58:09.283,PIT,1:06.855,55:56.922,57:03.777,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,100,BMW Team RLL | BMW M6 GTLM GTLM,3,J. Edwards,16:58:09.283,17:50:34.111,TRACK,5:00.000,1:00:56.922,1:02:03.777,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,911,Porsche North America | Porsche 911 RSR GTLM,1,P. Pilet,15:06:12.111,15:59:48.711,TRACK,53:36.600,53:36.600,53:36.600,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,911,Porsche North America | Porsche 911 RSR GTLM,,,15:59:48.711,16:00:57.611,PIT,1:08.900,,,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,911,Porsche North America | Porsche 911 RSR GTLM,2,N. Tandy,16:00:57.611,16:57:00.879,TRACK,56:03.268,56:03.268,56:03.268,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,911,Porsche North America | Porsche 911 RSR GTLM,,N. Tandy,16:57:00.879,16:58:08.285,PIT,1:07.406,56:03.268,57:10.674,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,911,Porsche North America | Porsche 911 RSR GTLM,3,N. Tandy,16:58:08.285,17:50:34.111,TRACK,5:00.000,1:01:03.268,1:02:10.674,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,912,Porsche North America | Porsche 911 RSR GTLM,1,E. Bamber,15:06:12.111,15:57:43.558,TRACK,51:31.447,51:31.447,51:31.447,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,912,Porsche North America | Porsche 911 RSR GTLM,,,15:57:43.558,15:58:50.657,PIT,1:07.099,,,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,912,Porsche North America | Porsche 911 RSR GTLM,2,F. Makowiecki,15:58:50.657,16:59:09.770,TRACK,1:00:19.113,1:00:19.113,1:00:19.113,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,912,Porsche North America | Porsche 911 RSR GTLM,,F. Makowiecki,16:59:09.770,17:00:17.414,PIT,1:07.644,1:00:19.113,1:01:26.757,20_Drive Time.PDF,10,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,912,Porsche North America | Porsche 911 RSR GTLM,3,F. Makowiecki,17:00:17.414,17:50:34.111,TRACK,5:00.000,1:05:19.113,1:06:26.757,20_Drive Time.PDF,10,1
