year,event_code,event_name,track_slug,race_date,session_directory,sequence,flag,clock_time,session_elapsed,session_elapsed_ms,flag_time,flag_time_ms,cumulative_flag_time,cumulative_flag_time_ms,lap,source_report,source_page
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,1,- GREEN FLAG,10:10:40.269,-,,38:13.916,2293916,38:13.916,2293916,1,25_FlagsAnalysisWithRCMessages_Race.PDF,1
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,2,FULL COURSE YELLOW,10:48:54.185,38:13.916,2293916,19:14.143,1154143,19:14.143,1154143,21,25_FlagsAnalysisWithRCMessages_Race.PDF,1
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,3,GREEN FLAG,11:08:08.328,57:28.059,3448059,50:01.029,3001029,1:28:14.945,5294945,26,25_FlagsAnalysisWithRCMessages_Race.PDF,1
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,4,FULL COURSE YELLOW,11:58:09.357,1:47:29.088,6449088,22:31.341,1351341,41:45.484,2505484,53,25_FlagsAnalysisWithRCMessages_Race.PDF,2
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,5,GREEN FLAG,12:20:40.698,2:10:00.429,7800429,43:22.196,2602196,2:11:37.141,7897141,59,25_FlagsAnalysisWithRCMessages_Race.PDF,2
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,6,FULL COURSE YELLOW,13:04:02.894,2:53:22.625,10402625,16:45.464,1005464,58:30.948,3510948,83,25_FlagsAnalysisWithRCMessages_Race.PDF,2
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,7,GREEN FLAG,13:20:48.358,3:10:08.089,11408089,27:59.609,1679609,2:39:36.750,9576750,87,25_FlagsAnalysisWithRCMessages_Race.PDF,3
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,8,FULL COURSE YELLOW,13:48:47.967,3:38:07.698,13087698,17:02.534,1022534,1:15:33.482,4533482,103,25_FlagsAnalysisWithRCMessages_Race.PDF,3
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,9,GREEN FLAG,14:05:50.501,3:55:10.232,14110232,16:28.995,988995,2:56:05.745,10565745,107,25_FlagsAnalysisWithRCMessages_Race.PDF,3
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,10,FULL COURSE YELLOW,14:22:19.496,4:11:39.227,15099227,14:11.262,851262,1:29:44.744,5384744,116,25_FlagsAnalysisWithRCMessages_Race.PDF,3
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,11,GREEN FLAG,14:36:30.758,4:25:50.489,15950489,3:11:24.324,11484324,6:07:30.069,22050069,120,25_FlagsAnalysisWithRCMessages_Race.PDF,4
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,12,FULL COURSE YELLOW,17:47:55.082,7:37:14.813,27434813,26:03.061,1563061,1:55:47.805,6947805,221,25_FlagsAnalysisWithRCMessages_Race.PDF,5
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,13,GREEN FLAG,18:13:58.143,8:03:17.874,28997874,2:07:02.886,7622886,8:14:32.955,29672955,228,25_FlagsAnalysisWithRCMessages_Race.PDF,5
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,14,FULL COURSE YELLOW,20:21:01.029,10:10:20.760,36620760,17:45.929,1065929,2:13:33.734,8013734,296,25_FlagsAnalysisWithRCMessages_Race.PDF,6
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,15,GREEN FLAG,20:38:46.958,10:28:06.689,37686689,2:49.441,169441,8:17:22.396,29842396,300,25_FlagsAnalysisWithRCMessages_Race.PDF,6
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,16,FULL COURSE YELLOW,20:41:36.399,10:30:56.130,37856130,9:46.796,586796,2:23:20.530,8600530,302,25_FlagsAnalysisWithRCMessages_Race.PDF,6
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,17,GREEN FLAG,20:51:23.195,10:40:42.926,38442926,45:30.945,2730945,9:02:53.341,32573341,304,25_FlagsAnalysisWithRCMessages_Race.PDF,7
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,18,FULL COURSE YELLOW,21:36:54.140,11:26:13.871,41173871,17:05.779,1025779,2:40:26.309,9626309,328,25_FlagsAnalysisWithRCMessages_Race.PDF,7
2026,06_Sebring International Raceway,Sebring International Raceway,sebring-international-raceway,2026-03-21,202603211010_Race,19,GREEN FLAG,21:53:59.919,11:43:19.650,42199650,18:29.001,1109001,9:21:22.342,33682342,333,25_FlagsAnalysisWithRCMessages_Race.PDF,8
