year,event_code,event_name,track_slug,race_date,session_directory,position,class_position,car_number,class,category_marker,drivers,team,vehicle,laps,total_time,gap_to_leader,interval,status,best_lap_number,best_lap_time,best_lap_speed_mph,source_report,source_page
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,1,1,7,P,,H. Castroneves / R. Taylor,Acura Team Penske,Acura DPi,125,2:40:59.579,-,,,82,1:13.856,110.062,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,2,2,6,P,,D. Cameron / J. Montoya,Acura Team Penske,Acura DPi,125,2:41:08.043,8.464,8.464,,111,1:13.937,109.941,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,3,3,77,P,,O. Jarvis / T. Nunez,Mazda Team Joest,Mazda DPi,125,2:41:26.353,26.774,18.310,,100,1:14.128,109.658,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,4,4,5,P,,F. Albuquerque / J. Barbosa,Mustang Sampling Racing,Cadillac DPi,125,2:41:56.405,56.826,30.052,,95,1:14.557,109.027,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,5,5,10,P,,R. Van Der Zande / J. Taylor,Konica Minolta Cadillac DPi-V.R,Cadillac DPi,125,2:41:57.404,57.825,0.999,,104,1:14.508,109.099,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,6,6,52,P,,S. Saavedra / G. Yacaman,AFS/PR1 Mathiasen Motorsports,Ligier LMP2,125,2:42:13.455,1:13.876,16.051,,90,1:13.997,109.852,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,7,7,99,P,,S. Simpson / M. Goikhberg,JDC-Miller Motorsports,ORECA LMP2,125,2:42:15.215,1:15.636,1.760,,98,1:13.832,110.098,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,8,8,31,P,,F. Nasr / E. Curran,Whelen Engineering Racing,Cadillac DPi,124,2:40:59.974,1 Lap,1,,109,1:13.957,109.912,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,9,9,22,P,,J. van Overbeek / P. Derani,Tequila Patron ESM,Nissan DPi,124,2:41:00.330,1 Lap,0.356,,109,1:14.144,109.635,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,10,10,2,P,,S. Sharp / R. Dalziel,Tequila Patron ESM,Nissan DPi,123,2:41:11.730,2 Laps,1,,69,1:14.260,109.463,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,11,11,38,P,,J. French / K. Masson,Performance Tech Motorsports,ORECA LMP2,123,2:41:29.395,2 Laps,17.665,,75,1:14.710,108.804,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,12,12,85,P,,S. Trummer / R. Alon,JDC-Miller Motorsports,ORECA LMP2,123,2:41:29.661,2 Laps,0.266,,98,1:13.910,109.982,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,13,13,54,P,,J. Bennett / C. Braun,CORE autosport,ORECA LMP2,123,2:41:34.974,2 Laps,5.313,,104,1:14.331,109.359,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,14,1,912,GTLM,,E. Bamber / L. Vanthoor,Porsche GT Team,Porsche 911 RSR,118,2:41:09.184,7 Laps,5,,10,1:19.818,101.841,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,15,2,25,GTLM,,A. Sims / C. De Phillippi,BMW Team RLL,BMW M8 GTE,118,2:41:10.857,7 Laps,1.673,,6,1:19.703,101.988,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,16,3,3,GTLM,,J. Magnussen / A. Garcia,Corvette Racing,Chevrolet Corvette C7.R,118,2:41:21.479,7 Laps,10.622,,83,1:19.776,101.895,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,17,4,66,GTLM,,J. Hand / D. Mueller,Ford Chip Ganassi Racing,Ford GT,118,2:41:27.880,7 Laps,6.401,,8,1:19.611,102.106,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,18,5,67,GTLM,,R. Briscoe / R. Westbrook,Ford Chip Ganassi Racing,Ford GT,118,2:41:29.154,7 Laps,1.274,,55,1:19.451,102.311,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,19,6,911,GTLM,,P. Pilet / N. Tandy,Porsche GT Team,Porsche 911 RSR,118,2:41:40.460,7 Laps,11.306,,5,1:19.614,102.102,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,20,7,24,GTLM,,J. Krohn / J. Edwards,BMW Team RLL,BMW M8 GTE,118,2:41:57.107,7 Laps,16.647,,78,1:19.805,101.858,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,21,8,4,GTLM,,O. Gavin / T. Milner,Corvette Racing,Chevrolet Corvette C7.R,118,2:42:19.383,7 Laps,22.276,,71,1:19.843,101.809,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,22,1,14,GTD,,D. Baumann / K. Marcelli,3GT Racing,Lexus RC F GT3,116,2:41:49.690,9 Laps,2,,5,1:20.758,100.656,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,23,2,86,GTD,,K. Legge / A. Parente,Meyer Shank Racing w/ Curb-Agajanian,Acura NSX GT3,116,2:41:49.881,9 Laps,0.191,,76,1:21.346,99.928,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,24,3,48,GTD,,B. Sellers / M. Snow,Paul Miller Racing,Lamborghini Huracan GT3,116,2:42:08.162,9 Laps,18.281,,54,1:21.268,100.024,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,25,4,15,GTD,,J. Hawksworth / D. Heinemeier Hansson,3GT Racing,Lexus RC F GT3,116,2:42:14.717,9 Laps,6.555,,6,1:20.536,100.933,03_Results_Race_Official.PDF,1
2018,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2018-05-06,201805061305_Race,26,5,93,GTD,,J. Marks / L. Aschenbach,Meyer Shank Racing w/ Curb-Agajanian,Acura NSX GT3,116,2:42:18.485,9 Laps,3.768,,84,1:21.175,100.138,03_Results_Race_Official.PDF,1
